stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2023Q3,cr,,fr1,368374000,1047398000,27002293000,80966464000
1102,2023Q3,cr,,fr1,,,19893900000,60239086000
1103,2023Q3,cr,,fr2,,,738527000,2115231000
1104,2023Q3,cr,,fr1,19182000,59866000,1873035000,5627754000
1108,2023Q3,cr,,fr1,,,1275216000,3689989000
1109,2023Q3,cr,,fr1,,,1595174000,4625787000
1110,2023Q3,cr,,fr1,,,498086000,1641523000
1201,2023Q3,cr,,fr1,63742000,177176000,5956412000,15990330000
1203,2023Q3,cr,,fr1,2066000,6183000,1619138000,4731566000
1210,2023Q3,cr,,fr1,35361000,112872000,28338364000,83009411000
1213,2023Q3,cr,,fr1,,,-7229000,108491000
1215,2023Q3,cr,,fr1,,,7306357000,21950444000
1216,2023Q3,cr,,fr1,243186000,743619000,165046296000,433848346000
1217,2023Q3,cr,,fr1,11004000,34090000,1626633000,3957479000
1218,2023Q3,cr,,fr1,,,3300411000,8573732000
1219,2023Q3,cr,,fr1,10051000,35526000,4070038000,12380972000
1220,2023Q3,cr,,fr1,,,865272000,2353276000
1225,2023Q3,cr,,fr1,10464000,30443000,3632729000,10912671000
1227,2023Q3,cr,,fr1,51984000,137466000,7925667000,20129635000
1229,2023Q3,cr,,fr1,12388000,37045000,2775712000,9286745000
1231,2023Q3,cr,,fr1,31594000,83993000,2795238000,7989458000
1232,2023Q3,cr,,fr1,2227000,6998000,5838356000,17707757000
1233,2023Q3,cr,,fr1,1388000,4257000,537101000,1559270000
1234,2023Q3,cr,,fr1,12600000,42831000,3122070000,7964124000
1235,2023Q3,cr,,fr1,0,1000,17251000,32440000
1236,2023Q3,cr,,fr1,4351000,18107000,541258000,1421569000
1240,2023Q3,cr,,fr1,954000,2887000,701854000,2125472000
1256,2023Q3,cr,,fr1,13716000,39687000,1576662000,3904818000
1259,2023Q3,cr,,fr1,,,1595610000,4527758000
1264,2023Q3,cr,,fr1,17271000,44349000,1515752000,4254717000
1268,2023Q3,cr,,fr1,5725000,15945000,1199999000,3609492000
1301,2023Q3,cr,,fr1,902341000,2678828000,50735787000,151395932000
1303,2023Q3,cr,,fr1,,,67251415000,196763386000
1304,2023Q3,cr,,fr1,118354000,361529000,13500353000,39435029000
1305,2023Q3,cr,,fr1,19162000,60188000,3365608000,10485625000
1307,2023Q3,cr,,fr1,91985000,243127000,2770162000,7671609000
1308,2023Q3,cr,,fr1,1807000,4979000,1811511000,5040014000
1309,2023Q3,cr,,fr1,3931000,11479000,3980713000,11143463000
1310,2023Q3,cr,,fr1,198000,362000,2310075000,6945287000
1312,2023Q3,cr,,fr1,8132000,25130000,3878270000,11983288000
1313,2023Q3,cr,,fr1,,,19856440000,53343275000
1314,2023Q3,cr,,fr1,72958000,211614000,6931115000,19039599000
1315,2023Q3,cr,,fr1,,,525000000,1693225000
1316,2023Q3,cr,,fr1,10464000,16413000,180344000,654698000
1319,2023Q3,cr,,fr1,134393000,392412000,6154072000,17303529000
1321,2023Q3,cr,,fr2,3743000,10788000,1109232000,3608325000
1323,2023Q3,cr,,fr1,13739000,42159000,857105000,2504095000
1324,2023Q3,cr,,fr1,3574000,11055000,237046000,698240000
1325,2023Q3,cr,,fr1,2177000,6583000,97071000,309927000
1326,2023Q3,cr,,fr1,,,86824127000,245021791000
1336,2023Q3,cr,,fr1,,,618160000,1762990000
1337,2023Q3,cr,,fr1,4914000,15758000,204607000,540340000
1338,2023Q3,cr,,fr1,53799000,183242000,1440564000,4190637000
1339,2023Q3,cr,,fr1,15292000,46160000,546909000,1505205000
1340,2023Q3,cr,,fr1,10418000,30376000,145864000,424427000
1341,2023Q3,cr,,fr1,4468000,13214000,643509000,1879548000
1342,2023Q3,ir,,fr1,16252000,42117000,663501000,1908340000
1402,2023Q3,cr,,fr1,309056000,821473000,65385496000,190241027000
1410,2023Q3,cr,,fr1,852000,4359000,54817000,166012000
1413,2023Q3,ir,,fr1,,,534078000,1450311000
1414,2023Q3,ir,,fr1,3541000,11076000,145167000,421819000
1416,2023Q3,cr,,fr1,,,69900000,212254000
1417,2023Q3,cr,,fr1,538000,1819000,308796000,1071159000
1418,2023Q3,cr,,fr1,0,0,3786000,16997000
1419,2023Q3,cr,,fr1,8485000,25034000,816555000,2328457000
1423,2023Q3,ir,,fr1,,,28721000,91275000
1432,2023Q3,cr,,fr1,,,379950000,1014959000
1434,2023Q3,cr,,fr1,,,7143501000,22025137000
1435,2023Q3,ir,,fr1,,,2145000,6613000
1436,2023Q3,cr,,fr1,,,197254000,297331000
1437,2023Q3,cr,,fr1,,,334691000,676622000
1438,2023Q3,ir,,fr1,,,27510000,299747000
1439,2023Q3,cr,,fr1,,,36832000,147441000
1440,2023Q3,cr,,fr1,10672000,29448000,4534914000,15017500000
1441,2023Q3,cr,,fr1,1535000,5681000,301638000,876183000
1442,2023Q3,cr,,fr1,,,301308000,1013434000
1443,2023Q3,cr,,fr1,,,223506000,570375000
1444,2023Q3,cr,,fr1,9076000,25352000,2082899000,6554198000
1445,2023Q3,cr,,fr1,3935000,9902000,295821000,1051615000
1446,2023Q3,cr,,fr1,,,26034000,98488000
1447,2023Q3,cr,,fr1,29342000,82591000,6489047000,22543324000
1449,2023Q3,cr,,fr1,17756000,52721000,797121000,2034576000
1451,2023Q3,cr,,fr1,3711000,10931000,1631533000,4886282000
1452,2023Q3,cr,,fr1,2106000,6027000,295590000,834721000
1453,2023Q3,cr,,fr1,,,170000,513000
1454,2023Q3,cr,,fr1,2322000,7669000,410085000,1169212000
1455,2023Q3,cr,,fr1,17988000,54167000,1925057000,5463353000
1456,2023Q3,cr,,fr1,,,400312000,1449298000
1457,2023Q3,cr,,fr1,,,842178000,2288210000
1459,2023Q3,cr,,fr1,,,274031000,765261000
1460,2023Q3,cr,,fr1,58611000,179076000,2021904000,5555328000
1463,2023Q3,cr,,fr1,2143000,6796000,102501000,258558000
1464,2023Q3,cr,,fr1,57493000,158309000,2537043000,7246668000
1465,2023Q3,ir,,fr1,747000,2421000,136654000,436176000
1466,2023Q3,cr,,fr1,10730000,33724000,650668000,1760724000
1467,2023Q3,cr,,fr1,,,1390714000,3509766000
1468,2023Q3,cr,,fr1,906000,2587000,232008000,793519000
1470,2023Q3,cr,,fr1,,,145552000,527022000
1471,2023Q3,cr,,fr1,1278000,5925000,69786000,187813000
1472,2023Q3,cr,,fr1,,,542975000,1337193000
1473,2023Q3,cr,,fr1,19253000,57211000,1690289000,4931598000
1474,2023Q3,cr,,fr1,11163000,35702000,725181000,1922280000
1475,2023Q3,cr,,fr1,,,290560000,944346000
1476,2023Q3,cr,,fr1,40011000,112083000,7972808000,22291528000
1477,2023Q3,cr,,fr1,,,9272068000,24330436000
