stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2023Q4,cr,,fr1,,1440310000,,109314335000
1102,2023Q4,cr,,fr1,,,,80182799000
1103,2023Q4,cr,,fr2,,,,2911583000
1104,2023Q4,cr,,fr1,,72623000,,7802362000
1108,2023Q4,cr,,fr1,,,,5094743000
1109,2023Q4,cr,,fr1,,,,6259864000
1110,2023Q4,cr,,fr1,,,,2273518000
1111,2023Q4,cr,,fr1,,,,425984000
1201,2023Q4,cr,,fr1,,242995000,,21476354000
1203,2023Q4,cr,,fr1,,8464000,,6403713000
1210,2023Q4,cr,,fr1,,147470000,,111108929000
1213,2023Q4,cr,,fr1,,,,120702000
1215,2023Q4,cr,,fr1,,,,29159749000
1216,2023Q4,cr,,fr1,,1021795000,,581102935000
1217,2023Q4,cr,,fr1,,48171000,,4900038000
1218,2023Q4,cr,,fr1,,,,11228425000
1219,2023Q4,cr,,fr1,,47716000,,16313623000
1220,2023Q4,cr,,fr1,,,,3293888000
1225,2023Q4,cr,,fr1,,41894000,,14543809000
1227,2023Q4,cr,,fr1,,184427000,,27804118000
1229,2023Q4,cr,,fr1,,56067000,,13598464000
1231,2023Q4,cr,,fr1,,115298000,,10853256000
1232,2023Q4,cr,,fr1,,9315000,,23560347000
1233,2023Q4,cr,,fr1,,5883000,,2110338000
1234,2023Q4,cr,,fr1,,57512000,,10576476000
1235,2023Q4,cr,,fr1,,1000,,75719000
1236,2023Q4,cr,,fr1,,24407000,,1929953000
1237,2023Q4,ir,,fr1,,227471000,,30187223000
1240,2023Q4,cr,,fr1,,4065000,,2910168000
1242,2023Q4,cr,,fr1,,10628000,,3748386000
1246,2023Q4,ir,,fr1,,,,11335270000
1256,2023Q4,cr,,fr1,,52002000,,4631966000
1259,2023Q4,cr,,fr1,,,,5993760000
1260,2023Q4,cr,,fr1,,13506000,,5196201000
1264,2023Q4,cr,,fr1,,65875000,,5838363000
1267,2023Q4,cr,,fr1,,2542000,,24815000
1268,2023Q4,cr,,fr1,,23153000,,4918533000
1269,2023Q4,cr,,fr1,,34839000,,4870155000
1271,2023Q4,cr,,fr1,,6212000,,571111000
1293,2023Q4,cr,,fr1,,35026000,,598880000
1294,2023Q4,cr,,fr1,,7365000,,625141000
1295,2023Q4,cr,,fr1,,82664000,,823304000
1301,2023Q4,cr,,fr1,,1779234000,,199138777000
1303,2023Q4,cr,,fr1,,,,259755344000
1304,2023Q4,cr,,fr1,,468416000,,52264762000
1305,2023Q4,cr,,fr1,,72928000,,13707305000
