stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2015Q2,cr,,fr1,4508000,10907000,24994185000,46434327000
1102,2015Q2,cr,,fr1,,,16890231000,32252761000
1103,2015Q2,cr,,fr1,,,737435000,1408790000
1104,2015Q2,cr,,fr1,15579000,29017000,1230846000,2558276000
1107,2015Q2,cr,,fr0,,,,1364000
1108,2015Q2,cr,,fr1,,,1346059000,2636961000
1109,2015Q2,cr,,fr1,,,1100452000,2052241000
1110,2015Q2,cr,,fr1,,,483408000,958841000
1111,2015Q2,ir,,fr0,,,,195437000
1115,2015Q2,ir,,fr0,,,,519791000
1201,2015Q2,cr,,fr2,52475000,114567000,5500106000,10243099000
1203,2015Q2,cr,,fr1,1723000,3224000,1650888000,3305337000
1210,2015Q2,cr,,fr1,27231000,53099000,18716305000,38795605000
1213,2015Q2,cr,,fr1,,,163780000,346477000
1215,2015Q2,cr,,fr1,,,3929486000,7937950000
1216,2015Q2,cr,,fr2,249846000,484030000,105025069000,209965307000
1217,2015Q2,cr,,fr2,10839000,21802000,1143423000,2159610000
1218,2015Q2,cr,,fr2,,,1910399000,3892570000
1219,2015Q2,cr,,fr1,7263000,13556000,2305696000,4630944000
1220,2015Q2,cr,,fr1,,,764209000,1601479000
1225,2015Q2,cr,,fr1,5279000,10449000,2621666000,5340279000
1227,2015Q2,cr,,fr1,24455000,47712000,5159535000,12342587000
1229,2015Q2,cr,,fr1,6360000,13195000,1308460000,2562249000
1231,2015Q2,cr,,fr2,20655000,37492000,1464398000,3142068000
1232,2015Q2,cr,,fr1,1019000,1922000,4190211000,8941200000
1233,2015Q2,cr,,fr1,893000,1444000,497936000,1063859000
1234,2015Q2,cr,,fr1,10821000,21578000,1530741000,2861930000
1235,2015Q2,cr,,fr1,179000,364000,26563000,48893000
1236,2015Q2,cr,,fr1,,,412806000,1118766000
1237,2015Q2,ir,,fr1,,88746000,,16724766000
1242,2015Q2,cr,,fr0,,1427000,,1684529000
1246,2015Q2,ir,,fr0,,,,3113416000
1256,2015Q2,cr,,fr1,8196000,14532000,701170000,1207503000
