stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2014Q3,cr,,fr1,10163000,29421000,30094955000,88684641000
1102,2014Q3,cr,,fr2,,,19783979000,57234891000
1103,2014Q3,cr,,fr1,,,908502000,2818004000
1104,2014Q3,cr,,fr1,8531000,23297000,1406779000,4242326000
1108,2014Q3,cr,,fr1,,,1236683000,3732290000
1109,2014Q3,cr,,fr1,,,944057000,3629205000
1110,2014Q3,cr,,fr1,,,481447000,1485757000
1201,2014Q3,cr,,fr1,81009000,216002000,7767524000,21764292000
1203,2014Q3,cr,,fr1,1582000,4816000,1437274000,4514173000
1210,2014Q3,cr,,fr1,29350000,79011000,23067717000,67482423000
1213,2014Q3,cr,,fr1,,,243540000,567749000
1215,2014Q3,cr,,fr1,,,4541137000,13008758000
1216,2014Q3,cr,,fr1,269822000,799551000,112818727000,327273397000
1217,2014Q3,cr,,fr2,9778000,30862000,1553132000,3509907000
1218,2014Q3,cr,,fr1,,,2624740000,7062840000
1219,2014Q3,cr,,fr1,5920000,18253000,2737717000,7803616000
1220,2014Q3,cr,,fr1,,,937806000,2497984000
1225,2014Q3,cr,,fr1,5157000,15320000,3102633000,9150565000
1227,2014Q3,cr,,fr1,29168000,77611000,5865135000,15792969000
1229,2014Q3,cr,,fr1,5851000,19415000,1335809000,3913753000
1231,2014Q3,cr,,fr1,17507000,57015000,1710202000,4380197000
1232,2014Q3,cr,,fr1,898000,2791000,5414702000,16344542000
1233,2014Q3,cr,,fr1,485000,1395000,534906000,1605464000
1234,2014Q3,cr,,fr1,10759000,31667000,1984412000,4688910000
1235,2014Q3,cr,,fr1,129000,438000,44696000,145605000
1236,2014Q3,cr,,fr1,,,621504000,1753667000
1256,2014Q3,cr,,fr1,5287000,13113000,620809000,1658047000
1258,2014Q3,cr,,fr1,,,330731000,975632000
1259,2014Q3,cr,,fr1,,,1176711000,3270510000
1262,2014Q3,cr,,fr1,9730000,25303000,1591579000,4682567000
1264,2014Q3,cr,,fr1,10610000,30737000,874320000,2501281000
1301,2014Q3,cr,,fr1,221013000,675489000,55340879000,166359729000
1303,2014Q3,cr,,fr1,,,84887468000,245576449000
1304,2014Q3,cr,,fr1,120023000,299983000,16573248000,46688252000
1305,2014Q3,cr,,fr1,12138000,35308000,3633713000,11339985000
1307,2014Q3,cr,,fr1,92288000,290980000,2810367000,8338285000
