stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2017Q4,cr,,fr1,,32399000,,98311776000
1102,2017Q4,cr,,fr1,,,,64899248000
1103,2017Q4,cr,,fr1,,,,2095607000
1104,2017Q4,cr,,fr1,,85467000,,4405376000
1108,2017Q4,cr,,fr1,,,,3434454000
1109,2017Q4,cr,,fr1,,,,5375877000
1110,2017Q4,cr,,fr1,,,,1716725000
1111,2017Q4,ir,,fr1,,,,430531000
1115,2017Q4,ir,,fr1,,,,902544000
1201,2017Q4,cr,,fr1,,245442000,,17749330000
1203,2017Q4,cr,,fr1,,7849000,,6195171000
1210,2017Q4,cr,,fr1,,137290000,,75931014000
1213,2017Q4,cr,,fr1,,,,649522000
1215,2017Q4,cr,,fr1,,,,19865000000
1216,2017Q4,cr,,fr1,,973511000,,399860953000
1217,2017Q4,cr,,fr1,,46957000,,4146490000
1218,2017Q4,cr,,fr1,,,,7681801000
1219,2017Q4,cr,,fr1,,36352000,,10822788000
1220,2017Q4,cr,,fr1,,,,2366605000
1225,2017Q4,cr,,fr1,,28708000,,10757313000
1227,2017Q4,cr,,fr1,,96636000,,26477924000
1229,2017Q4,cr,,fr1,,33590000,,4845301000
1231,2017Q4,cr,,fr1,,85554000,,7031023000
1232,2017Q4,cr,,fr1,,7996000,,16884341000
1233,2017Q4,cr,,fr1,,4359000,,2130351000
1234,2017Q4,cr,,fr1,,50238000,,9090115000
1235,2017Q4,cr,,fr1,,571000,,76878000
1236,2017Q4,cr,,fr1,,,,1878973000
1237,2017Q4,ir,,fr1,,226317000,,31749691000
1240,2017Q4,ir,,fr1,,9371000,,1413735000
1242,2017Q4,cr,,fr1,,2541000,,3357919000
1246,2017Q4,ir,,fr1,,,,6505352000
1252,2017Q4,cr,,fr1,,6914000,,137660000
1256,2017Q4,cr,,fr1,,41297000,,2917183000
1258,2017Q4,cr,,fr1,,,,2480922000
1259,2017Q4,cr,,fr1,,,,4919312000
1260,2017Q4,cr,,fr1,,5990000,,3074778000
1262,2017Q4,cr,,fr1,,60224000,,6296238000
1264,2017Q4,cr,,fr1,,39210000,,3675034000
1267,2017Q4,cr,,fr1,,38258000,,34292000
1268,2017Q4,cr,,fr1,,16130000,,3343960000
1269,2017Q4,cr,,fr1,,24886000,,2456727000
1271,2017Q4,cr,,fr1,,36500000,,71391000
