stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2020Q3,cr,,fr1,9546000,20648000,29808661000,82248488000
1102,2020Q3,cr,,fr1,,,20736080000,54564173000
1103,2020Q3,cr,,fr1,,,489170000,1481489000
1104,2020Q3,cr,,fr1,16965000,53160000,1294920000,3886551000
1108,2020Q3,cr,,fr1,,,1131650000,3358346000
1109,2020Q3,cr,,fr1,,,1957481000,5213429000
1110,2020Q3,cr,,fr1,,,366532000,1137023000
1201,2020Q3,cr,,fr1,56849000,169297000,5350187000,13942049000
1203,2020Q3,cr,,fr1,2263000,6547000,1530258000,4549315000
1210,2020Q3,cr,,fr1,38540000,105478000,20769412000,58252672000
1213,2020Q3,cr,,fr1,,,160100000,326532000
1215,2020Q3,cr,,fr1,,,5697615000,16366708000
1216,2020Q3,cr,,fr1,262300000,666310000,122074422000,340811964000
1217,2020Q3,cr,,fr1,9109000,28241000,1634878000,3785448000
1218,2020Q3,cr,,fr1,,,2516161000,6317456000
1219,2020Q3,cr,,fr1,8647000,25836000,3052020000,8960048000
1220,2020Q3,cr,,fr1,,,812020000,2054926000
1225,2020Q3,cr,,fr1,8784000,25764000,2509646000,7489528000
1227,2020Q3,cr,,fr1,39885000,111631000,9600461000,24224530000
1229,2020Q3,cr,,fr1,9199000,27786000,2334195000,7092098000
1231,2020Q3,cr,,fr1,21031000,61600000,2381900000,6485644000
1232,2020Q3,cr,,fr1,2381000,6546000,4460521000,12485761000
1233,2020Q3,cr,,fr1,1184000,3674000,505297000,1401213000
1234,2020Q3,cr,,fr1,12648000,42883000,2796031000,6869017000
1235,2020Q3,cr,,fr1,1000,106000,48005000,59063000
1236,2020Q3,cr,,fr1,2228000,8723000,462745000,1149809000
1240,2020Q3,cr,,fr1,5315000,14983000,561807000,1648286000
1256,2020Q3,cr,,fr1,36694000,68675000,1432982000,2708198000
1258,2020Q3,cr,,fr1,,,612457000,1967430000
1259,2020Q3,cr,,fr1,,,1456645000,4017759000
1264,2020Q3,cr,,fr1,10957000,33171000,1217742000,3127713000
1268,2020Q3,cr,,fr1,4690000,13333000,1014126000,2460147000
1301,2020Q3,cr,,fr1,346429000,1025097000,46174862000,131178144000
1303,2020Q3,cr,,fr1,,,67790205000,193972294000
1304,2020Q3,cr,,fr1,91272000,260038000,12414401000,34627203000
1305,2020Q3,cr,,fr1,18587000,49297000,3262308000,9140578000
1307,2020Q3,cr,,fr1,75214000,227638000,2046580000,6175092000
1308,2020Q3,cr,,fr1,1216000,3740000,1313190000,3985252000
1309,2020Q3,cr,,fr1,4669000,15692000,4142679000,10667664000
1310,2020Q3,cr,,fr1,2571000,5289000,1984109000,5559443000
1312,2020Q3,cr,,fr1,7719000,21831000,4263592000,11469482000
1313,2020Q3,cr,,fr1,,,13953807000,35051896000
1314,2020Q3,cr,,fr1,119896000,299371000,3633189000,13018335000
1315,2020Q3,cr,,fr1,,,627742000,1630595000
1316,2020Q3,cr,,fr1,4312000,13541000,138963000,979213000
1319,2020Q3,cr,,fr1,129777000,376875000,4526048000,12627254000
1321,2020Q3,cr,,fr1,2155000,6327000,1418527000,3586554000
1323,2020Q3,cr,,fr1,14598000,40036000,831389000,2493218000
1324,2020Q3,cr,,fr1,5920000,18007000,260976000,793922000
1325,2020Q3,cr,,fr1,3884000,10824000,1324440000,2992928000
1326,2020Q3,cr,,fr1,,,60152510000,180584409000
1336,2020Q3,cr,,fr1,,,537928000,1354688000
1337,2020Q3,cr,,fr1,9790000,27737000,255613000,646091000
1338,2020Q3,cr,,fr1,86661000,211331000,1744849000,4109700000
1339,2020Q3,cr,,fr1,7744000,23655000,607721000,1529939000
1340,2020Q3,cr,,fr1,14582000,38072000,214924000,474505000
1341,2020Q3,cr,,fr1,3510000,10189000,680263000,1866011000
1342,2020Q3,ir,,fr1,7461000,20515000,443193000,1155586000
1402,2020Q3,cr,,fr1,213071000,649151000,49553952000,150733855000
1410,2020Q3,cr,,fr1,1703000,5042000,103312000,303010000
1413,2020Q3,ir,,fr1,,,304900000,1067807000
1414,2020Q3,ir,,fr1,3010000,9193000,159771000,489575000
1416,2020Q3,cr,,fr1,,,49169000,161477000
1417,2020Q3,cr,,fr1,5974000,10992000,262301000,747481000
1418,2020Q3,cr,,fr1,327000,2770000,16674000,71665000
1419,2020Q3,cr,,fr1,7301000,22163000,470474000,1467172000
1423,2020Q3,ir,,fr1,,,41326000,163957000
1432,2020Q3,cr,,fr1,,,312236000,896070000
1434,2020Q3,cr,,fr1,,,6595319000,21627329000
1435,2020Q3,cr,,fr1,,,3798000,11342000
1436,2020Q3,cr,,fr1,,,846425000,1517194000
1437,2020Q3,cr,,fr1,,,126221000,426140000
1438,2020Q3,ir,,fr1,,,6000,98429000
1439,2020Q3,cr,,fr1,,,19707000,89535000
1440,2020Q3,cr,,fr1,6355000,40477000,3997598000,12598172000
1441,2020Q3,cr,,fr1,2199000,5838000,349730000,1138556000
1442,2020Q3,cr,,fr1,,,1338626000,1826030000
1443,2020Q3,cr,,fr1,,,142706000,408678000
1444,2020Q3,cr,,fr1,11981000,35002000,1951061000,6062417000
1445,2020Q3,cr,,fr1,2099000,6737000,204682000,687107000
1446,2020Q3,cr,,fr1,,,153607000,392176000
1447,2020Q3,cr,,fr1,30591000,89407000,3556147000,8505252000
1449,2020Q3,cr,,fr1,16653000,48715000,436199000,1353006000
1451,2020Q3,cr,,fr1,7342000,19394000,2068733000,5029292000
1452,2020Q3,cr,,fr1,1875000,5580000,308853000,826847000
1453,2020Q3,cr,,fr1,,,172894000,219130000
1454,2020Q3,cr,,fr1,2237000,6755000,245542000,877527000
1455,2020Q3,cr,,fr1,13576000,42506000,1969143000,5397511000
1456,2020Q3,cr,,fr1,,,151729000,395961000
1457,2020Q3,cr,,fr1,,,565213000,1845085000
1459,2020Q3,cr,,fr1,,,373142000,1181381000
1460,2020Q3,cr,,fr1,49046000,158092000,1836131000,4872322000
1463,2020Q3,cr,,fr1,2026000,7074000,84341000,350471000
1464,2020Q3,cr,,fr1,45939000,146102000,1971294000,6030413000
1465,2020Q3,cr,,fr1,1223000,4044000,91282000,310055000
1466,2020Q3,cr,,fr1,11086000,31126000,712057000,1819075000
1467,2020Q3,cr,,fr1,,,3742401000,6253877000
1468,2020Q3,cr,,fr1,2257000,6416000,221876000,726937000
1470,2020Q3,cr,,fr1,,,158462000,452331000
1471,2020Q3,cr,,fr1,2460000,7410000,431387000,843417000
1472,2020Q3,cr,,fr1,338000,1865000,103693000,224235000
1473,2020Q3,cr,,fr1,18179000,57493000,1689794000,4734247000
1474,2020Q3,cr,,fr1,16737000,45924000,739201000,2011251000
1475,2020Q3,cr,,fr1,19000,1300000,36303000,59436000
1476,2020Q3,cr,,fr1,35967000,106683000,7374600000,18849824000
1477,2020Q3,cr,,fr1,,,8026627000,18883046000
1503,2020Q3,cr,,fr1,135764000,381315000,6008237000,18421264000
1504,2020Q3,cr,,fr1,258857000,779574000,11447811000,33348808000
1506,2020Q3,cr,,fr1,7460000,26223000,200089000,644006000
1507,2020Q3,cr,,fr1,120903000,334708000,4233729000,10826730000
1512,2020Q3,cr,,fr1,1648000,7007000,329132000,890466000
1513,2020Q3,cr,,fr1,69402000,169964000,3544203000,9927031000
1514,2020Q3,cr,,fr1,23541000,85755000,1198331000,3681254000
1515,2020Q3,cr,,fr1,52590000,138740000,3557638000,6854568000
1516,2020Q3,ir,,fr1,0,0,194808000,634664000
1517,2020Q3,cr,,fr1,16536000,50079000,1032216000,2291776000
