stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2022Q1,cr,,fr1,137214000,137214000,22973461000,22973461000
1102,2022Q1,cr,,fr1,,,19681118000,19681118000
1103,2022Q1,cr,,fr1,,,512577000,512577000
1104,2022Q1,cr,,fr1,21324000,21324000,1532253000,1532253000
1108,2022Q1,cr,,fr1,,,880911000,880911000
1109,2022Q1,cr,,fr1,,,1239184000,1239184000
1110,2022Q1,cr,,fr1,,,443221000,443221000
1201,2022Q1,cr,,fr1,51936000,51936000,4550665000,4550665000
1203,2022Q1,cr,,fr1,2085000,2085000,1533519000,1533519000
1210,2022Q1,cr,,fr1,35710000,35710000,25571801000,25571801000
1213,2022Q1,cr,,fr1,,,100942000,100942000
1215,2022Q1,cr,,fr1,,,7199414000,7199414000
1216,2022Q1,cr,,fr1,203367000,203367000,124204308000,124204308000
1217,2022Q1,cr,,fr1,10397000,10397000,1130291000,1130291000
1218,2022Q1,cr,,fr1,,,2573577000,2573577000
1219,2022Q1,cr,,fr1,14427000,14427000,4222653000,4222653000
1220,2022Q1,cr,,fr1,,,818803000,818803000
1225,2022Q1,cr,,fr1,8847000,8847000,3505862000,3505862000
1227,2022Q1,cr,,fr1,37687000,37687000,6730455000,6730455000
1229,2022Q1,cr,,fr1,13079000,13079000,2598573000,2598573000
1231,2022Q1,cr,,fr1,21755000,21755000,2524332000,2524332000
1232,2022Q1,cr,,fr1,2929000,2929000,5698170000,5698170000
1233,2022Q1,cr,,fr1,1447000,1447000,451608000,451608000
1234,2022Q1,cr,,fr1,15280000,15280000,2044141000,2044141000
1235,2022Q1,cr,,fr1,1000,1000,3436000,3436000
1236,2022Q1,cr,,fr1,4458000,4458000,544699000,544699000
1240,2022Q1,cr,,fr1,1456000,1456000,761457000,761457000
1256,2022Q1,cr,,fr1,14257000,14257000,889235000,889235000
1258,2022Q1,cr,,fr1,,,606357000,606357000
1259,2022Q1,cr,,fr1,,,1337517000,1337517000
1264,2022Q1,cr,,fr1,13619000,13619000,1226415000,1226415000
1268,2022Q1,cr,,fr1,5214000,5214000,1036633000,1036633000
1301,2022Q1,cr,,fr1,450017000,450017000,71003763000,71003763000
1303,2022Q1,cr,,fr1,,,102092039000,102092039000
1304,2022Q1,cr,,fr1,99615000,99615000,17097921000,17097921000
1305,2022Q1,cr,,fr1,17363000,17363000,5307072000,5307072000
1307,2022Q1,cr,,fr1,72862000,72862000,2617268000,2617268000
1308,2022Q1,cr,,fr1,1616000,1616000,2141616000,2141616000
1309,2022Q1,cr,,fr1,3885000,3885000,4535929000,4535929000
1310,2022Q1,cr,,fr1,497000,497000,3535614000,3535614000
1312,2022Q1,cr,,fr1,7794000,7794000,4537106000,4537106000
1313,2022Q1,cr,,fr1,,,19195468000,19195468000
1314,2022Q1,cr,,fr2,77148000,77148000,7382270000,7382270000
1315,2022Q1,cr,,fr1,,,613677000,613677000
1316,2022Q1,cr,,fr1,4102000,4102000,350850000,350850000
