stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2022Q2,cr,,fr1,133138000,270352000,25177833000,48151294000
1102,2022Q2,cr,,fr1,,,24487758000,44168876000
1103,2022Q2,cr,,fr1,,,514786000,1027363000
1104,2022Q2,cr,,fr1,27556000,48880000,1748604000,3280857000
1108,2022Q2,cr,,fr1,,,1001980000,1882891000
1109,2022Q2,cr,,fr1,,,1765691000,3004875000
1110,2022Q2,cr,,fr1,,,309290000,752511000
1111,2022Q2,ir,,fr1,,,,166565000
1201,2022Q2,cr,,fr1,48936000,100872000,4912482000,9463147000
1203,2022Q2,cr,,fr1,2050000,4135000,1582129000,3115648000
1210,2022Q2,cr,,fr1,35495000,71205000,27083656000,52655457000
1213,2022Q2,cr,,fr1,,,92803000,193745000
1215,2022Q2,cr,,fr1,,,6839204000,14038618000
1216,2022Q2,cr,,fr1,225974000,429341000,130531027000,254735335000
1217,2022Q2,cr,,fr1,10811000,21208000,1100977000,2231268000
1218,2022Q2,cr,,fr1,,,2741171000,5314748000
1219,2022Q2,cr,,fr1,14217000,28644000,4265712000,8488365000
1220,2022Q2,cr,,fr1,,,834118000,1652921000
1225,2022Q2,cr,,fr1,9520000,18367000,3808434000,7314296000
1227,2022Q2,cr,,fr1,42380000,80067000,5992214000,12722669000
1229,2022Q2,cr,,fr1,12044000,25123000,4002005000,6600578000
1231,2022Q2,cr,,fr1,22645000,44400000,2448862000,4973194000
1232,2022Q2,cr,,fr1,2881000,5810000,5934955000,11633125000
1233,2022Q2,cr,,fr1,1465000,2912000,406911000,858519000
1234,2022Q2,cr,,fr1,14670000,29950000,2002947000,4047088000
1235,2022Q2,cr,,fr1,2000,3000,5894000,9330000
1236,2022Q2,cr,,fr1,5310000,9768000,383860000,928559000
1237,2022Q2,ir,,fr1,,97802000,,13962138000
1240,2022Q2,cr,,fr1,1324000,2780000,875503000,1636960000
1242,2022Q2,cr,,fr1,,5682000,,1414269000
1246,2022Q2,ir,,fr1,,,,5433723000
1256,2022Q2,cr,,fr1,22063000,36320000,1008380000,1897615000
1258,2022Q2,cr,,fr1,,,651253000,1257610000
1259,2022Q2,cr,,fr1,,,1408315000,2745832000
1260,2022Q2,cr,,fr1,,5667000,,2467912000
1264,2022Q2,cr,,fr1,14122000,27741000,1222575000,2448990000
1267,2022Q2,cr,,fr1,,2043000,,7113000
