stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2025Q2,cr,,fr1,385213000,731133000,35354423000,70310678000
1102,2025Q2,cr,,fr1,,,18665737000,35260444000
1103,2025Q2,cr,,fr1,,,768547000,1521022000
1104,2025Q2,cr,,fr1,22922000,43407000,1968823000,3897477000
1108,2025Q2,cr,,fr1,,,1160586000,2373296000
1109,2025Q2,cr,,fr1,,,1264162000,2251696000
1110,2025Q2,cr,,fr1,1087000,1335000,748462000,1488986000
1111,2025Q2,cr,,fr1,,,,267592000
1201,2025Q2,cr,,fr1,70613000,137777000,5525119000,10731979000
1203,2025Q2,cr,,fr1,2247000,4108000,1411799000,2954993000
1210,2025Q2,cr,,fr1,49891000,93469000,24871594000,50338217000
1213,2025Q2,cr,,fr1,,,69051000,135192000
1215,2025Q2,cr,,fr1,,,7060909000,13757991000
1216,2025Q2,cr,,fr1,283226000,525335000,169572497000,338837523000
1217,2025Q2,cr,,fr1,12649000,26963000,1243159000,2427739000
1218,2025Q2,cr,,fr1,8924000,20053000,2430767000,4929498000
1219,2025Q2,cr,,fr1,12000000,23228000,3494948000,7127883000
1220,2025Q2,cr,,fr1,,,796347000,1559661000
1225,2025Q2,cr,,fr1,10554000,21031000,2987064000,6177586000
1227,2025Q2,cr,,fr1,44130000,90244000,6174781000,13055092000
1229,2025Q2,cr,,fr1,22952000,45017000,4105450000,6531618000
1231,2025Q2,cr,,fr1,30181000,59954000,2979553000,6105448000
1232,2025Q2,cr,,fr1,2446000,4581000,5104208000,10501378000
1233,2025Q2,cr,,fr1,1651000,3285000,525521000,1073441000
1234,2025Q2,cr,,fr1,13463000,30577000,2466942000,4696711000
1235,2025Q2,cr,,fr1,,,39750000,68170000
1236,2025Q2,cr,,fr1,5291000,21415000,334009000,849982000
1237,2025Q2,ir,,fr1,,104070000,,14831000000
1240,2025Q2,cr,,fr1,1509000,3300000,663459000,1347115000
1242,2025Q2,cr,,fr1,,5837000,,1867872000
1246,2025Q2,ir,,fr1,,,,4500594000
1256,2025Q2,cr,,fr1,19227000,36372000,1061863000,1797111000
1259,2025Q2,cr,,fr1,,,1528629000,2998322000
1260,2025Q2,cr,,fr1,,7421000,,2607350000
1264,2025Q2,cr,,fr1,17956000,33857000,1628716000,3291426000
1267,2025Q2,cr,,fr1,,1812000,,5798000
1268,2025Q2,cr,,fr1,6814000,13733000,1415074000,3150533000
1269,2025Q2,cr,,fr1,,16326000,,2222735000
1271,2025Q2,cr,,fr1,,24295000,,464402000
1293,2025Q2,cr,,fr1,,16761000,,345465000
1294,2025Q2,cr,,fr1,3077000,5824000,194465000,369142000
1295,2025Q2,cr,,fr1,25208000,53770000,309113000,542837000
1301,2025Q2,cr,,fr1,703986000,1425170000,45387102000,92589306000
1303,2025Q2,cr,,fr1,,,65715970000,131267601000
1304,2025Q2,cr,,fr1,114276000,242313000,11574193000,23721688000
1305,2025Q2,cr,,fr1,9009000,17825000,2658164000,5120293000
1307,2025Q2,cr,,fr1,93655000,193012000,2474623000,5405637000
1308,2025Q2,cr,,fr1,0,0,1340447000,2874834000
1309,2025Q2,cr,,fr1,3849000,8504000,3849601000,8082368000
1310,2025Q2,cr,,fr1,48000,146000,2446371000,4740083000
1312,2025Q2,cr,,fr1,9475000,19201000,5318430000,11017134000
1313,2025Q2,cr,,fr1,,,14980035000,29532637000
1314,2025Q2,cr,,fr1,55906000,109242000,4901786000,11405055000
1315,2025Q2,cr,,fr1,,,616341000,1157524000
1316,2025Q2,cr,,fr1,12260000,25893000,948788000,1710042000
1319,2025Q2,cr,,fr1,222396000,424049000,5894046000,13184726000
1321,2025Q2,cr,,fr1,6168000,10311000,953479000,1944585000
1323,2025Q2,cr,,fr1,10971000,23297000,516133000,1042153000
1324,2025Q2,cr,,fr1,3001000,6246000,191998000,376762000
1325,2025Q2,cr,,fr1,1996000,3903000,83890000,166126000
1326,2025Q2,cr,,fr1,,,73547567000,152456956000
1328,2025Q2,ir,,fr1,,1157313000,,543205073000
1336,2025Q2,cr,,fr1,,,645731000,1268303000
1337,2025Q2,cr,,fr1,4803000,9534000,166991000,349522000
1338,2025Q2,cr,,fr1,65819000,130376000,1230140000,2528274000
1339,2025Q2,cr,,fr1,24599000,43530000,412403000,907210000
1340,2025Q2,cr,,fr1,3761000,7074000,71895000,132949000
1341,2025Q2,cr,,fr1,4929000,10263000,583212000,1273262000
1342,2025Q2,ir,,fr1,20236000,41894000,706201000,1485091000
1343,2025Q2,ir,,fr1,,97746000,,135304000
1402,2025Q2,cr,,fr1,289336000,584572000,60085559000,123800719000
1408,2025Q2,cr,,fr1,,970000,,2416831000
1410,2025Q2,cr,,fr1,846000,1726000,52492000,102748000
1413,2025Q2,ir,,fr1,,,608975000,1208937000
1414,2025Q2,cr,,fr1,2191000,5049000,126479000,259780000
1416,2025Q2,cr,,fr1,,,80628000,162821000
1417,2025Q2,cr,,fr1,930000,1848000,84698000,139839000
