stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2015Q4,cr,,fr1,,6895000,,93679076000
1102,2015Q4,cr,,fr1,,,,66287480000
1103,2015Q4,cr,,fr1,,,,2826519000
1104,2015Q4,cr,,fr1,,67033000,,5163751000
1107,2015Q4,cr,,fr0,,,,2745000
1108,2015Q4,cr,,fr1,,,,5021353000
1109,2015Q4,cr,,fr1,,,,4350645000
1110,2015Q4,cr,,fr1,,,,1857289000
1111,2015Q4,ir,,fr0,,,,369899000
1115,2015Q4,ir,,fr0,,,,969099000
1201,2015Q4,cr,,fr2,,204652000,,20051241000
1203,2015Q4,cr,,fr1,,6780000,,6632768000
1210,2015Q4,cr,,fr1,,104130000,,78252167000
1213,2015Q4,cr,,fr1,,,,736453000
1215,2015Q4,cr,,fr1,,,,16553896000
1216,2015Q4,cr,,fr2,,986858000,,416151323000
1217,2015Q4,cr,,fr1,,41259000,,4019258000
1218,2015Q4,cr,,fr2,,,,8018394000
1219,2015Q4,cr,,fr1,,29913000,,9732986000
1220,2015Q4,cr,,fr1,,,,3275779000
1225,2015Q4,cr,,fr1,,23144000,,10884323000
1227,2015Q4,cr,,fr1,,102412000,,25514586000
1229,2015Q4,cr,,fr1,,26853000,,5304291000
1231,2015Q4,cr,,fr1,,73685000,,6456465000
1232,2015Q4,cr,,fr1,,4285000,,17773023000
1233,2015Q4,cr,,fr1,,3199000,,2132584000
1234,2015Q4,cr,,fr1,,45523000,,6360594000
1235,2015Q4,cr,,fr1,,669000,,105964000
1236,2015Q4,cr,,fr1,,,,2317070000
1237,2015Q4,ir,,fr1,,239713000,,32722582000
1242,2015Q4,cr,,fr0,,3367000,,3314458000
1246,2015Q4,ir,,fr0,,,,6476964000
1256,2015Q4,cr,,fr1,,29624000,,2405459000
1258,2015Q4,cr,,fr1,,,,1837201000
1259,2015Q4,cr,,fr1,,,,4424550000
1260,2015Q4,cr,,fr1,,6497000,,2714433000
1262,2015Q4,cr,,fr1,,48530000,,6220279000
1264,2015Q4,cr,,fr1,,49843000,,3888905000
1267,2015Q4,cr,,fr0,,20826000,,39145000
1268,2015Q4,cr,,fr0,,10387000,,2896411000
1269,2015Q4,cr,,fr1,,18473000,,1492648000
1301,2015Q4,cr,,fr2,,853485000,,191545395000
1303,2015Q4,cr,,fr1,,,,299781414000
1304,2015Q4,cr,,fr1,,474347000,,52373585000
1305,2015Q4,cr,,fr1,,48547000,,13842155000
1307,2015Q4,cr,,fr1,,389091000,,11276599000
1308,2015Q4,cr,,fr1,,6504000,,5045856000
1309,2015Q4,cr,,fr1,,19034000,,17028115000
1310,2015Q4,cr,,fr2,,31980000,,13122071000
1312,2015Q4,cr,,fr2,,39837000,,20024959000
1313,2015Q4,cr,,fr1,,,,43647964000
1314,2015Q4,cr,,fr1,,216793000,,26155995000
1315,2015Q4,cr,,fr1,,,,2725584000
1316,2015Q4,cr,,fr1,,13075000,,828079000
1319,2015Q4,cr,,fr1,,590564000,,22456256000
1321,2015Q4,cr,,fr1,,9940000,,4596042000
1323,2015Q4,cr,,fr2,,40394000,,3124337000
1324,2015Q4,cr,,fr1,,24359000,,1274030000
1325,2015Q4,cr,,fr1,,9369000,,1109886000
1326,2015Q4,cr,,fr2,,,,329349307000
1328,2015Q4,ir,,fr1,,1740353000,,843615422000
1333,2015Q4,cr,,fr1,,11237000,,850745000
1336,2015Q4,cr,,fr1,,,,1826645000
1337,2015Q4,cr,,fr1,,69598000,,4984228000
1338,2015Q4,cr,,fr1,,203673000,,8269248000
1339,2015Q4,cr,,fr1,,37135000,,2153843000
1340,2015Q4,cr,,fr1,,22934000,,3198020000
1402,2015Q4,cr,,fr2,,785112000,,217948202000
1408,2015Q4,cr,,fr0,,,,9465832000
1410,2015Q4,cr,,fr1,,8204000,,630162000
1413,2015Q4,cr,,fr1,,,,2534957000
1414,2015Q4,ir,,fr1,,,,1093113000
1416,2015Q4,cr,,fr1,,,,1364748000
1417,2015Q4,cr,,fr1,,,,3552482000
1418,2015Q4,cr,,fr1,,9599000,,1454403000
1419,2015Q4,cr,,fr1,,,,1113137000
1423,2015Q4,ir,,fr1,,,,641157000
1432,2015Q4,cr,,fr1,,,,385865000
1434,2015Q4,cr,,fr2,,52197000,,42872570000
1435,2015Q4,cr,,fr1,,,,29947000
1436,2015Q4,cr,,fr1,,,,268587000
1437,2015Q4,cr,,fr1,,1197000,,788744000
1438,2015Q4,ir,,fr1,,,,23596000
1439,2015Q4,ir,,fr1,,,,358381000
1440,2015Q4,cr,,fr1,,31705000,,21524129000
1441,2015Q4,cr,,fr1,,,,1833542000
1442,2015Q4,cr,,fr1,,,,2105216000
1443,2015Q4,cr,,fr1,,,,1314739000
1444,2015Q4,cr,,fr1,,44654000,,10408732000
1445,2015Q4,cr,,fr1,,9122000,,1841748000
1446,2015Q4,cr,,fr1,,,,877438000
1447,2015Q4,cr,,fr1,,87651000,,16681998000
1449,2015Q4,cr,,fr1,,54570000,,3102891000
1451,2015Q4,cr,,fr2,,35633000,,12804649000
1452,2015Q4,ir,,fr1,,9590000,,1981644000
1453,2015Q4,cr,,fr1,,,,317864000
1454,2015Q4,cr,,fr1,,6087000,,2069544000
1455,2015Q4,cr,,fr2,,62480000,,14990727000
1456,2015Q4,cr,,fr1,,,,566693000
1457,2015Q4,cr,,fr1,,,,4445466000
1459,2015Q4,cr,,fr1,,,,3924793000
1460,2015Q4,cr,,fr1,,259237000,,8190873000
