stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2013Q1,cr,,fr0,11268000,11268000,24114047000,24114047000
1102,2013Q1,cr,,fr0,,,13931550000,13931550000
1103,2013Q1,cr,,fr0,,,741189000,741189000
1104,2013Q1,cr,,fr0,11330000,11330000,1248072000,1248072000
1108,2013Q1,cr,,fr0,,,1203671000,1203671000
1109,2013Q1,cr,,fr0,,,916242000,916242000
1110,2013Q1,cr,,fr0,,,460227000,460227000
1201,2013Q1,cr,,fr0,55303000,55303000,6700847000,6700847000
1203,2013Q1,cr,,fr0,1498000,1498000,1643325000,1643325000
1210,2013Q1,cr,,fr0,18797000,18797000,21357129000,21357129000
1213,2013Q1,cr,,fr0,,,174683000,174683000
1215,2013Q1,cr,,fr0,,,4380233000,4380233000
1216,2013Q1,cr,,fr0,220610000,220610000,104634790000,104634790000
1217,2013Q1,cr,,fr0,10242000,10242000,886485000,886485000
1218,2013Q1,cr,,fr0,,,2371390000,2371390000
1219,2013Q1,cr,,fr0,6322000,6322000,2342164000,2342164000
1220,2013Q1,cr,,fr0,,,810335000,810335000
1225,2013Q1,cr,,fr0,2903000,2903000,3388530000,3388530000
1227,2013Q1,cr,,fr0,18218000,18218000,5076330000,5076330000
1229,2013Q1,cr,,fr0,5373000,5373000,1254001000,1254001000
1231,2013Q1,cr,,fr0,15232000,15232000,1482501000,1482501000
1232,2013Q1,cr,,fr0,876000,876000,4882485000,4882485000
1233,2013Q1,cr,,fr0,352000,352000,532755000,532755000
1234,2013Q1,cr,,fr0,12418000,12418000,1574855000,1574855000
1235,2013Q1,cr,,fr0,157000,157000,58082000,58082000
1236,2013Q1,cr,,fr0,,,726305000,726305000
1256,2013Q1,cr,,fr0,2420000,2420000,341578000,341578000
1258,2013Q1,cr,,fr0,,,324788000,324788000
1259,2013Q1,cr,,fr0,,,1033222000,1033222000
1301,2013Q1,cr,,fr0,193921000,193921000,50044541000,50044541000
1303,2013Q1,cr,,fr0,,,74265110000,74265110000
1304,2013Q1,cr,,fr0,73409000,73409000,12701403000,12701403000
1305,2013Q1,cr,,fr0,10578000,10578000,3201923000,3201923000
1307,2013Q1,cr,,fr0,86010000,86010000,2605640000,2605640000
1308,2013Q1,cr,,fr0,1823000,1823000,1227231000,1227231000
1309,2013Q1,cr,,fr0,6111000,6111000,4389762000,4389762000
1310,2013Q1,cr,,fr0,8810000,8810000,4958708000,4958708000
1312,2013Q1,cr,,fr0,13540000,13540000,5981395000,5981395000
1313,2013Q1,cr,,fr0,,,11397746000,11397746000
1314,2013Q1,cr,,fr0,70661000,70661000,9074551000,9074551000
1315,2013Q1,cr,,fr0,,,700168000,700168000
1316,2013Q1,cr,,fr0,4804000,4804000,342813000,342813000
1319,2013Q1,cr,,fr0,93818000,93818000,4617094000,4617094000
1321,2013Q1,cr,,fr0,2447000,2447000,1228602000,1228602000
1323,2013Q1,cr,,fr0,12340000,12340000,777647000,777647000
1324,2013Q1,cr,,fr0,6803000,6803000,386514000,386514000
1325,2013Q1,cr,,fr0,2735000,2735000,268167000,268167000
1326,2013Q1,cr,,fr0,,,105123051000,105123051000
1333,2013Q1,cr,,fr0,5845000,5845000,279096000,279096000
1336,2013Q1,cr,,fr0,2000,2000,491020000,491020000
1337,2013Q1,cr,,fr0,8288000,8288000,958883000,958883000
1338,2013Q1,cr,,fr0,51751000,51751000,1430571000,1430571000
1339,2013Q1,ir,,fr0,8891000,8891000,314755000,314755000
1402,2013Q1,cr,,fr0,174844000,174844000,57620493000,57620493000
1410,2013Q1,cr,,fr0,2291000,2291000,138784000,138784000
1413,2013Q1,cr,,fr0,,,1128664000,1128664000
1414,2013Q1,ir,,fr0,,,308410000,308410000
1416,2013Q1,cr,,fr0,,,37717000,37717000
1417,2013Q1,cr,,fr0,,,830911000,830911000
1418,2013Q1,cr,,fr0,2421000,2421000,473882000,473882000
1419,2013Q1,cr,,fr0,,,223160000,223160000
1423,2013Q1,ir,,fr0,,,232654000,232654000
1432,2013Q1,cr,,fr0,,,117900000,117900000
1434,2013Q1,cr,,fr0,13633000,13633000,11703212000,11703212000
1435,2013Q1,cr,,fr0,,,5867000,5867000
1436,2013Q1,cr,,fr0,,,604000,604000
1437,2013Q1,cr,,fr0,238000,238000,326321000,326321000
1438,2013Q1,ir,,fr0,,,8852000,8852000
1439,2013Q1,ir,,fr0,,,128877000,128877000
1440,2013Q1,cr,,fr0,13060000,13060000,5107408000,5107408000
1441,2013Q1,cr,,fr0,,,325830000,325830000
1442,2013Q1,cr,,fr0,,,974123000,974123000
1443,2013Q1,cr,,fr0,,,391215000,391215000
1444,2013Q1,cr,,fr0,13348000,13348000,2816753000,2816753000
1445,2013Q1,cr,,fr0,1451000,1451000,456736000,456736000
1446,2013Q1,cr,,fr0,,,204208000,204208000
1447,2013Q1,cr,,fr0,20773000,20773000,6799613000,6799613000
1449,2013Q1,cr,,fr0,16177000,16177000,788657000,788657000
1451,2013Q1,cr,,fr0,13036000,13036000,3164668000,3164668000
1452,2013Q1,ir,,fr0,1163000,1163000,543440000,543440000
1453,2013Q1,cr,,fr0,,,44643000,44643000
1454,2013Q1,cr,,fr0,1181000,1181000,491900000,491900000
1455,2013Q1,ir,,fr0,12868000,12868000,4000950000,4000950000
1456,2013Q1,cr,,fr0,3030000,3030000,203192000,203192000
1457,2013Q1,cr,,fr0,,,967096000,967096000
1459,2013Q1,cr,,fr0,,,897470000,897470000
1460,2013Q1,cr,,fr0,46830000,46830000,1738216000,1738216000
1463,2013Q1,cr,,fr0,3508000,3508000,199473000,199473000
1464,2013Q1,cr,,fr0,28619000,28619000,978909000,978909000
1465,2013Q1,cr,,fr0,1902000,1902000,533258000,533258000
1466,2013Q1,cr,,fr0,16411000,16411000,1289235000,1289235000
1467,2013Q1,cr,,fr0,,,1678240000,1678240000
1468,2013Q1,cr,,fr0,3443000,3443000,203275000,203275000
1469,2013Q1,cr,,fr0,,,94656000,94656000
1470,2013Q1,ir,,fr0,,,163822000,163822000
1471,2013Q1,cr,,fr0,4724000,4724000,1483645000,1483645000
1472,2013Q1,cr,,fr0,,,205616000,205616000
1473,2013Q1,cr,,fr0,19527000,19527000,2784707000,2784707000
1474,2013Q1,cr,,fr0,2972000,2972000,943833000,943833000
1475,2013Q1,cr,,fr0,1532000,1532000,52998000,52998000
1476,2013Q1,cr,,fr0,22673000,22673000,3673272000,3673272000
1477,2013Q1,cr,,fr0,,,4297620000,4297620000
1503,2013Q1,cr,,fr0,87028000,87028000,4269678000,4269678000
1504,2013Q1,cr,,fr0,348065000,348065000,13265366000,13265366000
1506,2013Q1,cr,,fr0,4956000,4956000,347340000,347340000
1507,2013Q1,cr,,fr0,85980000,85980000,4135404000,4135404000
1512,2013Q1,cr,,fr0,1173000,1173000,795859000,795859000
1513,2013Q1,cr,,fr0,51154000,51154000,2206385000,2206385000
1514,2013Q1,cr,,fr0,18139000,18139000,980720000,980720000
1515,2013Q1,cr,,fr0,32253000,32253000,669734000,669734000
1516,2013Q1,ir,,fr0,0,0,31659000,31659000
1517,2013Q1,cr,,fr0,16193000,16193000,919272000,919272000
1519,2013Q1,cr,,fr0,25938000,25938000,909142000,909142000
1521,2013Q1,cr,,fr0,28158000,28158000,959797000,959797000
1522,2013Q1,cr,,fr0,129340000,129340000,3847447000,3847447000
1524,2013Q1,cr,,fr0,1096000,1096000,599931000,599931000
1525,2013Q1,cr,,fr0,4317000,4317000,243004000,243004000
1526,2013Q1,cr,,fr0,3573000,3573000,168467000,168467000
1527,2013Q1,cr,,fr0,30035000,30035000,542527000,542527000
1528,2013Q1,cr,,fr0,17614000,17614000,686061000,686061000
1529,2013Q1,cr,,fr0,268000,268000,17195000,17195000
1530,2013Q1,cr,,fr0,13292000,13292000,656087000,656087000
1531,2013Q1,cr,,fr0,11012000,11012000,814386000,814386000
1532,2013Q1,cr,,fr0,,,3021743000,3021743000
1533,2013Q1,cr,,fr0,17997000,17997000,493070000,493070000
1535,2013Q1,cr,,fr0,5041000,5041000,2725937000,2725937000
1536,2013Q1,cr,,fr0,22511000,22511000,876290000,876290000
1537,2013Q1,cr,,fr0,6660000,6660000,1349625000,1349625000
1538,2013Q1,cr,,fr0,37595000,37595000,160876000,160876000
1539,2013Q1,cr,,fr0,6713000,6713000,438781000,438781000
1540,2013Q1,cr,,fr0,5977000,5977000,189975000,189975000
1541,2013Q1,cr,,fr0,11192000,11192000,375028000,375028000
1558,2013Q1,cr,,fr0,22692000,22692000,1117902000,1117902000
1560,2013Q1,ir,,fr0,21731000,21731000,981917000,981917000
1565,2013Q1,cr,,fr0,9709000,9709000,1122098000,1122098000
1566,2013Q1,cr,,fr0,3071000,3071000,573625000,573625000
1569,2013Q1,cr,,fr0,2913000,2913000,783374000,783374000
1570,2013Q1,cr,,fr0,3797000,3797000,131189000,131189000
1580,2013Q1,cr,,fr0,22518000,22518000,650760000,650760000
1582,2013Q1,cr,,fr0,24485000,24485000,1955547000,1955547000
1583,2013Q1,cr,,fr0,26546000,26546000,1265924000,1265924000
1584,2013Q1,ir,,fr0,2379000,2379000,283591000,283591000
1586,2013Q1,cr,,fr0,7111000,7111000,291939000,291939000
1589,2013Q1,cr,,fr0,13582000,13582000,1169187000,1169187000
1590,2013Q1,cr,,fr0,45401000,45401000,1447209000,1447209000
1591,2013Q1,cr,,fr0,,,168296000,168296000
1593,2013Q1,cr,,fr0,6048000,6048000,184019000,184019000
1595,2013Q1,cr,,fr0,6002000,6002000,279293000,279293000
1597,2013Q1,cr,,fr0,5314000,5314000,169594000,169594000
1599,2013Q1,cr,,fr0,12285000,12285000,304384000,304384000
1603,2013Q1,cr,,fr0,,,495672000,495672000
1604,2013Q1,cr,,fr0,40992000,40992000,2859195000,2859195000
1605,2013Q1,cr,,fr0,67788000,67788000,34450923000,34450923000
1608,2013Q1,cr,,fr0,,,2665309000,2665309000
