r,arm,seed,cagr,mdd,vol,first,end,trades,eq_sha,expo,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,dd_單日暴跌型,dd_延續下跌型,dd_混合型,ddlog_單日暴跌型,ddlog_延續下跌型,ddlog_混合型,n_stop,stop_frac_pos,held_mean,turnover_yr,cost_total,cost_drag_yr,dist0_med,dist0_p10,dist0_p90,trig_bar_med,trig_bar_p10,trig_bar_p90,stop_ret_mean,stop_ret_med,stop_ret_p10,stop_ret_p90,stop_h120_mean,stop_h120_med,stop_h120_better_frac,rep_ret_mean,rep_ret_med,cont_ret_mean,cont_ret_med,rep_better_frac,rep_pairs,rebuy20_n,rebuy20_ret_mean,rebuy20_ret_med,cash_mean,cash_med,nx_n,nx_pending_end,nxw_med,nxw_p90,nxw_sameday_frac,nxsz_med,normal_n,sl_block_days,nx_pool_n,nx_pool_empty
47,cand1,1047,0.38148156725909055,-0.24921648690105874,0.25109318007812204,526,2859,767,6dd48baafee6a31b,0.5850971039696733,0.37129305114145894,0.13040327621444892,0.17647015133881694,0.404331984217676,0.5116731936443355,-0.12519662398783138,0.8706250120387815,0.15822975308262133,0.8811423801873051,0.5310394934624714,1,0,1,1,0,1,767,1.0,5.673584089926503,7.061388819601325,1.9444664853979217,0.04130912459466775,0.11896552216806966,0.05104136662498635,0.20155897515985327,15.0,5.0,32.0,0.05244597741780885,-0.026132359516134573,-0.11765744633855692,0.28571430433511524,0.19548681306156324,0.011441645438026393,0.5254237288135594,,,,,,0,36,0.06486990000041198,-0.016411761382454704,0.4149028960303267,0.3217826499466555,0,0,,,,,767,0,0,0
48,cand1,1048,0.3860852816813036,-0.32874514434789087,0.2492833574185099,526,2859,768,0dbeabdf9ceeec70,0.5844513909461727,0.27302202649047347,0.17632496782490859,0.08530766440894633,0.5511731467473453,0.3893797481710757,-0.13719339225235672,0.819034353494501,0.2340129312013175,1.015575778566899,0.5949326293015818,1,0,0,0,0,1,768,1.0,5.6835278858625164,6.859259553273937,1.7924273239304485,0.040126668386652554,0.11654705336706161,0.051082387951458766,0.1980090134199344,15.0,4.0,32.0,0.053051164029559096,-0.022740855890306777,-0.11756593778755774,0.28322887663485335,0.19727368321096406,0.007727192641250991,0.5169270833333334,,,,,,0,40,0.061598660167332245,-0.02776711003124238,0.41554860905382734,0.31818786554062056,0,0,,,,,768,0,0,0
49,cand1,1049,0.38945530726226707,-0.26231165777834536,0.2508280601924761,526,2859,763,cfe0994741e41caa,0.5857353739520592,0.25675327934077097,0.1357176344155573,0.06940311380508879,0.5825796664076701,0.5177925342616208,-0.11684786755602206,0.8023115473374889,0.19891102862071142,1.0265561046118488,0.573688073200731,1,0,0,1,0,0,763,1.0,5.698227410289667,6.868085397158961,1.839730923230698,0.040178299573379914,0.11743932587756734,0.05158709513114586,0.20219453380861577,15.0,5.0,32.0,0.053197286513852034,-0.02248821764979958,-0.11802348054255367,0.28179593802562586,0.19020086590315152,0.011441645438026393,0.5163826998689384,,,,,,0,37,0.059500495155293376,-0.022784766447618843,0.41426462604794084,0.3217508509039125,0,0,,,,,763,0,0,0
50,cand1,1050,0.4008379836632121,-0.26453351816532067,0.24786185693259033,526,2859,761,87af53b0728fa3a9,0.5853565261288282,0.3832504454882988,0.13418968115818708,0.06940311380508879,0.4315535875318579,0.5088368592988182,-0.12623984405487687,0.9188857877376726,0.2716621098513463,0.9797540598787744,0.5755027894229476,1,0,0,1,0,0,761,1.0,5.683960224816256,6.851100622290842,1.9539488222300823,0.04007893864040145,0.1166169603135414,0.05156252609594336,0.2010624646830732,15.0,5.0,32.0,0.052893331249711746,-0.024096340854584453,-0.11820649764455204,0.2852349655505346,0.19891334925305562,0.011441645438026393,0.5098554533508541,,,,,,0,42,0.07142427084394612,-0.024666735682227103,0.41464347387117184,0.31839474722223604,0,0,,,,,761,0,0,0
51,cand1,1051,0.3643874751416001,-0.2980711451175206,0.2466855886209949,526,2859,767,b3eec3b00b1b0ddf,0.5809135029289886,0.22227561522785688,0.17582803551217885,0.08678324713142072,0.4669356177576345,0.5320218480546817,-0.13603513357025265,0.8315285097248,0.18031446976653842,0.8811053932527442,0.5235956943257662,1,0,0,1,0,0,767,1.0,5.638132295719845,7.06106084752596,1.72855214751981,0.04130720595802687,0.1179824341209248,0.05203337559661188,0.20015448174930164,15.0,5.0,32.0,0.04916187398989979,-0.0273833256048982,-0.122483450742591,0.2835154607656647,0.19230834380709924,0.0024096619845188627,0.5032594524119948,,,,,,0,38,0.06827588821143334,-0.029225719009453588,0.41908649707101137,0.330525767582089,0,0,,,,,767,0,0,0
52,cand1,1052,0.3734217183052446,-0.2717159140728845,0.25016963958370303,526,2859,764,1bd661895361a48d,0.5834430103603481,0.19945151208964695,0.15655571921536948,0.17647015133881716,0.5710968100336402,0.5506324111878773,-0.13434113282041404,0.8190947580654226,0.16683184496748038,0.9516854722079571,0.4025528315376843,1,0,1,1,0,1,764,1.0,5.6433203631647215,7.118260404137601,1.9291735907020178,0.04164182336420497,0.11870411778930945,0.051544142560044325,0.2023409981745416,15.0,5.0,32.0,0.05092967180007285,-0.0274657534791235,-0.11720538403016843,0.28557045544216897,0.18920945346653958,0.0011295959708080838,0.5091623036649214,,,,,,0,38,0.052779254421955725,-0.029225719009453588,0.416556989639652,0.31449152398029906,0,0,,,,,764,0,0,0
53,cand1,1053,0.38324796529327876,-0.2721335770190801,0.2500067574101422,526,2859,765,0f262a6703c79c94,0.5849187678812623,0.3050996571496205,0.14839014697714958,0.17990437418923033,0.5264486189747126,0.5111717012450421,-0.12385665520803346,0.8181281306215915,0.14821437430641637,0.7961730409737893,0.596116715020653,1,0,1,1,0,1,765,1.0,5.668396022481626,7.038684225140056,1.9540786860547628,0.04117630271706927,0.11694444257898717,0.051779727938659814,0.19749609373539892,15.0,4.400000000000006,32.0,0.05421959066502687,-0.02657806052839684,-0.11873880273321526,0.29437182682537333,0.19514286109902526,0.011441645438026393,0.5163398692810458,,,,,,0,41,0.07249339272970118,-0.022784766447618843,0.41508123211873765,0.31524643766930527,0,0,,,,,765,0,0,0
54,cand1,1054,0.3713082176099054,-0.2796719159517662,0.2528436201244792,526,2859,764,3ad4a0b5a729d692,0.5851087164215623,0.3041077228115967,0.13157967217625832,0.08299564783997715,0.47364071684423203,0.6386627575371868,-0.15696377972915643,0.8351756730099587,0.19019613051842388,0.8608585738295753,0.4904067115958297,1,0,1,1,0,1,764,1.0,5.685689580631215,7.0277594136517045,1.8407520134469522,0.041112392569862426,0.11781263509119083,0.05371503806908786,0.2032261572224793,15.0,5.0,32.0,0.05154204790097707,-0.024004649827073066,-0.11876723230649737,0.28150934491722956,0.18531986243850668,0.009425575868552527,0.5157068062827225,,,,,,0,38,0.06814803555996936,0.0009806223358891364,0.41489128357843774,0.3202853278464361,0,0,,,,,764,0,0,0
55,cand1,1055,0.40687057131151017,-0.26146575951483486,0.24936042521093135,526,2859,760,602bfdc2cec2a59f,0.5855831548500752,0.28526293351458887,0.12677038740451874,0.06940311380508923,0.5737426147316749,0.8013072220988262,-0.13848413381460478,0.8630108113371739,0.15729061372608277,0.8195437847519917,0.6914774437472035,1,0,1,1,0,1,760,1.0,5.713791612624298,6.8196406115623605,2.048374057361751,0.0398948975776398,0.11668187561853738,0.05155989987652922,0.19825795432834775,15.0,5.0,32.0,0.05589215321719095,-0.022589306971928347,-0.11695471943601812,0.29015645728748546,0.18874522491307608,0.004541368939270152,0.5144736842105263,,,,,,0,37,0.06967480026148659,-0.026548704916835364,0.4144168451499248,0.31986167633865104,0,0,,,,,760,0,0,0
56,cand1,1056,0.4112370843561792,-0.25073790630022547,0.2535893434758705,526,2859,765,13e1cd16cbbf60b7,0.5843984733923062,0.3508659156060787,0.14827540489514113,0.07328481674837128,0.5457823981370782,0.5940237531192383,-0.12723643439131838,0.8704955931638685,0.24080952180073134,1.0373458768181054,0.5265334256505665,1,0,1,1,0,1,765,1.0,5.697362732382188,6.803520463288812,2.0862975020038554,0.03980059471023952,0.11729504052478168,0.051779727938659814,0.20177932272689775,15.0,5.0,32.0,0.05402638810830543,-0.024096340854584453,-0.12113492182820551,0.29035834167398006,0.20161605494977994,0.008146627995184508,0.5098039215686274,,,,,,0,43,0.06438168147826527,-0.010038756317290565,0.4156015266076938,0.3177736672387436,0,0,,,,,765,0,0,0
57,cand1,1057,0.38086502078296647,-0.3376978304344763,0.24741382817162166,526,2859,766,22882bcd2b02abc9,0.5846130056073037,0.26525738089894535,0.16893033608552033,0.08530766440894655,0.6137463791361928,0.573996606076661,-0.14249945349513415,0.7752259314407224,0.221487291862684,0.7074025275463582,0.6258094473034304,0,0,1,0,0,1,766,1.0,5.701253782965845,6.983650074968044,1.908198617291638,0.04085435293856308,0.11609539701723309,0.050472705029339815,0.20165899474038512,15.0,5.0,32.0,0.053244416976474696,-0.023179599120536354,-0.11610534452826077,0.2838020448964764,0.17780989478966258,0.004541368939270152,0.5143603133159269,,,,,,0,37,0.06800933082036904,-0.029465922873257777,0.4153869943926963,0.31923208101458256,0,0,,,,,766,0,0,0
58,cand1,1058,0.385193692014715,-0.27878597021279644,0.2530097027929772,526,2859,762,4a0b50404b07df37,0.5822571258247373,0.2883542361345621,0.1679382861072949,0.08530766440894677,0.5738278607256755,0.6363802433619958,-0.1456375946041858,0.8462083599728603,0.1723350642173802,0.8881498453746575,0.4760943596480167,1,0,1,1,0,1,762,1.0,5.689580631214873,7.018865490007713,2.001524874021527,0.04106036311654514,0.11911817786170442,0.05195567449281581,0.2021989639543122,15.0,5.0,32.0,0.05382584713479762,-0.023668208058714946,-0.11811498909355285,0.2896759129293019,0.20544697855145783,0.009495929189581975,0.5144356955380578,,,,,,0,39,0.07052108895564717,-0.022784766447618843,0.4177428741752626,0.3184774233507427,0,0,,,,,762,0,0,0
59,cand1,1059,0.3750131311604439,-0.29035066162015893,0.25109103874726785,526,2859,770,dade0e87b6146608,0.5865968105097726,0.30968979827224863,0.14168276548674985,0.17647015133881716,0.46582915285398485,0.6162456578709004,-0.13181089019704983,0.8738219836126393,0.14745362301353415,0.7534453247017865,0.4820879077938476,1,0,1,1,0,1,770,1.0,5.694768698659749,7.188704089863481,2.01811492776105,0.04205391892570132,0.11696428520018287,0.05167308675435458,0.20125891641825788,15.0,5.0,32.0,0.05083070489073944,-0.02686730502458179,-0.11995667252875317,0.29015645728748546,0.18324313280666238,0.01166532150720323,0.5142857142857142,,,,,,0,39,0.08351962708910397,-0.010038756317290565,0.4134031894902273,0.3133154002095582,0,0,,,,,770,0,0,0
60,cand1,1060,0.43951991298845905,-0.22158944027862645,0.25257366780598334,526,2859,763,8b182039c77e6aa1,0.5878160910719723,0.31341284392190105,0.1688563288213265,0.17647015133881672,0.485749229360128,0.7347073611876387,-0.10412530495156158,0.883248822813649,0.21359786762805388,0.9830677444434681,0.6490038051109521,1,0,1,1,0,1,763,1.0,5.702983138780804,6.720305266706131,2.3567193169441354,0.03931378581023086,0.11847560141429903,0.05253330454019261,0.20075980370514948,15.0,5.0,32.0,0.056916836735937386,-0.024096340854584453,-0.1169396193742815,0.29206626801807,0.20466229789403625,0.010704523741920546,0.5124508519003932,,,,,,0,40,0.0720942405208768,-0.02588514079663412,0.4121839089280277,0.3130845004079991,0,0,,,,,763,0,0,0
61,cand1,1061,0.41284006492230985,-0.2326513023259135,0.2463235665290004,526,2859,754,89c927cb401effd9,0.5818570462349738,0.24295611744290646,0.17533210473295058,0.08299564783997693,0.6524203720170891,0.8892697328990722,-0.1504345513416231,0.7898078667161204,0.22989669193712325,0.9066039383084656,0.4832367457994151,1,0,1,1,0,1,754,1.0,5.664072632944229,6.906975146778224,2.260343893323891,0.04040580460865262,0.11684561675126026,0.05185937343428385,0.2011299671913302,16.0,5.0,32.0,0.057388732790262714,-0.02218939436758427,-0.1169736796355545,0.290398718551279,0.20372058934257295,0.017979274244436794,0.5145888594164456,,,,,,0,37,0.08192593369459562,-0.010038756317290565,0.4181429537650263,0.327122649800361,0,0,,,,,754,0,0,0
62,cand1,1062,0.4053067132827455,-0.2786560978764331,0.24947122304470948,526,2859,762,423b15d2ea31ccae,0.584856975346416,0.36039875986396264,0.15096787398138178,0.17647015133881694,0.6614174779125082,0.5067759647713375,-0.1409185189359955,0.7967652696184324,0.2172309805904553,0.9248625074260035,0.48916835174757023,1,0,0,1,0,0,762,1.0,5.679636835278859,6.991436103004948,2.220434334047572,0.04089990120257895,0.11564171575979676,0.05157481061354461,0.20316853611904917,15.0,5.0,32.0,0.05484688176409279,-0.022589306971928347,-0.11853205252862556,0.28571438872363686,0.20366954896652076,0.015816956128512416,0.5144356955380578,,,,,,0,38,0.061377316879856904,-0.03259010928046835,0.41514302465358405,0.3146725096574767,0,0,,,,,762,0,0,0
63,cand1,1063,0.38220714974290537,-0.3298611232203525,0.2501067170621731,526,2859,768,251c0f41e0894282,0.5860029117946908,0.2041879202044905,0.1591025594934703,0.08530766440894588,0.5562088525557589,0.28396214705837797,-0.1350830904222533,0.8954187982180861,0.2063421461275432,1.0967431061632933,0.6921573702675006,1,0,0,0,0,1,768,1.0,5.695633376567229,6.740514286207828,1.6106963970398138,0.03943200857431578,0.11713958417308012,0.05155464743770092,0.1980090134199344,15.0,5.0,32.0,0.05150498282917464,-0.025630417996096,-0.11669649838807475,0.2853787469326637,0.18791068662762386,0.004541368939270152,0.5130208333333334,,,,,,0,39,0.0947015798014585,0.012000000989068837,0.4139970882053091,0.31100296089815793,0,0,,,,,768,0,0,0
64,cand1,1064,0.4322300958711911,-0.2821494901058153,0.2537068061518156,526,2859,757,1c9f7b4ee2ad6d04,0.5874588335047256,0.41483483437805146,0.14477324022928095,0.17647015133881694,0.647740849184522,0.5077196036961347,-0.12946028601494208,0.9280587819798025,0.22269941767927492,0.9200031388135115,0.5927295128381465,1,0,1,1,0,1,757,1.0,5.699956766104626,6.807815571999718,2.399936327806794,0.0398257210961984,0.11674679092353335,0.05203337559661188,0.20015448174930164,15.0,5.0,32.0,0.05716894958556022,-0.024774732966065915,-0.11868194358665105,0.29340486579359815,0.19820922265057983,0.010704523741920546,0.5165125495376486,,,,,,0,40,0.08153423200796014,-0.016411761382454704,0.4125411664952744,0.31373513051942553,0,0,,,,,757,0,0,0
65,cand1,1065,0.38286603725506474,-0.32061959841397664,0.24756217701330047,526,2859,761,ed43f6da3d5999ab,0.5848063133723203,0.27817679606930623,0.13734539784366784,0.0829956478399767,0.38427844643385334,0.4818328986880105,-0.10631666203355639,0.923529518184887,0.17685788130215263,0.9081251983716272,0.7113272240091983,1,0,0,0,0,1,761,1.0,5.687851275399914,6.808317036768138,1.6983920556028143,0.039828654665093596,0.11639413778779661,0.05156252609594336,0.199549159793454,15.0,5.0,32.0,0.053769781204906726,-0.024096340854584453,-0.11538462896260337,0.2857144056013412,0.17212246321139102,0.005046404783145997,0.5059132720105125,,,,,,0,34,0.048544388239182695,-0.026200831898231136,0.41519368662767975,0.3263858934879658,0,0,,,,,761,0,0,0
66,cand1,1066,0.39284992126096663,-0.26529613772410077,0.25379938114385664,526,2859,764,7bf1ccc94e23459b,0.5832585956711154,0.30690904683146436,0.13413502481243111,0.07328481674837062,0.5982955758280522,0.6813900185130346,-0.1362268909031833,0.8722534828333433,0.16319169661710942,0.7922246589218349,0.5842202051088119,1,0,0,1,0,0,764,1.0,5.674881106787722,7.011417212108464,2.042592361153605,0.04101679069083453,0.11883784762755034,0.0515993796487471,0.2021901036629193,15.0,5.0,32.0,0.05421711261840522,-0.023668208058714946,-0.12165886413947445,0.290398718551279,0.19651335652244625,0.004033320792661499,0.5052356020942408,,,,,,0,40,0.08116145239538125,-0.018293730617062964,0.4167414043288847,0.31988405648520585,0,0,,,,,764,0,0,0
67,cand1,1067,0.39557461258482807,-0.30184340922930974,0.252178361053061,526,2859,768,d65d64204c937658,0.5844012562893569,0.29828180175390684,0.16517635125663577,0.0732848167483715,0.505125462198037,0.47419019242126903,-0.12258319058140854,0.9274116727741673,0.24374984572979796,0.9068506595937993,0.6097375055396328,1,0,0,1,0,0,768,1.0,5.692174664937311,6.858767583391943,1.9073421894258815,0.04012379036284284,0.11713958417308012,0.05155464743770092,0.1960119939963638,15.0,4.0,32.0,0.053248958407779934,-0.024435536910325184,-0.12096016443520645,0.2870349080439951,0.1931315411971782,0.013090293778655337,0.515625,,,,,,0,38,0.08369350904968731,-0.016411761382454704,0.4155987437106431,0.31688442491094804,0,0,,,,,768,0,0,0
68,cand1,1068,0.35677676256100277,-0.25853763871156854,0.24674444840428456,526,2859,769,910f2ec25e1d14cb,0.58269763225925,0.20695434369317844,0.16467660577285903,0.1764701513388176,0.39296712256667354,0.6880071471168487,-0.13894569202586426,0.850695755412842,0.14753535070486468,0.7695196394359438,0.416472504447148,1,0,1,1,0,1,769,1.0,5.6463467358409,7.186177227304921,1.8385940211582064,0.04203913677973378,0.11659298887927882,0.05112340927793118,0.2013589359987897,15.0,4.800000000000011,32.0,0.05062183578036559,-0.026548667819894733,-0.11862508444008683,0.2800763793752482,0.20009426904814295,0.007307757287317473,0.5188556566970091,,,,,,0,38,0.043046008731028707,-0.029225719009453588,0.4173023677407501,0.3164126531246205,0,0,,,,,769,0,0,0
69,cand1,1069,0.43177603450272994,-0.2682098258273897,0.24868473429944962,526,2859,755,4fa56c5cf4383801,0.5845709409467017,0.3489717489356696,0.13858808829035518,0.08678324713142072,0.5351895841143879,0.8190888954656601,-0.1281542371643546,0.881353206856909,0.1987935629887545,1.0078396733700372,0.6094455441020252,1,0,0,1,0,0,755,1.0,5.674881106787722,6.667563981172625,2.2595615069574215,0.03900524928985991,0.11694444257898717,0.05154676877945848,0.20314938170269345,16.0,5.0,32.0,0.057733602712145185,-0.022784766447618843,-0.11554160543144132,0.296020767277496,0.19851695544907136,0.011441645438026393,0.5139072847682119,,,,,,0,39,0.05797473076393677,-0.029465922873257777,0.41542905905329836,0.32360480533035263,0,0,,,,,755,0,0,0
70,cand1,1070,0.3774358898281267,-0.25371019362902647,0.25067349982410503,526,2859,770,4010cc8142e5061a,0.5838933659562425,0.2666204218133097,0.17519955445442736,0.06940311380508946,0.3800657749054077,0.7358577510372588,-0.1290735606565918,0.865648518976323,0.19597824515763063,0.827805895201321,0.5176421124530965,1,0,0,1,0,0,770,1.0,5.6779074794639,7.052292907564166,1.8964774029895686,0.04125591350925035,0.11781263509119083,0.05155989987652922,0.20218318051367393,15.0,5.0,32.0,0.051589719724378084,-0.02686730502458179,-0.1223626912380492,0.2852829095556153,0.20277510768460238,0.015816956128512416,0.5233766233766234,,,,,,0,41,0.06853105773729283,-0.022784766447618843,0.4161066340437575,0.3180046080028759,0,0,,,,,770,0,0,0
