r,arm,seed,cagr,mdd,vol,first,end,trades,eq_sha,expo,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,dd_單日暴跌型,dd_延續下跌型,dd_混合型,ddlog_單日暴跌型,ddlog_延續下跌型,ddlog_混合型,n_stop,stop_frac_pos,held_mean,turnover_yr,cost_total,cost_drag_yr,dist0_med,dist0_p10,dist0_p90,trig_bar_med,trig_bar_p10,trig_bar_p90,stop_ret_mean,stop_ret_med,stop_ret_p10,stop_ret_p90,stop_h120_mean,stop_h120_med,stop_h120_better_frac,rep_ret_mean,rep_ret_med,cont_ret_mean,cont_ret_med,rep_better_frac,rep_pairs,rebuy20_n,rebuy20_ret_mean,rebuy20_ret_med,cash_mean,cash_med,nx_n,nx_pending_end,nxw_med,nxw_p90,nxw_sameday_frac,nxsz_med,normal_n,sl_block_days,nx_pool_n,nx_pool_empty
29,cand2,1029,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
30,cand2,1030,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
31,cand2,1031,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
32,cand2,1032,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
33,cand2,1033,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
34,cand2,1034,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
35,cand2,1035,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
36,cand2,1036,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
37,cand2,1037,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
38,cand2,1038,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
39,cand2,1039,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
40,cand2,1040,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
41,cand2,1041,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
42,cand2,1042,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
43,cand2,1043,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
44,cand2,1044,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
45,cand2,1045,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
46,cand2,1046,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
47,cand2,1047,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
48,cand2,1048,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
49,cand2,1049,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
50,cand2,1050,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
51,cand2,1051,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
52,cand2,1052,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
53,cand2,1053,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
54,cand2,1054,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
55,cand2,1055,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
56,cand2,1056,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
57,cand2,1057,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
58,cand2,1058,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
59,cand2,1059,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
60,cand2,1060,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
61,cand2,1061,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
62,cand2,1062,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
63,cand2,1063,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
64,cand2,1064,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
65,cand2,1065,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
66,cand2,1066,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
67,cand2,1067,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
68,cand2,1068,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
69,cand2,1069,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
70,cand2,1070,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
71,cand2,1071,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
72,cand2,1072,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
73,cand2,1073,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
74,cand2,1074,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
75,cand2,1075,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
76,cand2,1076,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
77,cand2,1077,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
78,cand2,1078,0.42224742560258166,-0.3649669767210692,0.2967243227390422,526,2859,163,1b9ee210d7109026,0.8208487427160125,0.33393582204797934,-0.019666424842258223,0.23978308437283924,0.5951760496927079,1.3481163533959992,-0.02380417884273711,0.8374660806622996,0.14833971685717473,0.44390124571602296,0.5397969287706392,2,0,4,2,0,4,0,0.0,8.38651102464332,1.4258476335377082,0.5547741257319414,0.008341208656195592,,,,,,,,,,,,,,,,,,,0,0,,,0.1791512572839875,0.022332614730454056,0,0,,,,,163,0,0,0
