date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2012-10-24,0.96502836,,0.16142554,52.9,51.05,息,exright
2013-10-24,0.97700170,,0.16727544,58.7,57.35,息,exright
2014-10-24,0.97617218,,0.17121304,65.05,63.5,息,exright
