date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price,valid_bar
2012-01-02,0050,元大台灣50,twse,49.45,49.60,48.94,49.06,11331613,556761325,-0.75,,,3354,,,1
2012-01-03,0050,元大台灣50,twse,49.50,49.95,49.40,49.70,19461977,968039469,0.64,,,4056,,,1
2012-01-04,0050,元大台灣50,twse,49.90,50.15,49.78,50.00,23080541,1153014500,0.30,,,3962,,,1
2012-01-05,0050,元大台灣50,twse,50.10,50.15,49.91,50.15,21097923,1055241766,0.15,,,2806,,,1
2012-01-06,0050,元大台灣50,twse,50.10,50.25,49.85,50.00,28343880,1418225293,-0.15,,,2878,,,1
2012-01-09,0050,元大台灣50,twse,49.90,49.95,49.63,49.81,14067965,700803447,-0.19,,,1838,,,1
2012-01-10,0050,元大台灣50,twse,50.20,50.70,50.20,50.70,29305530,1480714650,0.89,,,5600,,,1
2012-01-11,0050,元大台灣50,twse,50.70,50.80,50.60,50.65,13541792,686837020,-0.05,,,2539,,,1
2012-01-12,0050,元大台灣50,twse,50.70,50.85,50.50,50.75,18821732,954956625,0.10,,,3455,,,1
2012-01-13,0050,元大台灣50,twse,51.15,51.25,50.75,50.85,39263092,2004901637,0.10,,,7166,,,1
2012-01-16,0050,元大台灣50,twse,51.05,51.10,49.75,50.05,28879651,1450782388,-0.80,,,4870,,,1
2012-01-17,0050,元大台灣50,twse,50.35,50.60,50.10,50.55,15798299,795641484,0.50,,,3024,,,1
2012-01-18,0050,元大台灣50,twse,50.55,50.75,50.30,50.40,12506827,631832184,-0.15,,,3124,,,1
2012-01-30,0050,元大台灣50,twse,51.40,52.30,51.40,51.80,34218903,1780542846,1.40,,,8214,,,1
2012-01-31,0050,元大台灣50,twse,52.00,52.40,51.75,51.95,20611434,1073539049,0.15,,,4022,,,1
2012-02-01,0050,元大台灣50,twse,52.20,52.50,52.00,52.30,24094799,1259526696,0.35,,,3708,,,1
2012-02-02,0050,元大台灣50,twse,52.70,52.95,52.50,52.90,20429817,1078026422,0.60,,,4181,,,1
2012-02-03,0050,元大台灣50,twse,52.95,53.05,52.75,53.05,35674566,1889356034,0.15,,,3992,,,1
2012-02-04,0050,元大台灣50,twse,53.35,53.80,53.35,53.65,35192801,1885936513,0.60,,,6489,,,1
2012-02-06,0050,元大台灣50,twse,53.50,53.50,53.15,53.20,18164280,968437031,-0.45,,,3632,,,1
