sid,entry_pos,exit_pos,n1d_30,n1d_20,n1d_10,cum_min,delisted,halted,max_gap
4163,1078,1197,0,0,0,-0.0550847632923096,False,False,0
6552,1078,1197,0,0,0,-0.04054541551494284,False,False,0
8016,1078,1197,0,0,0,0.0,False,False,0
9921,1078,1197,0,0,0,-0.05801936330844992,False,False,0
9941,1078,1197,0,0,0,-0.0045045494888207305,False,False,0
2449,1097,1216,0,0,0,-0.0328151473739795,False,False,0
2912,1097,1216,0,0,0,-0.03029815914035583,False,False,0
3017,1097,1216,0,0,0,-0.0911215313473076,False,False,0
3049,1097,1216,0,0,0,-0.056844994121026615,False,False,0
3176,1097,1216,0,0,0,-0.25972393652266923,False,False,0
3576,1097,1216,0,0,0,-0.29191919045192194,False,False,0
4994,1097,1216,0,0,0,-0.00967355579550544,False,False,0
5871,1097,1216,0,0,0,-0.030197859600963217,False,False,0
5876,1097,1216,0,0,0,-0.1231550088021951,False,False,0
1786,1120,1239,0,0,0,-0.1259410070513457,False,False,0
2340,1120,1239,0,0,0,-0.11494357268817923,False,True,7
3005,1120,1239,0,0,0,-0.020342609435592296,False,False,0
3038,1120,1239,0,0,0,-0.1304347756810892,False,False,0
3289,1120,1239,0,0,0,-0.12043738559386796,False,False,0
4107,1120,1239,0,0,0,-0.09088062704373323,False,False,0
4953,1120,1239,0,0,0,-0.2940363268526317,False,False,0
5299,1120,1239,0,0,0,-0.16792589253517798,False,False,0
5457,1120,1239,0,0,0,0.0,False,False,0
5876,1120,1239,0,0,0,-0.041965228226165774,False,False,0
6533,1120,1239,0,0,0,-0.1019607499448435,False,False,0
8016,1120,1239,0,0,0,-0.02222225797409172,False,False,0
8464,1120,1239,0,0,0,-0.06170211174325957,False,False,0
2228,1141,1260,0,0,0,-0.28914728590296956,False,False,0
2338,1141,1260,0,0,0,-0.09180329837086354,False,False,0
2421,1141,1260,0,0,0,-0.036793694982909186,False,False,0
2455,1141,1260,0,0,0,0.0,False,False,0
2615,1141,1260,0,0,0,-0.16831683890648463,False,False,0
2732,1141,1260,0,0,0,-0.22190204334724684,False,False,0
2881,1141,1260,0,0,0,0.0,False,False,0
3105,1141,1260,0,0,0,-0.017175533566093804,False,False,0
4919,1141,1260,0,0,0,-0.1788499568346843,False,False,1
5457,1141,1260,0,0,0,-0.01615271979520949,False,False,0
6147,1141,1260,0,0,0,-0.1009463687352542,False,False,0
6192,1141,1260,0,0,0,-0.21744057716983978,False,False,0
6278,1141,1260,0,0,0,-0.03485255651066632,False,False,0
6285,1141,1260,0,0,0,-0.14745974265687578,False,False,0
8028,1141,1260,0,0,0,-0.1916666579638373,False,False,0
8046,1141,1260,0,0,0,0.0,False,False,0
8299,1141,1260,0,0,0,-0.06185569885755082,False,False,0
9802,1141,1260,0,0,0,0.0,False,False,0
9914,1141,1260,0,0,0,-0.18681313550917744,False,False,0
2104,1160,1279,0,0,0,-0.4496951196697576,False,False,1
2329,1160,1279,0,0,1,-0.5409742093043638,False,False,0
2345,1160,1279,0,0,0,-0.17964077458272953,False,False,0
2383,1160,1279,0,0,1,-0.30232562436923427,False,False,0
2385,1160,1279,0,0,0,-0.26110506047905524,False,False,0
2444,1160,1279,0,0,0,-0.39260970668677675,False,False,0
2449,1160,1279,0,0,0,-0.15909093167502464,False,False,0
2461,1160,1279,0,0,0,-0.5095137436759667,False,False,0
2637,1160,1279,0,0,0,-0.3576158696138112,False,False,0
3006,1160,1279,0,0,0,-0.27450978223718114,False,False,0
3008,1160,1279,0,0,0,-0.28256068867765916,False,False,0
3023,1160,1279,0,0,0,-0.23651455718194947,False,False,0
3035,1160,1279,0,0,0,-0.5017094280585863,False,False,0
3037,1160,1279,0,0,0,-0.45089285143959523,False,False,0
3038,1160,1279,0,0,0,-0.349999973278202,False,False,0
3042,1160,1279,0,0,0,-0.08248731788235808,False,False,0
3044,1160,1279,0,0,0,-0.284403689176296,False,False,0
3049,1160,1279,0,0,0,-0.4105263435954728,False,False,0
3218,1160,1279,0,0,0,-0.1046296299834939,False,False,0
3376,1160,1279,0,0,1,-0.2543933370780719,False,False,0
4919,1160,1279,0,0,0,-0.45161287485432433,False,False,1
5215,1160,1279,0,0,0,-0.25335932563159647,False,False,0
5274,1160,1279,0,0,0,-0.007672642392604012,False,False,0
6213,1160,1279,0,0,0,-0.2923303904015172,False,False,0
6217,1160,1279,0,0,0,-0.5222513089005236,False,False,0
6462,1160,1279,0,0,0,-0.5500000038653201,False,False,0
6552,1160,1279,0,0,0,-0.5703296698716399,False,False,0
8028,1160,1279,0,0,0,-0.502766277621176,False,False,0
8299,1160,1279,0,0,0,-0.2867513780040518,False,False,0
8462,1160,1279,0,0,0,-0.554852314383243,False,False,0
9958,1160,1279,0,0,0,-0.11155378271408534,False,False,0
1589,1181,1300,0,0,0,-0.237947109006575,False,False,0
2337,1181,1300,0,0,1,-0.301109387733253,False,False,0
2345,1181,1300,0,0,0,-0.2080924687286584,False,False,0
2379,1181,1300,0,0,0,-0.27678572263514734,False,False,0
2387,1181,1300,0,0,0,-0.4434087860360807,False,False,0
2515,1181,1300,0,0,0,-0.3842364520356425,False,False,0
3017,1181,1300,0,0,0,-0.380838327936621,False,False,0
3023,1181,1300,0,0,0,-0.239669424733031,False,False,0
3042,1181,1300,0,0,0,-0.049934322824631505,False,False,0
3227,1181,1300,0,0,0,-0.040650417092206736,False,False,0
3338,1181,1300,0,0,1,-0.24568963795079435,False,False,0
3406,1181,1300,0,0,1,-0.33593748105414223,False,False,0
4551,1181,1300,0,0,0,-0.5391813220264804,False,False,0
4728,1181,1300,0,0,0,-0.41836734693877553,False,False,0
4919,1181,1300,0,0,0,-0.4231177187846348,False,False,1
5274,1181,1300,0,0,0,0.0,False,False,0
6284,1181,1300,0,0,0,-0.5133849578428747,False,True,7
6462,1181,1300,0,0,0,-0.5415094385692745,False,False,0
1464,1202,1321,0,0,0,-0.40684410797864423,False,False,0
1569,1202,1321,0,0,0,-0.5645471954191432,False,False,0
2059,1202,1321,0,0,0,-0.19007090973257823,False,False,0
2352,1202,1321,0,0,0,-0.3835616538604564,False,False,0
2377,1202,1321,0,0,0,-0.1479289781866563,False,False,0
2385,1202,1321,0,0,0,-0.2337078524932239,False,False,0
2392,1202,1321,0,0,1,-0.4669703890020127,False,False,0
2444,1202,1321,0,0,0,-0.4103138982769029,False,False,0
2455,1202,1321,0,0,0,-0.47241379176776455,False,False,0
2929,1202,1321,0,0,0,-0.421856637658957,False,False,0
3008,1202,1321,0,0,0,-0.2729306361199526,False,False,0
3105,1202,1321,0,0,0,-0.328178725939803,False,False,0
3206,1202,1321,0,0,0,-0.37916061334993023,False,False,0
3338,1202,1321,0,0,1,-0.22907490531961816,False,False,0
3376,1202,1321,0,0,1,-0.26967214201377765,False,False,0
3479,1202,1321,0,0,0,-0.32767619898032263,False,False,0
3515,1202,1321,0,0,0,-0.02835051511194886,False,False,0
4107,1202,1321,0,0,0,-0.39160306728098415,False,False,0
4551,1202,1321,0,0,0,-0.5471264708008483,False,False,0
4915,1202,1321,0,0,0,-0.4489464867096826,False,False,0
4958,1202,1321,0,0,0,-0.45112782122098294,False,False,1
4968,1202,1321,0,0,1,-0.4482142826725717,False,False,0
4977,1202,1321,0,0,0,-0.31250003066248533,False,False,0
6239,1202,1321,0,0,0,-0.2762605089680157,False,False,0
6257,1202,1321,0,0,0,-0.21264371279770933,False,False,0
6412,1202,1321,0,0,0,-0.3418604913419794,False,False,0
6415,1202,1321,0,0,0,-0.2161254302214375,False,False,0
8046,1202,1321,0,0,0,-0.22908365331315383,False,False,0
9958,1202,1321,0,0,0,-0.06433564758264709,False,False,0
2444,1224,1343,0,0,0,-0.41294643560386446,False,False,0
3045,1224,1343,0,0,0,-0.1288889022016202,False,False,0
3587,1224,1343,0,0,0,-0.41874999019846626,False,False,0
4551,1224,1343,0,0,0,-0.5391813220264804,False,False,0
5434,1224,1343,0,0,1,-0.2799999796581346,False,False,0
5457,1224,1343,0,0,0,-0.49404057547099034,False,False,0
6121,1224,1343,0,0,0,-0.26402640447559234,False,False,0
6239,1224,1343,0,0,0,-0.3026316033972547,False,False,0
8086,1224,1343,0,0,0,-0.4230802136266857,False,False,0
1101,1239,1358,0,0,0,-0.20754719916756315,False,False,0
1589,1239,1358,0,0,0,-0.15371326981701738,False,False,0
1736,1239,1358,0,0,0,-0.4292649174881722,False,False,0
1795,1239,1358,0,0,0,-0.5055493707611378,False,False,0
2368,1239,1358,0,0,0,-0.04666670713724086,False,False,0
2421,1239,1358,0,0,0,-0.3621683525542364,False,False,0
2633,1239,1358,0,0,0,-0.2527624055658382,False,False,0
2882,1239,1358,0,0,0,-0.1646191382834723,False,False,0
2885,1239,1358,0,0,0,-0.3017456628409926,False,False,0
3526,1239,1358,0,0,0,-0.03377389982943502,False,False,0
3530,1239,1358,0,0,0,-0.38031090986217364,False,False,0
3587,1239,1358,0,0,0,-0.3191800911578162,False,False,0
3661,1239,1358,0,0,0,-0.35714284713962474,False,False,0
4190,1239,1358,0,0,0,-0.33970750226904534,False,False,0
4736,1239,1358,0,0,0,-0.038062309532452154,False,False,0
4977,1239,1358,0,0,0,-0.31250003066248533,False,False,0
5274,1239,1358,0,0,0,-0.07345227614335881,False,False,0
5434,1239,1358,0,0,1,-0.2799999796581346,False,False,0
5457,1239,1358,0,0,0,-0.41928867796215663,False,False,0
5871,1239,1358,0,0,0,-0.39296872717519626,False,False,0
6147,1239,1358,0,0,0,-0.2623355051985561,False,False,0
6166,1239,1358,0,0,0,0.0,False,False,0
6170,1239,1358,0,0,0,-0.3579882041403083,False,False,0
6196,1239,1358,0,0,0,-0.4100984893390902,False,False,0
6274,1239,1358,0,0,0,-0.2651340578087149,False,False,0
6414,1239,1358,0,0,0,-0.47240617247705863,False,False,0
6446,1239,1358,0,0,0,-0.46794258636978503,False,False,0
6538,1239,1358,0,0,1,-0.060301493106565074,False,False,0
6668,1239,1358,0,0,1,-0.4581725109593239,False,False,0
9802,1239,1358,0,0,0,-0.5099631356518464,False,False,0
9941,1239,1358,0,0,0,-0.3287037398806776,False,False,0
9945,1239,1358,0,0,0,-0.2781774714024846,False,False,0
2890,1258,1377,0,0,0,-0.2582375142012069,False,False,0
3218,1258,1377,0,0,0,-0.39335006850207166,False,False,0
3529,1258,1377,0,0,1,-0.50847459751201,False,False,0
3653,1258,1377,0,0,0,-0.40617575440783893,False,False,0
4760,1258,1377,0,0,0,-0.46105916943602543,False,False,0
5904,1258,1377,0,0,0,-0.1569037619421625,False,False,0
6282,1258,1377,0,0,0,-0.3412017107168389,False,False,0
6532,1258,1377,0,0,0,-0.3838863044654246,False,False,0
4167,1280,1399,0,0,0,-0.03846155750463609,False,False,0
5269,1280,1399,0,0,0,-0.1119496505975831,False,False,0
6561,1280,1399,0,0,0,-0.056239073168480425,False,False,0
3293,1300,1419,0,0,0,-0.047169853248005156,False,False,0
3661,1300,1419,0,0,0,0.0,False,False,0
5215,1300,1419,0,0,0,-0.07793924468979685,False,False,0
5269,1300,1419,0,0,0,-0.007042203745058262,False,False,0
6213,1300,1419,0,0,0,-0.16666060525352244,False,False,0
1569,1320,1439,0,0,0,-0.06799993798464221,False,False,0
1590,1320,1439,0,0,0,-0.008048347138076006,False,False,0
1598,1320,1439,0,0,0,-0.0021007586157526514,False,False,0
1732,1320,1439,0,0,0,-0.3473344006464536,False,False,0
1762,1320,1439,0,0,0,-0.0925680120428497,False,False,0
2404,1320,1439,0,0,0,-0.056619107936242585,False,False,0
2421,1320,1439,0,0,0,-0.08097937036888914,False,False,0
3017,1320,1439,0,0,0,-0.05755388255960081,False,False,0
3163,1320,1439,0,0,0,-0.018743079953956077,False,False,0
3324,1320,1439,0,0,0,-0.04678361960850297,False,False,0
3338,1320,1439,0,0,0,-0.38740038944724786,False,False,0
3483,1320,1439,0,0,0,-0.10909093723578722,False,False,0
3588,1320,1439,0,0,0,-0.09180791332924321,False,False,0
3702,1320,1439,0,0,0,-0.025125636170766796,False,False,0
3708,1320,1439,0,0,0,-0.03537736938949787,False,False,0
4728,1320,1439,0,0,0,-0.2037813947908481,False,False,0
4977,1320,1439,0,0,0,-0.20428071442941798,False,False,0
5299,1320,1439,0,0,0,-0.11183482924643473,False,False,0
5439,1320,1439,0,0,0,-0.13634555501093593,False,False,0
6231,1320,1439,0,0,0,-0.032444972714825826,False,False,0
6274,1320,1439,0,0,0,-0.2962962695165037,False,False,0
6409,1320,1439,0,0,0,0.0,False,False,0
6683,1320,1439,0,0,0,-0.0485231750568027,False,False,0
1325,1340,1459,0,0,0,-0.4700089549090821,False,False,0
2884,1340,1459,0,0,0,-0.03837388880621573,False,False,0
3005,1340,1459,0,0,0,-0.050228345389106366,False,False,0
3373,1340,1459,0,0,1,-0.4312056529107745,False,False,0
3526,1340,1459,0,0,0,-0.12194777734789175,False,False,0
4760,1340,1459,0,0,0,-0.09883542970151016,False,False,0
4935,1340,1459,0,0,0,-0.21089923749214368,False,False,0
5274,1340,1459,0,0,0,-0.08474578533292121,False,False,0
6202,1340,1459,0,0,0,-0.0230616667476492,False,False,0
6237,1340,1459,0,0,0,-0.14896991769643286,False,False,0
6504,1340,1459,0,0,0,-0.2975839689040355,False,False,0
6679,1340,1459,0,0,0,0.0,False,False,0
8155,1340,1459,0,0,0,-0.22722360105243167,False,False,0
8163,1340,1459,0,0,0,-0.06730434744765701,False,False,0
8210,1340,1459,0,0,0,-0.09918603141072457,False,False,0
1325,1363,1482,0,0,0,-0.5671159249471356,False,False,0
1604,1363,1482,0,0,0,-0.0440528670368584,False,False,0
1714,1363,1482,0,0,0,0.0,False,False,0
2356,1363,1482,0,0,0,-0.11293634121094664,False,False,0
2404,1363,1482,0,0,0,-0.0771083930639862,False,False,0
2417,1363,1482,0,0,1,0.0,False,False,0
3257,1363,1482,0,0,0,-0.2359952350349105,False,False,0
3325,1363,1482,0,0,0,-0.10771162181476601,False,False,0
3373,1363,1482,0,0,1,-0.3205357141041639,False,False,0
3380,1363,1482,0,0,0,-0.003976110239170438,False,False,0
3515,1363,1482,0,0,0,-0.10650883804859868,False,False,0
3588,1363,1482,0,0,0,-0.12196133855953306,False,False,0
3680,1363,1482,0,0,0,-0.22483360014695253,False,False,0
3706,1363,1482,0,0,0,-0.058020522726853985,False,False,0
4121,1363,1482,0,0,0,-0.15789475491112692,False,False,0
4551,1363,1482,0,0,0,-0.055882332750027075,False,False,0
4935,1363,1482,0,0,0,-0.0904976948740317,False,False,0
4977,1363,1482,0,0,0,-0.25000003699292506,False,False,0
5274,1363,1482,0,0,0,0.0,False,False,0
5388,1363,1482,0,0,0,-0.10327453491818228,False,False,0
5521,1363,1482,0,0,0,-0.09756101923383653,False,False,0
5880,1363,1482,0,0,0,-0.04178263839192753,False,False,0
6104,1363,1482,0,0,0,-0.15405779623978066,False,False,0
6112,1363,1482,0,0,0,-0.1218935640745693,False,False,0
6146,1363,1482,0,0,0,-0.09702970225419916,False,False,0
6213,1363,1482,0,0,0,-0.12307694078452325,False,False,0
6230,1363,1482,0,0,0,-0.16265063842693028,False,False,0
6231,1363,1482,0,0,0,-0.3071129537974977,False,False,0
6234,1363,1482,0,0,0,-0.1738138498126479,False,False,0
6271,1363,1482,0,0,0,-0.1267605268269546,False,True,7
6416,1363,1482,0,0,0,-0.22580647250105368,False,False,0
6426,1363,1482,0,0,0,-0.30439988277763097,False,False,0
6541,1363,1482,0,0,0,-0.16143859405172512,False,False,0
6547,1363,1482,0,0,0,-0.1814800362159793,False,False,0
6561,1363,1482,0,0,0,-0.06346745594483194,False,False,0
6591,1363,1482,0,0,0,-0.10948462965232542,False,False,0
6592,1363,1482,0,0,0,-0.026515143850523448,False,False,0
6669,1363,1482,0,0,0,-0.17413572307322744,False,False,0
8086,1363,1482,0,0,0,-0.156314666066109,False,False,1
8163,1363,1482,0,0,0,0.0,False,False,0
8403,1363,1482,0,0,0,-0.180012190515198,False,False,0
1467,1384,1503,0,0,0,-0.12623767940502462,False,False,0
2207,1384,1503,0,0,0,-0.0658978758889871,False,False,0
2303,1384,1503,0,0,0,-0.011520768170461104,False,False,0
2308,1384,1503,0,0,0,-0.06860155698805637,False,False,0
2377,1384,1503,0,0,0,-0.18050539555922518,False,False,0
2379,1384,1503,0,0,0,-0.08588785009772981,False,False,0
2454,1384,1503,0,0,0,-0.018456339283431822,False,False,0
2885,1384,1503,0,0,0,-0.06284148580916393,False,False,0
3034,1384,1503,0,0,0,-0.04809625514559701,False,False,0
3042,1384,1503,0,0,0,-0.13209876400447795,False,False,0
3152,1384,1503,0,0,0,-0.06842103779748332,False,False,0
3264,1384,1503,0,0,0,-0.06221553016965464,False,False,0
3324,1384,1503,0,0,0,-0.07743360821900724,False,False,0
3380,1384,1503,0,0,0,-0.09729723715836369,False,False,0
3413,1384,1503,0,0,0,-0.08730157057469712,False,False,0
3529,1384,1503,0,0,0,-0.1060311436527791,False,False,0
3545,1384,1503,0,0,0,-0.07142861264238753,False,True,7
3661,1384,1503,0,0,0,-0.24291113615916504,False,False,0
3702,1384,1503,0,0,0,-0.0747549143597831,False,False,0
4133,1384,1503,0,0,0,-0.36962027783796136,False,False,0
4919,1384,1503,0,0,0,-0.12231761738222646,False,False,0
4927,1384,1503,0,0,0,-0.05790960784996624,False,False,0
4966,1384,1503,0,0,0,-0.15833331170168907,False,False,0
4968,1384,1503,0,0,0,-0.049886685593289015,False,False,0
5306,1384,1503,0,0,0,-0.08510636513753356,False,False,0
5876,1384,1503,0,0,0,-0.10722891494408349,False,False,0
5880,1384,1503,0,0,0,-0.04761908358812106,False,False,0
6138,1384,1503,0,0,0,-0.060000016462855466,False,False,0
6202,1384,1503,0,0,0,-0.023219823028577835,False,False,0
6271,1384,1503,0,0,0,-0.053435127388752,False,True,7
6278,1384,1503,0,0,0,-0.213389104818565,False,False,0
6426,1384,1503,0,0,0,-0.2694856025124863,False,False,0
6504,1384,1503,0,0,0,-0.3691148406962961,False,False,0
6592,1384,1503,0,0,0,-0.008827260610657639,False,False,0
8081,1384,1503,0,0,0,-0.07570977454086592,False,False,0
8464,1384,1503,0,0,0,-0.10028651247366338,False,False,0
8499,1384,1503,0,0,0,-0.09124093396385413,False,False,0
1515,1406,1525,0,0,0,-0.17734555599239699,False,False,0
1598,1406,1525,0,0,0,-0.18595044214740852,False,False,0
1785,1406,1525,0,0,0,-0.016260197194398973,False,False,0
2330,1406,1525,0,0,0,-0.01706481793684944,False,False,0
2352,1406,1525,0,0,0,-0.002666584178079745,False,False,0
2353,1406,1525,0,0,0,-0.10159364257043413,False,False,0
2357,1406,1525,0,0,0,-0.04040401872869015,False,False,0
2379,1406,1525,0,0,0,-0.06827311818071102,False,False,0
2387,1406,1525,0,0,0,-0.08132529988737136,False,False,0
2436,1406,1525,0,0,0,-0.0033112408936938342,False,False,0
2441,1406,1525,0,0,0,-0.010978005197705087,False,False,0
2454,1406,1525,0,0,0,0.0,False,False,0
2458,1406,1525,0,0,0,-0.11186440521687202,False,False,0
2486,1406,1525,0,0,0,-0.05600004192520891,False,False,0
2603,1406,1525,0,0,0,-0.009118515510143754,False,False,0
3014,1406,1525,0,0,0,-0.06188464784697645,False,False,0
3027,1406,1525,0,0,0,-0.18809516912660218,False,False,0
3034,1406,1525,0,0,0,-0.02226343551351162,False,False,0
3042,1406,1525,0,0,0,0.0,False,False,0
3078,1406,1525,0,0,0,-0.08293844173609177,False,False,0
3211,1406,1525,0,0,0,-0.013784471137027632,False,False,0
3218,1406,1525,0,0,0,-0.17041200052325933,False,False,0
3227,1406,1525,0,0,0,-0.0842390962459687,False,False,0
3264,1406,1525,0,0,0,-0.010510449010792455,False,False,0
3325,1406,1525,0,0,0,-0.1965639964849969,False,False,0
3374,1406,1525,0,0,0,0.0,False,False,0
3380,1406,1525,0,0,0,-0.037313465313668415,False,False,0
3587,1406,1525,0,0,0,-0.052816840169058854,False,False,0
3661,1406,1525,0,0,0,-0.06218145425648025,False,False,0
3666,1406,1525,0,0,0,-0.029007620451245386,False,False,0
3669,1406,1525,0,0,0,-0.3900000268183562,False,False,0
3694,1406,1525,0,0,0,-0.16990297200822968,False,False,0
3708,1406,1525,0,0,0,-0.16455696125221075,False,False,0
4551,1406,1525,0,0,0,-0.015482788626617894,False,False,0
4906,1406,1525,0,0,0,0.0,False,False,0
4919,1406,1525,0,0,0,-0.04564938792211781,False,False,0
4961,1406,1525,0,0,1,-0.04438284572548845,False,False,0
4968,1406,1525,0,0,0,-0.05918370395122996,False,False,0
5474,1406,1525,0,0,0,-0.43478258633135713,False,False,0
6116,1406,1525,0,0,0,-0.004434606786491102,False,False,0
6179,1406,1525,0,0,0,-0.08199124881506281,False,False,0
6203,1406,1525,0,0,0,-0.042253503534077974,False,False,0
6217,1406,1525,0,0,0,-0.11235958296795334,False,False,0
6237,1406,1525,0,0,1,-0.07621247840612944,False,False,0
6284,1406,1525,0,0,0,-0.015483860994453869,False,False,0
6290,1406,1525,0,0,0,-0.05992512241170378,False,False,0
6679,1406,1525,0,0,0,-0.15517245456984718,False,False,0
8046,1406,1525,0,0,0,-0.08641972613219528,False,False,0
8081,1406,1525,0,0,0,-0.0608974404582171,False,False,0
8111,1406,1525,0,0,0,-0.03726707402617213,False,False,0
9945,1406,1525,0,0,0,-0.042606557509175524,False,False,0
1210,1425,1544,0,0,0,0.0,False,False,0
1447,1425,1544,0,0,0,-0.02941176649931232,False,False,0
1515,1425,1544,0,0,0,-0.0933165506014676,False,False,0
1587,1425,1544,0,0,0,-0.12741315465543257,False,False,0
1589,1425,1544,0,0,0,-0.1793179562944165,False,False,0
1802,1425,1544,0,0,0,-0.0038610214783476593,False,False,0
2308,1425,1544,0,0,0,0.0,False,False,0
2330,1425,1544,0,0,0,0.0,False,False,0
2340,1425,1544,0,0,0,0.0,False,False,0
2352,1425,1544,0,0,0,0.0,False,False,0
2353,1425,1544,0,0,0,-0.05648537765450601,False,False,0
2357,1425,1544,0,0,0,-0.006172888192327308,False,False,0
2365,1425,1544,0,0,0,-0.04651156226088482,False,False,0
2375,1425,1544,0,0,0,0.0,False,False,0
2379,1425,1544,0,0,0,-0.015558687168655272,False,False,0
2387,1425,1544,0,0,0,-0.10461538654011959,False,False,0
2393,1425,1544,0,0,0,-0.06041130439258324,False,False,0
2401,1425,1544,0,0,0,-0.006968682485044564,False,False,0
2417,1425,1544,0,0,0,-0.3033980559961422,False,False,0
2428,1425,1544,0,0,0,-0.004385961683145867,False,False,0
2436,1425,1544,0,0,0,-0.0049099946758468516,False,False,0
2439,1425,1544,0,0,0,-0.2410071743607809,False,False,0
2454,1425,1544,0,0,0,0.0,False,False,0
2486,1425,1544,0,0,0,-0.05090913015983611,False,False,0
3006,1425,1544,0,0,0,0.0,False,False,0
3014,1425,1544,0,0,0,-0.014771050857068535,False,False,0
3027,1425,1544,0,0,0,-0.19385339844642713,False,False,0
3032,1425,1544,0,0,0,-0.1964657314208853,False,False,0
3034,1425,1544,0,0,0,0.0,False,False,0
3042,1425,1544,0,0,0,-0.029569899241689845,False,False,0
3078,1425,1544,0,0,0,0.0,False,False,0
3264,1425,1544,0,0,0,0.0,False,False,0
3293,1425,1544,0,0,0,-0.12549542248650747,False,False,0
3324,1425,1544,0,0,0,-0.23370791384752443,False,False,0
3483,1425,1544,0,0,0,-0.12838804214819566,False,False,0
3530,1425,1544,0,0,0,0.0,False,False,0
3588,1425,1544,0,0,0,-0.043695374198821635,False,False,0
3605,1425,1544,0,0,0,-0.09010336245714679,False,False,0
3645,1425,1544,0,0,0,-0.13644686059183242,False,False,0
3669,1425,1544,0,0,0,-0.2666667185481659,False,False,0
3679,1425,1544,0,0,0,-0.02870819955861048,False,False,0
3694,1425,1544,0,0,0,-0.20341616249003247,False,False,0
3708,1425,1544,0,0,0,-0.19018405743339284,False,False,0
4551,1425,1544,0,0,0,-0.031700330188888515,False,False,0
4760,1425,1544,0,0,0,-0.035386632938047,False,False,0
4763,1425,1544,0,0,0,-0.08812257797177836,False,False,0
4919,1425,1544,0,0,0,0.0,False,False,0
4961,1425,1544,0,0,1,0.0,False,False,0
4966,1425,1544,0,0,0,-0.046511637096091185,False,False,0
4976,1425,1544,0,0,0,0.0,False,False,0
5215,1425,1544,0,0,0,-0.2351995477870713,False,False,0
5223,1425,1544,0,0,0,-0.04809052161836691,False,False,0
5471,1425,1544,0,0,0,-0.09815076026393899,False,False,0
6147,1425,1544,0,0,0,-0.009600013357640713,False,False,0
6165,1425,1544,0,0,0,-0.34078711293614405,False,False,0
6191,1425,1544,0,0,0,-0.0022624989694458586,False,False,0
6217,1425,1544,0,0,0,-0.049624068804346444,False,False,0
6224,1425,1544,0,0,0,-0.04535642171908705,False,False,0
6233,1425,1544,0,0,0,-0.01600001244468152,False,False,0
6237,1425,1544,0,0,1,0.0,False,False,0
6283,1425,1544,0,0,0,-0.04532573679042173,False,False,0
6415,1425,1544,0,0,0,0.0,False,False,0
6435,1425,1544,0,0,0,0.0,False,False,0
6449,1425,1544,0,0,0,-0.017647009143985204,False,False,0
6589,1425,1544,0,0,0,-0.28966792852207435,False,False,1
6679,1425,1544,0,0,0,-0.09259257741791949,False,False,0
8086,1425,1544,0,0,0,0.0,False,False,0
8111,1425,1544,0,0,0,-0.09620992903232972,False,False,0
8163,1425,1544,0,0,0,0.0,False,False,0
8213,1425,1544,0,0,0,-0.0012047831967648692,False,False,0
8261,1425,1544,0,0,0,-0.004938189374051993,False,False,0
8924,1425,1544,0,0,0,-0.03999998423152695,False,False,0
9919,1425,1544,0,0,0,-0.30966952297372186,False,False,0
9945,1425,1544,0,0,0,-0.032459450101459564,False,False,0
1476,1446,1565,0,0,0,-0.013994957078505288,False,False,0
1598,1446,1565,0,0,0,-0.32327588406108176,False,False,0
1762,1446,1565,0,0,0,-0.15015971427890218,False,False,0
2108,1446,1565,0,0,0,-0.08292687674241339,False,False,0
2348,1446,1565,0,0,0,-0.10259183531814486,False,False,0
3078,1446,1565,0,0,0,-0.0955555382670622,False,False,0
3227,1446,1565,0,0,0,-0.22815532948506845,False,False,0
3529,1446,1565,0,0,0,-0.027118652551438416,False,False,0
3708,1446,1565,0,0,1,-0.36890245158189594,False,False,0
3711,1446,1565,0,0,0,-0.00388101555803122,False,False,0
4105,1446,1565,0,0,0,-0.12195123205329195,False,False,0
4735,1446,1565,0,0,0,-0.32156701403228305,False,False,0
4934,1446,1565,0,0,0,-0.2535971175499008,False,False,0
6165,1446,1565,0,0,0,-0.5364077522986973,False,False,0
6411,1446,1565,0,0,0,-0.02094818117539765,False,False,0
6415,1446,1565,0,0,0,-0.05869571227036585,False,False,0
6441,1446,1565,0,0,1,-0.4583025828845809,False,False,0
6582,1446,1565,0,0,0,-0.16181231506997418,False,False,0
6592,1446,1565,0,0,0,-0.05961070998831386,False,False,0
6679,1446,1565,0,0,0,-0.08411213561903674,False,False,0
6683,1446,1565,0,0,0,-0.26747719647575907,False,False,0
1609,1469,1588,0,0,0,-0.1079691478610244,False,False,0
2108,1469,1588,0,0,0,-0.003472227726006971,False,False,0
2338,1469,1588,0,0,0,-0.11552345645222217,False,False,0
2442,1469,1588,0,0,0,-0.1893805677753464,False,False,0
3045,1469,1588,0,0,0,-0.030241969493946863,False,False,0
3078,1469,1588,0,0,0,-0.09856034315593176,False,False,0
3081,1469,1588,0,0,0,-0.24496642165870008,False,False,0
3122,1469,1588,0,0,2,-0.14960630896373717,False,False,0
3206,1469,1588,0,0,0,-0.22883597586506121,False,False,0
3231,1469,1588,0,0,0,-0.08524585609732749,False,False,0
3257,1469,1588,0,0,0,-0.20096854236694373,False,False,0
3530,1469,1588,0,0,0,-0.38273386770553053,False,False,0
3666,1469,1588,0,0,0,-0.51147098727248,False,False,0
4735,1469,1588,0,0,0,-0.2690019565743923,False,False,0
