sid,entry_pos,exit_pos,n1d_30,n1d_20,n1d_10,cum_min,delisted,halted,max_gap
1304,1691,1810,0,0,0,-0.2503987555375866,False,False,0
8040,1691,1810,0,0,0,-0.40389608137501176,False,False,0
8358,1691,1810,0,0,0,-0.2834437122959954,False,False,0
1305,1691,1810,0,0,0,-0.1451851931441821,False,False,0
6547,1713,1832,0,0,0,-0.36439828169625677,False,False,0
5434,1788,1907,0,0,0,-0.17165670400346678,False,False,0
3702,1788,1907,0,0,0,-0.1002058864345019,False,False,0
3558,1830,1949,0,0,0,0.0,False,False,0
6712,1830,1949,0,0,0,-0.04573173672357489,False,False,0
6469,1830,1949,0,0,0,0.0,False,False,0
1605,1830,1949,0,0,0,-0.08430227880826391,False,False,0
3596,1830,1949,0,0,0,-0.10504632018369664,False,False,0
6188,1851,1970,0,0,0,-0.11111114614867135,False,False,0
6153,1915,2034,0,0,0,-0.16883117358558397,False,False,0
2392,1915,2034,0,0,0,-0.008670475852175508,False,False,0
4916,1959,2078,0,0,0,-0.009140791981022689,False,False,0
1342,1959,2078,0,0,0,-0.07199999870968032,False,False,0
3162,1959,2078,0,0,0,-0.06399996483645753,False,False,0
6235,1959,2078,0,0,0,-0.04166666199461533,False,False,0
8454,1959,2078,0,0,0,-0.04427861182726733,False,False,0
6414,1972,2091,0,0,0,-0.023861150139512066,False,False,0
6538,2052,2171,0,0,0,-0.03846148011799033,False,False,0
2731,2052,2171,0,0,0,-0.37777776879263736,False,False,0
6111,2093,2212,0,0,0,-0.07901232456853846,False,False,0
2388,2093,2212,0,0,0,-0.11013216186267671,False,False,0
4503,2093,2212,0,0,0,-0.2546583534633341,False,False,0
3346,2093,2212,0,0,0,-0.1020618605564827,False,False,0
2610,2093,2212,0,0,0,-0.23999998982387938,False,False,0
2745,2093,2212,0,0,0,-0.3220930363167922,False,False,0
3260,2177,2296,0,0,0,-0.07920788568530668,False,False,0
2633,2177,2296,0,0,0,-0.02333334951424426,False,False,0
3138,2220,2339,0,0,0,-0.2781319670551987,False,False,0
4953,2220,2339,0,0,0,-0.19467652305599403,False,False,0
6120,2220,2339,0,0,0,-0.19819880729502792,False,False,0
5483,2220,2339,0,0,0,-0.0366492489019844,False,False,0
1612,2220,2339,0,0,0,-0.03690038489316694,False,False,0
2371,2220,2339,0,0,0,-0.04083889971670385,False,False,0
2059,2296,2415,0,0,0,-0.1399102832701038,False,False,0
8033,2296,2415,0,0,0,-0.2820512574806435,False,False,0
2368,2358,2477,0,0,0,-0.21590914042962983,False,False,0
3147,2358,2477,0,0,0,-0.2138554579525157,False,False,0
2884,2358,2477,0,0,0,-0.03435807056208917,False,False,0
6197,2358,2477,0,0,0,-0.19325157419707562,False,False,0
2383,2358,2477,0,0,0,-0.17100001577803803,False,False,0
5263,2358,2477,0,0,0,-0.3323138335463519,False,False,0
2454,2418,2537,0,0,0,-0.08000426918288162,False,False,0
3293,2418,2537,0,0,1,-0.26741806066291496,False,False,0
2059,2495,2614,0,0,0,-0.2652439024390244,False,False,0
2383,2495,2614,0,0,0,-0.22770402429660797,False,False,0
6781,2495,2614,0,0,0,-0.26971432541881224,False,False,0
4583,2495,2614,0,0,0,-0.2691256323065988,False,False,0
3147,2495,2614,0,0,0,-0.24450551244420582,False,False,0
6515,2495,2614,0,0,0,-0.2697095408701906,False,False,0
2329,2556,2675,0,0,0,-0.03751619028608988,False,False,0
2345,2556,2675,0,0,0,-0.03906251394759386,False,False,0
6895,2621,2740,0,0,0,-0.4740484159784494,False,False,0
1316,2621,2740,0,0,0,-0.18644067796610164,False,False,0
6596,2621,2740,0,0,0,-0.26740639421411627,False,False,0
6781,2621,2740,0,0,0,-0.18553194568109344,False,False,0
3711,2621,2740,0,0,0,0.0,False,False,0
6640,2621,2740,0,0,0,-0.25988699577588603,False,False,0
8155,2683,2802,0,0,0,0.0,False,False,0
8088,2683,2802,0,0,0,-0.026939648279625694,False,False,0
