diff_pp,lo_pp,hi_pp,n_months,detectable,d_cagr_med,d_mdd_med,pass_w1,pass_w0,overlap_w1,bench_cagr,bench_mdd
-0.03909038400990398,-0.4577611190997354,0.37958035107992744,114,False,-0.004457886414537926,0.011175286853760236,False,False,0.0,0.24020209886370614,-0.3395700527611012
