arm,win,cagr_med,cagr_p10,cagr_p90,mdd_med,mdd_p10,mdd_p90,expo_med,tr_med,maxpos_med,trades_med,ov_hold_med,ov_50_med,ov_mean,ov_p90,ov_max,ov_days,corr_med,te_med,nocap_med,shrink_med,short_med,k_med_med,k_min_med
W0,全窗,0.2828638811341636,0.20157600550934893,0.3682479181322401,-0.42071799904275053,-0.47320273984944566,-0.36863569284244196,0.871992147642562,9.503041330152604,0.3464331614444281,138.0,0.0,0.0,0.07585352422907489,0.25,0.5,0.40748898678414097,0.5325689121284531,0.23362379920590381,0.0,0.0,0.0,,
W0,主格窗,-0.1796068263669841,-0.2729960793098313,-0.06177009043969983,-0.3977145745498638,-0.4683444926998902,-0.3154422553490485,0.8738494372610064,-0.2923772039228342,0.3464331614444281,138.0,0.0,0.0,0.07585352422907489,0.25,0.5,0.40748898678414097,0.5325689121284531,0.23362379920590381,0.0,0.0,0.0,,
W1,全窗,0.28464594199998683,0.18832747365135927,0.3693603309958983,-0.40163697152143896,-0.48568694050547173,-0.3447194077597277,0.870618215295353,9.6416065913225,0.6937152933838313,138.0,0.0,0.0,0.07430642962030627,0.25,0.5,0.4050660792951542,0.5418544850587256,0.2328960920789802,0.0,14.0,0.0,0.928465895455198,0.729952164656896
W1,主格窗,-0.17338519827349896,-0.24933049334718932,-0.05397653428934901,-0.3622264029285413,-0.4408180640722956,-0.30535490724674746,0.8756989989356441,-0.2829751653584718,0.6937152933838313,138.0,0.0,0.0,0.07430642962030627,0.25,0.5,0.4050660792951542,0.5418544850587256,0.2328960920789802,0.0,14.0,0.0,0.928465895455198,0.729952164656896
W0p,全窗,0.2820367702862133,0.2054066532380959,0.3605568964090716,-0.4207702970907174,-0.4741442035832494,-0.36933331795537966,0.8714993038373777,9.439355076479114,0.3468181169591652,138.0,0.0,0.0,0.07430642962030627,0.25,0.5,0.4050660792951542,0.5342228525501285,0.23321705310379745,0.0,14.0,0.0,0.9388352629322552,0.7396211142293019
W0p,主格窗,-0.18110644106625867,-0.27437826166069446,-0.05760092012654364,-0.39724711538844065,-0.46751301168264237,-0.31658233060361235,0.8737828598387138,-0.29463525557771103,0.3468181169591652,138.0,0.0,0.0,0.07430642962030627,0.25,0.5,0.4050660792951542,0.5342228525501285,0.23321705310379745,0.0,14.0,0.0,0.9388352629322552,0.7396211142293019
W0i,全窗,0.2828638811341636,0.20157600550934893,0.3682479181322401,-0.42071799904275053,-0.47320273984944566,-0.36863569284244196,0.871992147642562,9.503041330152604,0.3464331614444281,138.0,0.0,0.0,0.07585352422907489,0.25,0.5,0.40748898678414097,0.5325689121284531,0.23362379920590381,0.0,0.0,15.0,,
W0i,主格窗,-0.1796068263669841,-0.2729960793098313,-0.06177009043969983,-0.3977145745498638,-0.4683444926998902,-0.3154422553490485,0.8738494372610064,-0.2923772039228342,0.3464331614444281,138.0,0.0,0.0,0.07585352422907489,0.25,0.5,0.40748898678414097,0.5325689121284531,0.23362379920590381,0.0,0.0,15.0,,
