date,stock_id,s_prev,s_sell,s_buy,s_ret,s_balance,s_limit,sbl_prev,sbl_sell,sbl_return,sbl_adj,sbl_balance,sbl_limit,note
2025-11-28,006201,0,0,0,0,0,4361500,43000,0,0,0,43000,39353,
2025-11-28,00679B,66000,1000,0,0,67000,2197423000,132818000,1078000,0,0,133896000,10339092,
2025-11-28,00687B,81000,0,6000,0,75000,1722479405,46102000,201000,2861000,0,43442000,8486364,
2025-11-28,00694B,0,0,0,0,0,43394000,129000,0,0,0,129000,69021,
2025-11-28,00695B,0,0,0,0,0,10046500,243000,0,0,0,243000,113487,
2025-11-28,00696B,0,0,0,0,0,232045250,11915000,374000,0,0,12289000,1385233,
2025-11-28,00697B,0,0,0,0,0,17178000,108000,0,0,0,108000,149756,
2025-11-28,00719B,0,0,0,0,0,129128500,5519000,0,0,0,5519000,674048,
2025-11-28,00720B,45000,0,4000,0,41000,1001402250,11506000,0,500000,0,11006000,1874929,
2025-11-28,00722B,0,0,0,0,0,371059750,2532000,0,0,0,2532000,1237482,
2025-11-28,00723B,0,0,0,0,0,376395750,48000,0,0,0,48000,45903,
2025-11-28,00724B,0,0,0,0,0,743068750,3966000,0,0,0,3966000,1325933,
2025-11-28,00725B,0,0,0,0,0,961301500,7044000,0,0,0,7044000,2313866,
2025-11-28,00726B,0,0,0,0,0,294997250,943000,0,0,0,943000,101007,
2025-11-28,00727B,0,0,0,0,0,13797250,85000,0,0,0,85000,39229,
2025-11-28,00734B,0,0,0,0,0,6869750,211000,0,0,0,211000,169634,
2025-11-28,00740B,0,0,0,0,0,407242750,5143000,450000,0,0,5593000,1158225,
2025-11-28,00741B,0,0,0,0,0,3907000,142000,0,0,0,142000,75224,
2025-11-28,00746B,0,0,0,0,0,589866000,528000,0,0,0,528000,572620,
2025-11-28,00749B,0,0,0,0,0,291000000,0,0,0,0,0,31988,X
2025-11-28,00750B,0,0,0,0,0,36875000,0,0,0,0,0,31111,X
2025-11-28,00751B,0,0,0,0,0,1191900750,13459000,0,300000,0,13159000,1657313,
2025-11-28,00754B,0,0,0,0,0,264475000,0,0,0,0,0,52916,X
2025-11-28,00755B,0,0,0,0,0,53307500,48000,0,0,0,48000,41828,
2025-11-28,00756B,0,0,0,0,0,332950000,64000,0,0,0,64000,716183,
2025-11-28,00758B,0,0,0,0,0,1506250,0,0,0,0,0,30844,X
2025-11-28,00759B,0,0,0,0,0,12006250,0,0,0,0,0,31286,X
2025-11-28,00760B,0,0,0,0,0,114505000,180000,0,0,0,180000,34860,
2025-11-28,00761B,0,0,0,0,0,684022250,622000,0,0,0,622000,162125,
2025-11-28,00764B,0,0,0,0,0,341250000,2774000,0,0,0,2774000,2590755,
2025-11-28,00768B,0,0,0,0,0,162400000,975000,1000,0,0,976000,1183444,
2025-11-28,00772B,0,0,0,0,0,868572500,5943000,0,0,0,5943000,787214,
2025-11-28,00773B,0,0,0,0,0,653822500,2760000,0,0,0,2760000,371110,
2025-11-28,00777B,0,0,0,0,0,465412500,0,0,0,0,0,31259,X
2025-11-28,00778B,0,0,0,0,0,370787500,0,0,0,0,0,32460,X
2025-11-28,00779B,0,0,0,0,0,290912500,556000,0,0,0,556000,168531,
2025-11-28,00780B,0,0,0,0,0,58775500,175000,0,0,0,175000,39776,
2025-11-28,00781B,0,0,0,0,0,1709000,0,0,0,0,0,39899,
2025-11-28,00782B,0,0,0,0,0,4366750,625000,0,0,0,625000,54441,
2025-11-28,00785B,0,0,0,0,0,254241500,0,0,0,0,0,31842,X
2025-11-28,00786B,0,0,0,0,0,7641500,422000,0,0,0,422000,36614,
2025-11-28,00787B,0,0,0,0,0,3951500,17000,0,0,0,17000,13594,X
2025-11-28,00788B,0,0,0,0,0,8801500,116000,0,0,0,116000,23719,
2025-11-28,00789B,0,0,0,0,0,104025000,48000,0,0,0,48000,35165,
2025-11-28,00791B,0,0,0,0,0,65400000,0,0,0,0,0,30812,X
2025-11-28,00792B,0,0,0,0,0,492903750,62000,0,0,0,62000,42303,
2025-11-28,00793B,0,0,0,0,0,1131500,0,0,0,0,0,34600,X
2025-11-28,00795B,0,0,0,0,0,504899500,15316000,39000,1030000,0,14325000,2898347,
2025-11-28,00799B,0,0,0,0,0,5259000,753000,0,0,0,753000,133404,
2025-11-28,00834B,0,0,0,0,0,5424500,0,0,0,0,0,30998,X
2025-11-28,00836B,0,0,0,0,0,122385250,145000,0,0,0,145000,86526,
2025-11-28,00840B,0,0,0,0,0,14857750,0,0,0,0,0,30222,X
2025-11-28,00841B,0,0,0,0,0,17610000,0,0,0,0,0,30271,X
2025-11-28,00842B,0,0,0,0,0,2816750,10000,0,0,0,10000,39968,
2025-11-28,00844B,0,0,0,0,0,73168750,22000,0,0,0,22000,3836,
2025-11-28,00845B,0,0,0,0,0,62637750,0,0,0,0,0,32954,X
2025-11-28,00846B,0,0,0,0,0,18587500,12000,0,0,0,12000,30661,X
2025-11-28,00847B,0,0,0,0,0,2326250,5000,0,0,0,5000,92356,
2025-11-28,00848B,0,0,0,0,0,34016500,0,0,0,0,0,97269,X
2025-11-28,00849B,0,0,0,0,0,121151500,0,0,0,0,0,94289,X
2025-11-28,00853B,0,0,0,0,0,35033500,240000,0,0,0,240000,348589,
2025-11-28,00856B,0,0,0,0,0,1948000,0,0,0,0,0,6066,X
2025-11-28,00857B,0,0,0,0,0,157442000,1654000,0,0,0,1654000,717846,
2025-11-28,00858,0,0,0,0,0,28843500,1119000,0,0,0,1119000,282910,
2025-11-28,00859B,0,0,0,0,0,1502750,0,0,0,0,0,601100,
2025-11-28,00860B,0,0,0,0,0,1042750,3000,0,0,0,3000,35271,X
2025-11-28,00862B,0,0,0,0,0,199095250,134000,0,0,0,134000,144996,
2025-11-28,00863B,0,0,0,0,0,141491000,3000,0,0,0,3000,98809,
2025-11-28,00864B,0,0,0,0,0,35305500,1214000,0,0,0,1214000,344591,
2025-11-28,00867B,0,0,0,0,0,126662500,220000,0,0,0,220000,509602,X
2025-11-28,00870B,0,0,0,0,0,157912750,3000,0,0,0,3000,4584,X
2025-11-28,00877,626000,4000,22000,0,608000,45572000,4441000,0,2000,0,4439000,2338729,
2025-11-28,00883B,0,0,0,0,0,2689500,30000,0,0,0,30000,95329,
2025-11-28,00884B,0,0,0,0,0,18985000,0,0,0,0,0,94621,X
2025-11-28,00886,0,0,0,0,0,1487750,158000,0,0,0,158000,20753,
2025-11-28,00887,611000,0,53000,0,558000,137337750,9412000,0,70000,0,9342000,4564500,
2025-11-28,00888,0,0,0,0,0,75244500,657000,0,0,0,657000,422606,
2025-11-28,00890B,0,0,0,0,0,5066000,143000,0,0,0,143000,159245,
2025-11-28,00928,6000,0,0,0,6000,8589000,158000,0,0,0,158000,139233,
2025-11-28,00931B,0,0,0,0,0,514349500,28640000,0,0,0,28640000,1243072,
2025-11-28,00933B,0,0,0,0,0,1436489500,14558000,0,0,0,14558000,5585249,
2025-11-28,00937B,4000,0,0,0,4000,4430951250,98325000,0,0,0,98325000,22443474,
2025-11-28,00942B,0,0,0,0,0,283114750,1344000,0,0,0,1344000,526250,
2025-11-28,00948B,0,0,0,0,0,873106750,2338000,0,0,0,2338000,3990011,
2025-11-28,00950B,0,0,0,0,0,757702250,16741000,200000,0,0,16941000,2061081,X
2025-11-28,00955,20000,0,0,0,20000,73857750,10478000,0,0,0,10478000,1635997,
2025-11-28,00957B,0,0,0,0,0,51190750,970000,0,0,0,970000,434331,
2025-11-28,00958B,0,0,0,0,0,47692750,240000,0,0,0,240000,310602,
2025-11-28,00959B,0,0,0,0,0,166209000,6190000,0,0,0,6190000,633803,X
2025-11-28,00966B,0,0,0,0,0,42183000,316000,0,0,0,316000,487271,X
2025-11-28,00967B,0,0,0,0,0,59476750,160000,0,0,0,160000,339536,
2025-11-28,00968B,0,0,0,0,0,196877750,463000,0,0,0,463000,769316,
2025-11-28,00969B,0,0,0,0,0,55408250,559000,0,0,0,559000,517726,
2025-11-28,00970B,0,0,0,0,0,118057250,5601000,0,0,0,5601000,655632,X
2025-11-28,009806,0,0,0,0,0,6665250,0,0,0,0,0,51767,
2025-11-28,009807,0,0,0,0,0,6065000,51000,0,0,0,51000,186957,
2025-11-28,00980B,0,0,0,0,0,16267250,129000,0,0,0,129000,127925,
2025-11-28,00980D,0,0,0,0,0,22114250,2222000,0,0,0,2222000,459751,
2025-11-28,00980T,0,0,0,0,0,25354500,304000,0,0,0,304000,709120,
2025-11-28,00981B,0,6000,0,0,6000,263778250,19355000,0,0,0,19355000,5480811,
2025-11-28,00981D,0,0,0,0,0,30575000,998000,0,0,0,998000,1164233,
2025-11-28,00982B,0,0,0,0,0,8975000,64000,0,0,0,64000,87237,
2025-11-28,00983B,0,0,0,0,0,7163250,208000,0,0,0,208000,684733,
2025-11-28,00984B,0,0,0,0,0,9233250,542000,0,0,0,542000,662223,
2025-11-28,00986B,0,0,0,0,0,10190500,0,0,0,0,0,141743,
2025-11-28,1240,0,0,0,0,0,11058093,13550,0,0,0,13550,20981,
2025-11-28,1259,0,0,0,0,0,8097375,13000,0,0,0,13000,2991,
2025-11-28,1264,0,0,0,0,0,9263091,14500,0,0,0,14500,4046,X
2025-11-28,1268,0,0,0,0,0,10555932,75000,1000,0,0,76000,10710,
2025-11-28,1294,0,0,0,0,0,7767890,66000,0,0,0,66000,12194,
2025-11-28,1295,0,0,0,0,0,0,193000,4000,0,0,197000,80974,Y
