date,stock_id,s_prev,s_sell,s_buy,s_ret,s_balance,s_limit,sbl_prev,sbl_sell,sbl_return,sbl_adj,sbl_balance,sbl_limit,note
2020-06-15,006201,0,0,0,0,0,4986500,0,0,0,0,0,36543,
2020-06-15,00679B,0,0,0,0,0,96048000,210000,0,0,0,210000,1300747,
2020-06-15,00687B,0,0,0,0,0,70946750,0,0,0,0,0,59811,
2020-06-15,00694B,0,0,0,0,0,47144000,0,0,0,0,0,110588,X
2020-06-15,00695B,0,0,0,0,0,2296500,0,0,0,0,0,99984,X
2020-06-15,00696B,0,0,0,0,0,191420250,0,0,0,0,0,141085,
2020-06-15,00697B,0,0,0,0,0,1428000,0,0,0,0,0,150119,X
2020-06-15,00718B,0,0,0,0,0,286625250,82000,0,0,0,82000,167732,X
2020-06-15,00719B,0,0,0,0,0,149128500,0,0,0,0,0,173762,X
2020-06-15,00720B,0,0,0,0,0,141902250,0,0,0,0,0,272308,
2020-06-15,00721B,0,0,0,0,0,115280500,0,0,0,0,0,328654,X
2020-06-15,00722B,0,0,0,0,0,150059750,0,0,0,0,0,158288,X
2020-06-15,00723B,0,0,0,0,0,191395750,0,0,0,0,0,148399,X
2020-06-15,00724B,0,0,0,0,0,307318750,0,0,0,0,0,401479,X
2020-06-15,00725B,0,0,0,0,0,155426500,0,0,0,0,0,155989,
2020-06-15,00726B,0,0,0,0,0,274247250,0,0,0,0,0,38229,X
2020-06-15,00727B,0,0,0,0,0,46047250,0,0,0,0,0,43411,X
2020-06-15,00734B,0,0,0,0,0,10494750,0,0,0,0,0,315211,
2020-06-15,00740B,0,0,0,0,0,114742750,0,0,0,0,0,96210,
2020-06-15,00741B,0,0,0,0,0,4407000,0,0,0,0,0,75072,
2020-06-15,00744B,0,0,0,0,0,256807000,0,0,0,0,0,31789,X
2020-06-15,00745B,0,0,0,0,0,1004000,0,0,0,0,0,38376,X
2020-06-15,00746B,0,0,0,0,0,244616000,0,0,0,0,0,144881,
2020-06-15,00747B,0,0,0,0,0,206125000,0,0,0,0,0,94669,X
2020-06-15,00748B,0,0,0,0,0,156000000,0,0,0,0,0,30789,X
2020-06-15,00749B,0,0,0,0,0,248250000,0,0,0,0,0,32089,X
2020-06-15,00750B,0,0,0,0,0,42250000,0,0,0,0,0,30199,X
2020-06-15,00751B,0,0,0,0,0,295150750,0,0,0,0,0,356253,
2020-06-15,00754B,0,0,0,0,0,87350000,0,0,0,0,0,31873,
2020-06-15,00755B,0,0,0,0,0,49182500,0,0,0,0,0,38487,
2020-06-15,00756B,0,0,0,0,0,266325000,0,0,0,0,0,39835,X
2020-06-15,00758B,0,0,0,0,0,1381250,0,0,0,0,0,39889,
2020-06-15,00759B,0,0,0,0,0,13756250,0,0,0,0,0,52599,X
2020-06-15,00760B,0,0,0,0,0,80130000,0,0,0,0,0,39510,X
2020-06-15,00761B,0,0,0,0,0,293897250,0,0,0,0,0,244662,
