date,stock_id,s_prev,s_sell,s_buy,s_ret,s_balance,s_limit,sbl_prev,sbl_sell,sbl_return,sbl_adj,sbl_balance,sbl_limit,note
2019-06-19,006201,0,0,0,0,0,10736500,0,0,0,0,0,37327,
2019-06-19,00679B,0,0,0,0,0,158673000,0,0,0,0,0,846097,
2019-06-19,00687B,0,0,0,0,0,112446750,0,0,0,0,0,1768809,
2019-06-19,00694B,0,0,0,0,0,3644000,0,0,0,0,0,130800,X
2019-06-19,00695B,0,0,0,0,0,3421500,0,0,0,0,0,124920,
2019-06-19,00696B,0,0,0,0,0,81670250,0,0,0,0,0,1852583,X
2019-06-19,00697B,0,0,0,0,0,2803000,0,0,0,0,0,137319,X
2019-06-19,00718B,0,0,0,0,0,296250250,0,0,0,0,0,638913,
2019-06-19,00719B,0,0,0,0,0,2753500,0,0,0,0,0,137430,X
2019-06-19,00720B,0,0,0,0,0,165527250,0,0,0,0,0,2395695,
2019-06-19,00721B,0,0,0,0,0,63155500,0,0,0,0,0,139955,X
2019-06-19,00722B,0,0,0,0,0,113309750,0,0,0,0,0,46270,
2019-06-19,00723B,0,0,0,0,0,185770750,0,0,0,0,0,429609,X
2019-06-19,00724B,0,0,0,0,0,324568750,0,0,0,0,0,296349,X
2019-06-19,00725B,0,0,0,0,0,137176500,0,0,0,0,0,2213910,X
2019-06-19,00726B,0,0,0,0,0,96997250,0,0,0,0,0,963090,X
2019-06-19,00727B,0,0,0,0,0,36547250,0,0,0,0,0,518610,X
2019-06-19,00734B,0,0,0,0,0,4119750,0,0,0,0,0,318184,X
2019-06-19,00740B,0,0,0,0,0,75992750,0,0,0,0,0,964062,X
2019-06-19,00741B,0,0,0,0,0,2407000,0,0,0,0,0,84556,X
2019-06-19,00744B,0,0,0,0,0,180557000,0,0,0,0,0,736549,X
2019-06-19,00745B,0,0,0,0,0,629000,0,0,0,0,0,30964,X
2019-06-19,00746B,0,0,0,0,0,128866000,0,0,0,0,0,1024025,X
2019-06-19,00747B,0,0,0,0,0,153000000,0,0,0,0,0,770349,X
2019-06-19,00748B,0,0,0,0,0,136250000,0,0,0,0,0,685669,X
2019-06-19,00749B,0,0,0,0,0,124750000,0,0,0,0,0,481729,X
2019-06-19,00750B,0,0,0,0,0,69625000,0,0,0,0,0,1250899,X
2019-06-19,00751B,0,0,0,0,0,260650750,0,0,0,0,0,2352907,X
2019-06-19,00754B,0,0,0,0,0,52850000,0,0,0,0,0,34337,X
2019-06-19,00755B,0,0,0,0,0,11682500,0,0,0,0,0,157733,X
2019-06-19,00756B,0,0,0,0,0,124825000,0,0,0,0,0,33773,X
2019-06-19,00758B,0,0,0,0,0,22881250,0,0,0,0,0,30420,X
2019-06-19,00759B,0,0,0,0,0,12256250,0,0,0,0,0,30450,X
2019-06-19,00760B,0,0,0,0,0,33380000,0,0,0,0,0,31449,X
2019-06-19,00761B,0,0,0,0,0,174147250,0,0,0,0,0,714739,X
2019-06-19,00764B,0,0,0,0,0,70125000,0,0,0,0,0,998628,X
2019-06-19,00765B,0,0,0,0,0,12375000,0,0,0,0,0,36015,
2019-06-19,00768B,0,0,0,0,0,5900000,0,0,0,0,0,30249,X
2019-06-19,00769B,0,0,0,0,0,7147500,0,0,0,0,0,29880,X
2019-06-19,00772B,0,0,0,0,0,77947500,0,0,0,0,0,82920,X
2019-06-19,00773B,0,0,0,0,0,124197500,0,0,0,0,0,347599,X
2019-06-19,00777B,0,0,0,0,0,14912500,0,0,0,0,0,51489,X
2019-06-19,00778B,0,0,0,0,0,63912500,0,0,0,0,0,326550,X
2019-06-19,00779B,0,0,0,0,0,7412500,0,0,0,0,0,51369,X
2019-06-19,00780B,0,0,0,0,0,63025500,0,0,0,0,0,39150,X
2019-06-19,00781B,0,0,0,0,0,12584000,0,0,0,0,0,276180,X
2019-06-19,00782B,0,0,0,0,0,8741750,0,0,0,0,0,41289,X
2019-06-19,00784B,0,0,0,0,0,4248250,0,0,0,0,0,212730,X
2019-06-19,00785B,0,0,0,0,0,48991500,0,0,0,0,0,72541,X
2019-06-19,00786B,0,0,0,0,0,4016500,0,0,0,0,0,144159,X
2019-06-19,00787B,0,0,0,0,0,5826500,0,0,0,0,0,223929,
2019-06-19,00788B,0,0,0,0,0,7426500,0,0,0,0,0,266149,X
2019-06-19,00789B,0,0,0,0,0,16650000,0,0,0,0,0,15339,X
2019-06-19,00790B,0,0,0,0,0,3900000,0,0,0,0,0,15169,X
2019-06-19,00791B,0,0,0,0,0,79900000,0,0,0,0,0,15129,X
2019-06-19,00792B,0,0,0,0,0,1278750,0,0,0,0,0,31980,X
2019-06-19,00793B,0,0,0,0,0,1256500,0,0,0,0,0,31440,X
2019-06-19,00794B,0,0,0,0,0,29546750,0,0,0,0,0,32160,X
2019-06-19,00795B,0,0,0,0,0,74274500,0,0,0,0,0,1597890,X
2019-06-19,00796B,0,0,0,0,0,10492500,0,0,0,0,0,415249,X
2019-06-19,00797B,0,0,0,0,0,1684000,0,0,0,0,0,448119,X
2019-06-19,00798B,0,0,0,0,0,2017750,0,0,0,0,0,76230,X
2019-06-19,00799B,0,0,0,0,0,5634000,0,0,0,0,0,228789,
2019-06-19,00831B,0,0,0,0,0,2650000,0,0,0,0,0,15409,X
2019-06-19,00832B,0,0,0,0,0,1700000,0,0,0,0,0,15660,X
2019-06-19,00833B,0,0,0,0,0,145250,0,0,0,0,0,58100,X
2019-06-19,00834B,0,0,0,0,0,2799500,0,0,0,0,0,104368,X
2019-06-19,00835B,0,0,0,0,0,797750,0,0,0,0,0,52872,X
2019-06-19,00836B,0,0,0,0,0,1010250,0,0,0,0,0,36600,X
2019-06-19,00837B,0,0,0,0,0,760250,0,0,0,0,0,46815,X
2019-06-19,00838B,0,0,0,0,0,1297750,0,0,0,0,0,48600,X
2019-06-19,00839B,0,0,0,0,0,6360250,0,0,0,0,0,36225,X
2019-06-19,00840B,0,0,0,0,0,6482750,0,0,0,0,0,33750,X
2019-06-19,00841B,0,0,0,0,0,5860000,0,0,0,0,0,34537,X
2019-06-19,00842B,0,0,0,0,0,3441750,0,0,0,0,0,31275,X
2019-06-19,1240,0,0,0,0,0,8250000,0,0,0,0,0,54638,
2019-06-19,1258,0,0,0,0,0,9204947,21000,0,0,0,21000,7617,
2019-06-19,1259,0,0,0,0,0,8097375,0,0,0,0,0,3468,X
2019-06-19,1264,0,0,0,0,0,8423992,1000,0,0,0,1000,6599,
2019-06-19,1268,0,0,0,0,0,9394432,0,0,0,0,0,19377,X
2019-06-19,1333,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,1336,0,0,0,0,0,21028854,6000,0,0,0,6000,41833,
2019-06-19,1565,18000,2000,1000,0,19000,12604129,807000,5000,42000,0,770000,41430,
2019-06-19,1566,0,0,0,0,0,21616757,0,0,0,0,0,69016,
2019-06-19,1569,97000,1000,36000,0,62000,28178316,852530,0,0,0,852530,144659,
2019-06-19,1570,0,0,0,0,0,12875209,0,0,0,0,0,16901,
2019-06-19,1580,0,0,0,0,0,12557560,7000,0,0,0,7000,11536,
2019-06-19,1584,111000,4000,36000,0,79000,20617633,0,0,0,0,0,164244,
2019-06-19,1586,5000,0,0,0,5000,19122214,674228,0,0,0,674228,79549,
2019-06-19,1591,0,0,0,0,0,8291201,43000,0,0,0,43000,20099,
2019-06-19,1593,10000,0,0,0,10000,7987113,23000,4000,0,0,27000,124533,
2019-06-19,1595,0,0,0,0,0,11787033,109501,0,0,0,109501,6986,
2019-06-19,1597,303000,10000,60000,0,253000,18451715,2807000,34000,1000,0,2840000,307596,
2019-06-19,1599,1000,0,1000,0,0,15500629,0,0,0,0,0,25061,
2019-06-19,1742,21000,0,0,0,21000,10365273,73000,0,0,0,73000,54015,
2019-06-19,1752,1000,0,0,0,1000,25247118,24000,0,0,0,24000,14772,
2019-06-19,1777,0,0,0,0,0,7514887,0,0,0,0,0,8913,
2019-06-19,1781,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,1784,178000,3000,10000,0,171000,12406731,1552000,0,28000,0,1524000,406152,
2019-06-19,1785,296000,6000,27000,0,275000,99357810,4987775,0,0,0,4987775,1108315,
2019-06-19,1787,6000,0,6000,0,0,16972126,30000,0,21000,0,9000,66798,
2019-06-19,1788,0,0,0,0,0,9000000,75000,0,0,0,75000,7180,
2019-06-19,1795,1610000,81000,117000,0,1574000,21775186,7746000,203000,0,0,7949000,761074,
2019-06-19,1796,0,0,0,0,0,0,0,0,0,0,0,1467,Y
2019-06-19,1799,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,1813,4000,0,0,0,4000,11658877,0,0,0,0,0,71651,
2019-06-19,1815,922000,3000,1000,0,924000,107177350,8157000,8000,0,0,8165000,359983,
2019-06-19,2035,0,0,0,0,0,87500000,1000,0,0,0,1000,1731,
2019-06-19,2063,0,0,0,0,0,11250000,0,0,0,0,0,47054,
2019-06-19,2064,0,0,0,0,0,17500000,0,0,0,0,0,15707,
2019-06-19,2065,1000,0,0,0,1000,8169805,0,0,0,0,0,38765,
2019-06-19,2066,0,0,0,0,0,9125717,11000,0,0,0,11000,3091,
2019-06-19,2070,0,0,0,0,0,9195700,0,0,0,0,0,9543,
2019-06-19,2221,0,0,0,0,0,10581250,3000,0,0,0,3000,18429,
2019-06-19,2230,2000,0,0,0,2000,9978298,1000,0,0,0,1000,41676,
2019-06-19,2233,7000,0,0,0,7000,15072022,198300,0,0,0,198300,71574,
2019-06-19,2235,8000,0,1000,0,7000,8969500,1000,0,0,0,1000,78154,
2019-06-19,2596,5000,0,0,0,5000,25000000,1000,0,0,0,1000,47185,
2019-06-19,2640,0,0,0,0,0,12798824,9000,0,0,0,9000,14916,
2019-06-19,2641,3000,0,0,0,3000,37781160,48000,0,0,0,48000,107517,
2019-06-19,2719,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,2724,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,2726,0,0,0,0,0,8751339,5000,0,0,0,5000,21679,
2019-06-19,2732,115000,5000,23000,13000,84000,9561682,46000,0,0,0,46000,341682,
2019-06-19,2734,0,0,0,0,0,7564940,0,0,0,0,0,2104,
2019-06-19,2736,1000,0,1000,0,0,12248095,0,0,0,0,0,14469,
2019-06-19,2916,0,0,0,0,0,11609219,0,0,0,0,0,7347,X
2019-06-19,2924,0,0,0,0,0,8201293,0,0,0,0,0,340,
2019-06-19,2926,0,0,0,0,0,11847412,0,0,0,0,0,5605,X
2019-06-19,2928,0,0,0,0,0,11825288,20000,0,0,0,20000,14636,
2019-06-19,3064,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,3066,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,3071,17000,0,1000,0,16000,30000000,949000,0,34000,0,915000,88872,
2019-06-19,3073,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,3078,11000,1000,1000,0,11000,56847766,1524000,0,2000,0,1522000,102000,
2019-06-19,3081,233000,75000,49000,0,259000,22737794,2745400,18000,345000,0,2418400,490132,
2019-06-19,3083,1160000,54000,32000,0,1182000,21426089,469000,3000,0,0,472000,1078821,
2019-06-19,3085,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,3086,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,3088,7000,0,0,0,7000,19920912,5000,0,0,0,5000,28409,
2019-06-19,3089,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,3092,26000,0,2000,0,24000,17753038,81000,0,0,0,81000,107690,
2019-06-19,3093,0,0,0,0,0,9072223,0,0,0,0,0,5305,
2019-06-19,3095,0,0,0,0,0,0,0,0,0,0,0,0,XV
2019-06-19,3105,3556000,320000,1457000,2000,2417000,101014096,9717000,0,273000,0,9444000,5196997,
2019-06-19,3114,77000,2000,30000,0,49000,13003559,438000,0,0,0,438000,147243,
