date,stock_id,s_prev,s_sell,s_buy,s_ret,s_balance,s_limit,sbl_prev,sbl_sell,sbl_return,sbl_adj,sbl_balance,sbl_limit,note
2017-06-05,006201,0,0,0,0,0,5861500,0,0,0,0,0,10245,
2017-06-05,00679B,0,0,0,0,0,142798000,0,0,0,0,0,770880,
2017-06-05,00687B,0,0,0,0,0,23821750,0,0,0,0,0,1508910,X
2017-06-05,1258,0,0,0,0,0,9204114,0,0,0,0,0,11914,
2017-06-05,1259,2000,0,0,0,2000,8097375,0,0,0,0,0,27793,
2017-06-05,1264,1000,0,0,0,1000,7658175,0,0,0,0,0,24084,
2017-06-05,1333,0,0,0,0,0,12765093,0,0,0,0,0,13933,X
2017-06-05,1336,211000,101000,7000,0,305000,15688307,0,0,0,0,0,454245,
2017-06-05,1565,33000,5000,3000,0,35000,12604129,557000,12000,0,0,569000,104219,
2017-06-05,1566,1000,0,0,0,1000,16616757,0,0,0,0,0,60135,
2017-06-05,1569,1095000,75000,82000,0,1088000,25133676,96000,0,0,0,96000,1351061,
2017-06-05,1570,0,0,0,0,0,12875209,0,0,0,0,0,28998,
2017-06-05,1580,4000,0,0,0,4000,12132908,3000,0,0,0,3000,66378,
2017-06-05,1584,101000,0,0,0,101000,20617633,346070,43000,0,0,389070,897983,
2017-06-05,1586,936000,85000,0,0,1021000,17540029,209000,0,0,0,209000,254308,
2017-06-05,1593,5000,0,0,0,5000,7575140,0,0,0,0,0,26158,
2017-06-05,1595,0,0,0,0,0,10155455,106000,0,0,0,106000,9787,
2017-06-05,1597,924000,40000,44000,6000,914000,15511372,7000,0,0,0,7000,685206,
2017-06-05,1599,6000,1000,0,0,7000,12931899,0,0,0,0,0,32418,
2017-06-05,1742,0,0,0,0,0,16172631,0,0,0,0,0,70590,X
2017-06-05,1752,32000,0,0,0,32000,25247118,476000,0,0,0,476000,48341,
2017-06-05,1777,8000,2000,0,0,10000,7514887,7000,0,0,0,7000,8323,
2017-06-05,1781,0,0,0,0,0,11851901,0,0,0,0,0,19669,X
2017-06-05,1784,0,0,0,0,0,12422231,111750,0,0,0,111750,18983,
2017-06-05,1785,0,0,0,0,0,101383086,1604000,0,0,0,1604000,299295,X
2017-06-05,1787,2000,0,0,0,2000,18001126,11000,0,0,0,11000,70446,
2017-06-05,1788,0,0,0,0,0,8750000,61000,0,0,0,61000,2438,
2017-06-05,1795,65000,6000,3000,0,68000,21847936,4044000,0,0,0,4044000,153102,
2017-06-05,1799,2000,0,0,0,2000,14394266,0,0,0,0,0,61416,
2017-06-05,1813,0,0,0,0,0,11658877,0,0,0,0,0,6505,
2017-06-05,1815,186000,0,20000,0,166000,109302606,3376869,0,0,0,3376869,1235864,
2017-06-05,2035,0,0,0,0,0,87500000,0,0,0,0,0,1609,
2017-06-05,2061,0,0,0,0,0,15518769,0,0,0,0,0,46935,Y
2017-06-05,2063,1000,0,1000,0,0,11250000,0,0,0,0,0,7344,
2017-06-05,2064,0,0,0,0,0,17500000,0,0,0,0,0,5041,
2017-06-05,2066,4000,0,0,0,4000,9125717,0,0,0,0,0,25388,
2017-06-05,2221,5000,0,0,0,5000,10606250,3000,0,0,0,3000,65514,
2017-06-05,2230,0,0,0,0,0,9904334,0,0,0,0,0,6308,
2017-06-05,2233,355000,42000,14000,0,383000,12303691,164000,14000,0,0,178000,348317,
2017-06-05,2235,0,0,0,0,0,7969500,0,0,0,0,0,3260,
2017-06-05,2596,13000,2000,5000,0,10000,24345307,0,0,0,0,0,74883,
2017-06-05,2640,0,0,0,0,0,11608911,4000,0,0,0,4000,14298,
2017-06-05,2641,12000,4000,0,0,16000,46252883,0,0,0,0,0,234532,
2017-06-05,2719,1000,0,1000,0,0,9073000,0,0,0,0,0,15096,
2017-06-05,2724,0,0,0,0,0,9543072,0,0,0,0,0,7702,X
2017-06-05,2726,421000,1000,0,0,422000,7608716,0,0,0,0,0,268858,
2017-06-05,2732,202000,150000,1000,148000,203000,8361078,0,0,0,0,0,62772,
2017-06-05,2734,0,2000,0,0,2000,7564940,0,0,0,0,0,11099,
2017-06-05,2736,0,0,0,0,0,12248095,0,0,0,0,0,11024,
2017-06-05,2916,0,0,0,0,0,11609219,0,0,0,0,0,2119,
2017-06-05,2924,2000,0,0,0,2000,8501293,0,0,0,0,0,6381,
2017-06-05,2926,0,0,0,0,0,11847412,0,0,0,0,0,14801,
2017-06-05,2928,88000,2000,13000,0,77000,11825288,0,0,0,0,0,142154,
2017-06-05,3064,0,0,0,0,0,18026285,0,0,0,0,0,81329,X
2017-06-05,3066,0,0,0,0,0,19392653,0,0,0,0,0,14050,X
2017-06-05,3068,88000,8000,9000,0,87000,21252101,0,0,0,0,0,394555,
2017-06-05,3071,89000,0,21000,0,68000,36516969,0,0,0,0,0,330692,
2017-06-05,3073,0,0,0,0,0,5913416,0,0,0,0,0,13483,X
2017-06-05,3078,1252000,133000,88000,0,1297000,56847766,1487050,115000,0,0,1602050,380170,
2017-06-05,3081,148000,119000,13000,0,254000,22647419,4832690,15000,6000,0,4841690,345944,
2017-06-05,3083,261000,7000,18000,0,250000,21426089,453000,0,0,0,453000,353047,
2017-06-05,3085,0,0,0,0,0,12251122,0,0,0,0,0,143024,X
2017-06-05,3086,0,0,0,0,0,7791531,0,0,0,0,0,21198,X
2017-06-05,3088,28000,0,3000,0,25000,19757758,372000,0,0,0,372000,115208,
2017-06-05,3089,0,0,0,0,0,17332615,0,0,0,0,0,11239,X
2017-06-05,3092,386000,13000,4000,0,395000,15867922,46000,0,0,0,46000,330890,
2017-06-05,3093,0,0,0,0,0,9072223,0,0,0,0,0,2392,
2017-06-05,3095,0,0,0,0,0,22515118,0,0,0,0,0,10421,X
2017-06-05,3105,707000,98000,25000,0,780000,100666596,9711800,229000,0,0,9940800,1040662,
2017-06-05,3114,0,0,0,0,0,12503422,10000,0,0,0,10000,37314,
2017-06-05,3118,0,0,0,0,0,8113215,0,0,0,0,0,16172,
2017-06-05,3122,0,0,0,0,0,9824983,1000,0,0,0,1000,54518,
2017-06-05,3128,20000,0,0,0,20000,10500000,0,0,0,0,0,17109,
2017-06-05,3131,0,0,0,0,0,6170960,259000,0,0,0,259000,55279,Y
2017-06-05,3141,329000,8000,44000,5000,288000,15798888,1445000,6000,0,0,1451000,226995,
2017-06-05,3144,735000,7000,36000,0,706000,25159437,182000,0,0,0,182000,2130669,
2017-06-05,3152,79000,24000,17000,0,86000,17254050,302000,3000,0,0,305000,99956,
2017-06-05,3162,0,0,0,0,0,14132835,0,0,0,0,0,381232,X
2017-06-05,3163,824000,86000,14000,0,896000,18606620,951000,48000,0,0,999000,410556,
2017-06-05,3169,57000,2000,0,0,59000,13272662,0,0,0,0,0,299848,
2017-06-05,3171,0,0,0,0,0,9800878,0,0,0,0,0,6522,
2017-06-05,3188,0,0,0,0,0,11573780,0,0,0,0,0,79729,X
2017-06-05,3191,0,0,0,0,0,13673690,0,0,0,0,0,201080,X
2017-06-05,3202,332000,2000,0,0,334000,24171798,152000,0,0,0,152000,222237,
2017-06-05,3205,378000,30000,13000,0,395000,8193157,535584,0,0,0,535584,146601,
2017-06-05,3206,2000,0,0,0,2000,11231120,91400,0,0,0,91400,39396,
2017-06-05,3207,0,0,0,0,0,9564806,0,0,0,0,0,4197,X
2017-06-05,3211,29000,1000,1000,0,29000,37992130,921000,0,0,0,921000,50770,
2017-06-05,3213,1000,0,0,0,1000,14671386,20000,5000,0,0,25000,75753,
2017-06-05,3217,124000,2000,4000,0,122000,20526050,0,0,0,0,0,108697,
2017-06-05,3218,121000,7000,0,0,128000,19030750,125000,0,0,0,125000,576422,
2017-06-05,3221,30000,1000,10000,0,21000,24105202,207000,0,0,0,207000,84631,
2017-06-05,3224,609000,1000,40000,0,570000,10995310,207000,0,0,0,207000,182744,
2017-06-05,3226,0,0,0,0,0,16107643,0,0,0,0,0,4445,
2017-06-05,3227,332000,4000,23000,0,313000,33251179,2886100,0,0,0,2886100,674740,
2017-06-05,3230,0,4000,0,0,4000,26936631,0,0,0,0,0,184915,
2017-06-05,3232,58000,0,5000,0,53000,7891966,0,0,0,0,0,110375,X
2017-06-05,3234,3666000,49000,21000,0,3694000,18140778,2100000,30000,36000,0,2094000,611408,
2017-06-05,3236,650000,76000,24000,0,702000,15774121,0,9000,0,0,9000,665631,
2017-06-05,3252,0,0,0,0,0,7861438,0,0,0,0,0,32260,
2017-06-05,3259,0,0,0,0,0,16908388,0,0,0,0,0,47089,X
2017-06-05,3260,1694000,102000,138000,0,1658000,57493343,7444941,0,0,0,7444941,1801446,
2017-06-05,3264,42000,33000,1000,0,74000,121391577,414191,31000,0,0,445191,439162,
2017-06-05,3265,31000,0,0,0,31000,34065414,121000,0,0,0,121000,113975,
2017-06-05,3272,47000,11000,2000,0,56000,13066241,173132,0,0,0,173132,69900,
2017-06-05,3276,22000,0,0,0,22000,17428166,91000,0,0,0,91000,69147,
2017-06-05,3284,13000,1000,0,0,14000,13990447,0,0,0,0,0,59501,
2017-06-05,3285,1000,0,0,0,1000,11027331,0,0,0,0,0,57132,
