sigret_q,訊號數,M0漲停開盤,M0_成交率,M0_E,M0p_成交率,M0p_E,L1_成交率,L1_E,L2_成交率,L2_E,L3_成交率,L3_E,D_L1,D_L2,D_L3,M0p−M0
中,960,0,1.0,0.004716668653401547,1.0,0.004716668653401547,0.6864583333333333,-0.0005752404427608155,0.55625,0.0022940284330106153,0.4479166666666667,0.004008486776251278,-0.005291909096162362,-0.0024226402203909314,-0.0007081818771502687,0.0
低,961,0,1.0,0.008160852101261983,1.0,0.008160852101261983,0.8220603537981269,0.010486425258367453,0.7117585848074922,0.011714192111170533,0.6149843912591051,0.010835092774141889,0.00232557315710547,0.00355334000990855,0.002674240672879906,0.0
高,960,1,0.9989583333333333,0.009005696032837624,1.0,0.008910512370556923,0.76875,0.0021859384368029533,0.653125,0.0029992204124783283,0.53125,0.002413576417970186,-0.0068197575960346705,-0.006006475620359296,-0.006592119614867438,-9.518366228070119e-05
