N,r,seed,cagr,mdd,vol,first,end,trades,eq_sha,cash_mean,cash_med,tot
10,50,1050,0.38685557114222346,-0.3733251784741574,0.2858021325329621,526,2859,163,dbd9a454ce2cdd95,0.17900846520569,0.034713737490372876,21.922536742461794
10,51,1051,0.39893148236721077,-0.42675347464839164,0.28691496231640345,526,2859,163,f6eb0738f1e12a17,0.1785086472453963,0.034877980263169794,23.792355914218312
10,52,1052,0.36033553252762873,-0.36853135762887057,0.2810725755864712,526,2859,163,a0da4a89c44bebfd,0.18144334849623484,0.03598717841674515,18.269545224413793
10,53,1053,0.45249862217761483,-0.36205941468416847,0.2917669743428288,526,2859,163,762e14bb4b93a4dd,0.17539954731070692,0.027553294481924118,33.92382561349487
10,54,1054,0.40719177450206345,-0.3760999780568251,0.2836481695364523,526,2859,163,4eeeb67cff0fbfde,0.18017264829308305,0.03330168506950315,25.152209523927322
10,55,1055,0.39791385407101276,-0.4075468994817912,0.28558315222148184,526,2859,163,fced43d33a3c72ee,0.17942421439983305,0.028903128120550958,23.629461281386877
10,56,1056,0.4072744384643634,-0.3913544272576497,0.28628998079735296,526,2859,163,33502fd2b45355da,0.1811650810517056,0.035548137829503834,25.166162160913277
10,57,1057,0.38825000818285726,-0.45608336160243274,0.27843127074420054,526,2859,163,07179545ee761687,0.17889102378442437,0.03412378734862753,22.13152006743012
10,58,1058,0.3777722863623596,-0.33872916231538236,0.28246553212937764,526,2859,163,653f1cc7a1748cfb,0.17842988041703825,0.028264958000370544,20.603864859210518
10,59,1059,0.3701589603932396,-0.36980144590079694,0.27791134298938197,526,2859,163,e501b15c079b5aff,0.17967933462296626,0.027673694419384387,19.553723368943633
10,60,1060,0.38790432714229084,-0.3610793763976242,0.2783806423308131,526,2859,163,0cc9e08c8f5b1638,0.18166283502979805,0.03280647444669593,22.07954772286144
10,61,1061,0.36009196061360216,-0.43297292327181025,0.27857003747219566,526,2859,163,fb112ce41c0c833e,0.17927586560059056,0.03191142887573517,18.2386856247476
10,62,1062,0.41167868914076955,-0.3890353729689392,0.2895534378406231,526,2859,163,c4734751f2c9493a,0.17947406473905947,0.03207767502841996,25.91962646975645
10,63,1063,0.3652205193870104,-0.39328490510788516,0.283665925950166,526,2859,163,ccb6bf6b4028866a,0.18160241112868855,0.03475965780650381,18.898392693820064
10,64,1064,0.38832631012252206,-0.4431811228299171,0.2821159833387492,526,2859,163,4ef2a46b2d0b0e14,0.17987859639810808,0.03681632233234522,22.143006612708778
10,65,1065,0.4579931448583876,-0.38417063253091266,0.290635412351175,526,2859,163,4cb38cd41ef4e7cf,0.17676634666972874,0.023550982726896263,35.15486450189135
10,66,1066,0.4122781216937783,-0.4327642676548604,0.2857144223293301,526,2859,163,8ba9dbc577c638de,0.17791764594014803,0.029371085746858983,26.02371938413252
10,67,1067,0.41090639732505085,-0.4134751567381598,0.2862846800713645,526,2859,163,33ce15711fe53a01,0.17835748912521182,0.027711123522976666,25.786064955798704
10,68,1068,0.41330694666699763,-0.4260617129113953,0.28352463163786107,526,2859,163,0c69707a7437ef69,0.17810509029719995,0.032784304155329846,26.20324886856076
10,69,1069,0.37934963241698516,-0.4541532880063414,0.2839610561686599,526,2859,163,5613f80223bc7a1f,0.17874390750581765,0.033103782647387,20.827637541609874
10,70,1070,0.36382373593308603,-0.40955593802191775,0.285345341745022,526,2859,163,05e4090f5f70f5e4,0.17896429675972583,0.03378999430543672,18.716637793875584
10,71,1071,0.38374870184382015,-0.3877837039938632,0.2827376170694277,526,2859,163,42701acab0928e3c,0.18021798193923305,0.031691596538054534,21.463244184114096
10,72,1072,0.4135480102462359,-0.3748053852502217,0.28720089384130854,526,2859,163,5a059a4f173dbd47,0.17875855304028296,0.029845799204764156,26.24547413990061
10,73,1073,0.3874761511514049,-0.39072376964182404,0.2820661653980975,526,2859,163,1bb470602b228926,0.1817949588889277,0.0328647459949708,22.015323758744476
10,74,1074,0.38735406460833044,-0.38897330043039513,0.28147805618006144,526,2859,163,58ad5e3506ac7891,0.18086095448796244,0.035377369015085924,21.997042099076126
10,75,1075,0.411002088570424,-0.3697778710054744,0.28491642862048855,526,2859,163,429e6b76ed47bde0,0.1800840845775827,0.03463950358460299,25.802580501948285
10,76,1076,0.37328350140613065,-0.450820056138683,0.28640918869818066,526,2859,163,5241dadfa1fc2c17,0.1783899498392582,0.03217710573278543,19.978770991425804
10,77,1077,0.4352191372399832,-0.44095832663233,0.2864055007583042,526,2859,163,adf3bf3981acb9f5,0.1780935064568552,0.023408599724491608,30.29954183385006
10,78,1078,0.4006250529877651,-0.3687188382888119,0.28673350502352996,526,2859,163,741bfca4f216f9cd,0.17758588436786205,0.02803021138367312,24.065677414705867
10,79,1079,0.4662001252006296,-0.35161053864438113,0.2875877000144616,526,2859,163,27acaa1e119b5be7,0.17855749343069913,0.02800805643407267,37.06806955352682
10,80,1080,0.42882216268362683,-0.3893405204100861,0.28959231421754217,526,2859,163,58d40440bd0ab374,0.17920272558608635,0.03511190155101984,29.048286088870384
10,81,1081,0.36524191037603315,-0.3833764545610204,0.28269354892052767,526,2859,163,a7595bf95636b683,0.17831465913410305,0.03467647500870574,18.90118839786089
10,82,1082,0.3683983819658012,-0.3983935703592576,0.28203825171676306,526,2859,163,e31db682892370e1,0.180007710674202,0.030964348404667996,19.317800857283224
10,83,1083,0.3920076715300371,-0.40452644945804783,0.2825747657777272,526,2859,163,066e6fa44771da3f,0.17878168998521635,0.028814075166537,22.70357423178637
10,84,1084,0.37396574727460585,-0.42870882559992535,0.28507555127313094,526,2859,163,3d4b2cca6f742f6f,0.1786758158684045,0.03435832095957447,20.072671896702328
10,85,1085,0.38580699540500385,-0.38973244196571494,0.28598847994907034,526,2859,163,2b13c95e717c9c64,0.17765464997679134,0.0315477662879321,21.766551507813094
10,86,1086,0.40801481527366446,-0.39621691092890426,0.2865154645742273,526,2859,163,139d36f0b5f22cfd,0.17701171017144535,0.031254184227901605,25.29143734100446
10,87,1087,0.3842267244505819,-0.4331765624804211,0.28755294868404324,526,2859,163,d930b8ba9b18d2ed,0.1777944606593702,0.03662275350753019,21.533346019595452
10,88,1088,0.41695003242410067,-0.3821106231161274,0.28990508682715505,526,2859,163,205e0ee75db828e1,0.17800474154036058,0.03179385313661409,26.84790297448495
10,89,1089,0.371559651274479,-0.45247690673762697,0.28213425741993836,526,2859,163,455442484805ae58,0.18029746987424938,0.03405611698615196,19.74325635834449
10,90,1090,0.3798644010549117,-0.44578034872975664,0.2855759409619102,526,2859,163,b8157926424c61fd,0.1787568411435088,0.036668899026044977,20.901134844536728
10,91,1091,0.3911605184911122,-0.429124706173217,0.28422482159702384,526,2859,163,45c91c9fdfc3701d,0.1787611374095923,0.036680249487576755,22.57346479256076
10,92,1092,0.40153452826498603,-0.4535599757619949,0.28558405648999585,526,2859,163,08ab20caa741226f,0.17723772736084692,0.027673691520565535,24.213611107789866
10,93,1093,0.4055201554486505,-0.35810231798731096,0.2844956978278105,526,2859,163,79d5bdae00fa6fcd,0.17986277814917484,0.03358872308303984,24.871541232078144
10,94,1094,0.4209342341637876,-0.3634886811878108,0.2831881584261317,526,2859,163,36e0785c743468b6,0.1784062804227434,0.030495084470096523,27.569119750959178
10,95,1095,0.3780281924348774,-0.3739258628616675,0.2832787824147573,526,2859,163,4b60bd6ee647548e,0.1809640400536948,0.03669541351886074,20.640022647067457
10,96,1096,0.38499225768632694,-0.43606513236116207,0.28292948910686944,526,2859,163,185b24ac8a8c5a20,0.17980676251588007,0.034855990065214226,21.646037676207918
10,97,1097,0.380469460137856,-0.4015636214709685,0.28564391627399166,526,2859,163,27a507a15b3f994f,0.1789817574986913,0.035132626316413784,20.98781997988505
10,98,1098,0.37679191541011736,-0.40953790936613793,0.28227286402176816,526,2859,163,8aa4c37ee12903d0,0.17850305648005654,0.034850452696049694,20.46586858774063
10,99,1099,0.38634594963493196,-0.4049926177614866,0.2818130442890897,526,2859,163,c0c45e371b717843,0.18013533233853432,0.03513261686357749,21.846601491637227
10,100,1100,0.43338914692617836,-0.40962578427952245,0.28919855471775313,526,2859,163,e3cd486f97d42b62,0.17770385279037135,0.03444707591178586,29.93676442720332
10,101,1101,0.4566740702883625,-0.38827055564138796,0.2882101583420189,526,2859,163,8448dbcc22a52567,0.17769051284486176,0.0338626400709624,34.85574058543109
10,102,1102,0.40764323607190156,-0.37991892958199314,0.28560312652315384,526,2859,163,9c55d598a56a2c91,0.17758696682434785,0.028036838979035528,25.228494901315127
10,103,1103,0.4043653849990403,-0.4179968321691499,0.28408729321329057,526,2859,163,51097104166d0434,0.17852556348031393,0.028030226579013218,24.679291658626745
10,104,1104,0.38937828501788974,-0.3786267824036554,0.2788324311092234,526,2859,163,ad4f5851085575c2,0.180443005185521,0.030398352923550864,22.30191586717269
10,105,1105,0.4022710874193385,-0.3720901954787571,0.28121830681406124,526,2859,163,fe5f13050323d507,0.17982263689793368,0.029851670297554977,24.334013852297744
10,106,1106,0.3746692822044386,-0.38341135908403057,0.28480127252572324,526,2859,163,4899db909d64f1d3,0.17953922359141092,0.02812353561932046,20.169915983282475
10,107,1107,0.3732698283005127,-0.3620330461006261,0.28602335553632946,526,2859,163,bf581684e0b70628,0.17874526985501507,0.032960702704721734,19.976893114896207
10,108,1108,0.39906622309504725,-0.3553402044919183,0.2840704076041653,526,2859,163,1cf053611bda1314,0.177992366280077,0.030017505409861478,23.813999339187614
10,109,1109,0.40331374599923775,-0.3758230974589833,0.28578559638567863,526,2859,163,9d62c7c3daa4318a,0.17973733769439315,0.03544074689516552,24.505368807698158
10,110,1110,0.41345753494681015,-0.3816047234566445,0.28601031944313055,526,2859,163,d91946d835c4e79e,0.17859231050368335,0.031901991410201225,26.22961914439184
10,111,1111,0.4096146459136347,-0.4245845784548854,0.2838553728147872,526,2859,163,9a5074a56a47d8f6,0.17764887456982195,0.031452964093093394,25.56404202782668
10,112,1112,0.36003666134890344,-0.41096392295373535,0.2778919911927958,526,2859,163,bdab007776228551,0.18234462449421898,0.03588187724686287,18.231685921197133
10,113,1113,0.39640176028253205,-0.37355500922918816,0.28201513737228623,526,2859,163,c483d8719eacdabe,0.17896215441610425,0.03485044657108638,23.389257480606062
10,114,1114,0.38684661560929756,-0.37624617044138037,0.2822519170955087,526,2859,163,1f7de928b50adabc,0.18081884150788682,0.03541497755339795,21.921200304760475
10,115,1115,0.39891131487043285,-0.3758082326677223,0.2848354223104535,526,2859,163,02dac14e9015400f,0.17980305643606392,0.02471595310450836,23.789117919581724
10,116,1116,0.3946398143561691,-0.4049952353615348,0.2845135488820333,526,2859,163,0de502b49975050c,0.17908620735235914,0.03550653145877791,23.11211918316431
10,117,1117,0.4367686643519202,-0.428922652563136,0.29045993869429043,526,2859,163,9cc6c43b7ef867ec,0.1761709075309082,0.03189881601638023,30.609787871355977
10,118,1118,0.33415776782406104,-0.3874759123835358,0.27776901388844244,526,2859,163,9be83a01d502bca7,0.17958986469904173,0.032864744580417216,15.207508762488807
10,119,1119,0.40984845415041105,-0.3414665269860799,0.2828200128587217,526,2859,163,c67c09acc091a26d,0.17814452693647317,0.027800398426768846,25.604101249824673
10,120,1120,0.40191501442273014,-0.4040647888228481,0.28543628920925135,526,2859,163,d3bea879f74514aa,0.17822945437670082,0.028187781432350012,24.27574117363744
10,121,1121,0.4282962871652505,-0.4684666724618969,0.2853974564987023,526,2859,163,5781008e298f68f6,0.17775886740614652,0.034200870191538835,28.94750934246416
10,122,1122,0.3711081339064095,-0.3827901015147967,0.28010415393359744,526,2859,163,0b5c725836503ba3,0.18031674462142497,0.03607761971609713,19.681981152888874
10,123,1123,0.40830479683417464,-0.37413236952180307,0.2847841019049232,526,2859,163,67dea7731608954e,0.18000138049595818,0.03502691981715833,25.34065531514124
10,124,1124,0.35757145803527957,-0.4056007949893267,0.27892965110721113,526,2859,163,2ed61ab59766ed5a,0.18041174063624058,0.034064462627245495,17.92207346468205
10,125,1125,0.3862173928254833,-0.397927597687283,0.28381645837813196,526,2859,163,24a452fa50086631,0.1801287042328561,0.03265239457820557,21.827483294196167
10,126,1126,0.3903579351122115,-0.37539707740690753,0.28874646175312313,526,2859,163,daf07f7b5661322b,0.1786784369032535,0.02983873240024737,22.450815941051786
10,127,1127,0.40674605426811516,-0.36632599306028685,0.28669303358932713,526,2859,163,8b39710e695afb5d,0.17739653029905433,0.02803445441082575,25.077096670653763
10,128,1128,0.4499241545154953,-0.35644968713203,0.28811098850616446,526,2859,163,e17ea9ce0dd9cc47,0.17827448741795912,0.02768864037846397,33.36039620398707
10,129,1129,0.3305554700975619,-0.38672359124103994,0.27885701884223113,526,2859,163,b53c23ddd98716b4,0.17973951884515263,0.03485045757174765,14.824246486362563
10,130,1130,0.36213307923319626,-0.3950141910796548,0.2828318678684152,526,2859,163,2e56107a12b14488,0.1803564209478733,0.03303139723870929,18.49873466350003
10,131,1131,0.3915392609362469,-0.3732840193380533,0.28393106748022723,526,2859,163,a6eb9ba764c3b33b,0.17864032667302196,0.035881871085628014,22.631551072440164
10,132,1132,0.3939763381078296,-0.36978311732553,0.28422196271957634,526,2859,163,0dd5b27383884778,0.1796386401001242,0.029923557686451385,23.008523700010887
10,133,1133,0.40302944350442127,-0.37582309745898335,0.28131189895527386,526,2859,163,1530647ed3a687ed,0.1820303580196041,0.032353348182327935,24.45853867625213
10,134,1134,0.40822159537202696,-0.4318881533365975,0.28681170677287415,526,2859,163,84b7ac25257c2f79,0.1779823372706538,0.032024606291471414,25.326524949296886
10,135,1135,0.3785584220646454,-0.38335823943618674,0.2837058001898692,526,2859,163,4fb22ad398639e55,0.179412907705092,0.035487857168641224,20.7151210949137
10,136,1136,0.3784727292139336,-0.342187784692731,0.27891087459346325,526,2859,163,d8fe04e19ab93a9a,0.17937513609677364,0.029117382454135976,20.702967562967036
10,137,1137,0.404349155289218,-0.37328401936642,0.28081646881908057,526,2859,163,38fa5cc57ea20419,0.1804791113476584,0.03444707657251278,24.676599183527856
10,138,1138,0.41015955044399877,-0.4097494775789628,0.285538956615839,526,2859,163,1130bcfb269201a5,0.17728861611108274,0.034431246165127605,25.657489534605773
10,139,1139,0.37253231806421105,-0.4012653293697763,0.2814506928407695,526,2859,163,64f3d613f2bb52f4,0.17897673505612596,0.029724618402556024,19.87583632209852
10,140,1140,0.394549801904154,-0.45644185188750724,0.28887955819829386,526,2859,163,bd635b5409bac901,0.17819367201775038,0.024303874559092997,23.09804019142323
10,141,1141,0.38231811328728815,-0.45230396407047047,0.28390224872712605,526,2859,163,8bd2a985af458ca6,0.17804822523828043,0.03597955395786334,21.254666319126308
10,142,1142,0.358877426346347,-0.3700845915304398,0.2861616106892636,526,2859,163,43e09348d29c0ec3,0.17856086562316092,0.02858632085304802,18.085503395838906
10,143,1143,0.394263312539078,-0.4387504577251497,0.2853532242706777,526,2859,163,c3d72ef8b250ab14,0.17851292168069552,0.03479580524109083,23.05328095752571
10,144,1144,0.3924011440330819,-0.431273244019144,0.28575115593869754,526,2859,163,18024919dab537d7,0.17862659524681476,0.03339546221115408,22.76423315450692
10,145,1145,0.358742146973293,-0.4366450476575327,0.2787005291298001,526,2859,163,d32d3eca0c63c69d,0.17848394852063584,0.02989924078287265,18.068512785305472
10,146,1146,0.3857555179344321,-0.4512009346725475,0.27993571342007717,526,2859,163,957ded8af8038761,0.17967454419068052,0.03562858493501364,21.758919381618657
10,147,1147,0.4238254277571498,-0.3438441378780124,0.28358443213026574,526,2859,163,ce6fcfe67c4d605c,0.17847765000008353,0.026519302163930836,28.103275453241334
10,148,1148,0.36699121971305537,-0.4508416203177299,0.28537535399552216,526,2859,163,a8843cc438ee7c78,0.17798218203939037,0.03394727904172856,19.131070574940146
10,149,1149,0.38318690704163383,-0.39328490510788516,0.2815743555828398,526,2859,163,a7b263834ad6cdb7,0.18102579929992527,0.028059641702182447,21.381118052044204
10,150,1150,0.3946854272378397,-0.4097492141678763,0.28392979665262524,526,2859,163,c53c7f9285ba6b38,0.17811390262514187,0.03383498306552202,23.11925649571042
10,151,1151,0.39359840808771485,-0.4130749245104825,0.2841829427997008,526,2859,163,bf87483eba288bab,0.17797427693787465,0.03489274813039245,22.94969931285332
10,152,1152,0.34098140952620315,-0.42047712873825294,0.28205974502825515,526,2859,163,938b6a2e05742c52,0.17897680172127284,0.0346764864763095,15.95786717185286
10,153,1153,0.4058677865151359,-0.3579651376254595,0.2810508419070738,526,2859,163,9afc19ee63a76c3d,0.17960057573228155,0.03260834910836696,24.929677497129656
10,154,1154,0.3875250398212493,-0.4039450866509298,0.2833337124910664,526,2859,163,f80c7e3918be439c,0.17933147100261704,0.03553459990466379,22.022648324861436
10,155,1155,0.3981739519057059,-0.43317656248042113,0.2818120242070269,526,2859,163,0fed280e6e35c2ea,0.1775036237751695,0.030272822421130163,23.671000732345625
10,156,1156,0.4192527668228814,-0.39165941896831136,0.284387886104072,526,2859,163,ba8c2900d441e187,0.17838289843226618,0.023013636651234015,27.26265615721728
10,157,1157,0.4120639541604916,-0.36853135762887057,0.2886223049187542,526,2859,163,b9ee00d5ac9a58ff,0.17939505563441632,0.03027281557933925,25.98648583966295
10,158,1158,0.33644284427537463,-0.4236688422407494,0.27265059385347873,526,2859,163,980f46e0fe49949f,0.18135233224836558,0.03303066915979702,15.455195327666646
10,159,1159,0.43474468801332256,-0.3750172459781361,0.28868154733141993,526,2859,163,7135a2f569b7bfe8,0.17840781671143915,0.034323677323054635,30.20511154949234
10,160,1160,0.43865227944869445,-0.37387801521887637,0.28517844912750695,526,2859,163,27feb1fec64dac82,0.17746714155070276,0.027416216106896374,30.990747797016454
10,161,1161,0.36315644622881593,-0.4417226621956408,0.2780024558363407,526,2859,163,6f429fa3ac7a4e81,0.18031628681153453,0.030364319504433968,18.630360417983983
10,162,1162,0.38529212520154443,-0.3508501773051196,0.28835574696421024,526,2859,163,b2c048ce986eff3d,0.1780126814187691,0.029721482940756716,21.69032372258477
10,163,1163,0.404812588523658,-0.42913607219403227,0.28651653622926426,526,2859,163,9f0bfab0ac67339a,0.17605366265562802,0.035945995274501596,24.753585202366455
10,164,1164,0.3297367103571778,-0.40322248869640787,0.277810921479551,526,2859,163,c903beb24f8f16ae,0.17915926547671532,0.034943085013522834,14.738349475808333
10,165,1165,0.3759780888201778,-0.37501211511211396,0.2836103359129324,526,2859,163,c620102562c36950,0.1793618904686517,0.02604203426156504,20.35194330861548
10,166,1166,0.38271804777206997,-0.3848484385288591,0.28594930230692733,526,2859,163,9d8259400aaae20f,0.17818301480091456,0.03179372905002742,21.312792936243113
10,167,1167,0.3770890336965229,-0.3820741283510851,0.28178435666746043,526,2859,163,c7305830172062af,0.17925387253609265,0.03444707276807868,20.5076032001244
10,168,1168,0.42075936873928543,-0.39080119670206603,0.28802669674411296,526,2859,163,41be6e5d72667d02,0.17837615834702292,0.0373453663444423,27.537105977761207
10,169,1169,0.38792758779290715,-0.40684088733112767,0.2827084088690159,526,2859,163,1a5a99254dd416d0,0.18176494335123353,0.036940080564110356,22.08304148044995
10,170,1170,0.435788965729734,-0.37088105256155174,0.28567424407653796,526,2859,163,6239fe1cfbf99ef9,0.17718320109078162,0.022724785656909163,30.41330439994233
10,171,1171,0.4098954827178418,-0.38935065401523655,0.28708937231408715,526,2859,163,4e6554d39fd9e0b2,0.18008218686267718,0.03485519417500482,25.612165603061438
10,172,1172,0.4005310760209311,-0.3697778710054744,0.2884172944633713,526,2859,163,6fb1fde3e9357585,0.17981820923146186,0.02945282092605539,24.050437441802995
10,173,1173,0.39417973931915284,-0.436065132361162,0.2850699472794696,526,2859,163,e6182312a65a1fa6,0.17955053460056636,0.034290602717565344,23.040238640163597
10,174,1174,0.41200126878446763,-0.39347375945716795,0.2881167799219875,526,2859,163,1e88f76b2d12315b,0.17870803814128097,0.03204297583801374,25.975596849525314
