date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,official_factor,source
2014-09-30,6138,28.3,34.26,現金減資,,,1.21057640,revivt
2014-09-30,8942,69,79.38,現金減資,,,1.15046466,revivt
