date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,official_factor,source
2023-03-01,4419,9,11.25,彌補虧損,,,1.25000000,revivt
2023-03-01,8067,8.88,15.4,彌補虧損,,,1.73410395,revivt
