date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,official_factor,source
2018-12-24,3219,11,17.34,彌補虧損,,,1.57605975,revivt
2018-12-24,3288,4.4,11,彌補虧損,,,2.50000000,revivt
