date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,official_factor,source
2017-10-06,4303,37.3,109.4,現金減資,,,2.93299370,revivt
2017-10-06,8107,41.35,51.52,現金減資,,,1.24602609,revivt
