date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,official_factor,source
2017-10-30,3580,37.2,69.19,彌補虧損,,,1.85986567,revivt
2017-10-30,3664,17.7,20.94,現金減資,,,1.18278519,revivt
