date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,official_factor,source
2018-08-27,4198,5.61,18.7,彌補虧損,,,3.33333333,revivt
2018-08-27,8924,25.2,32,現金減資,,,1.26965275,revivt
