date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,official_factor,source
2022-09-26,3288,15,22.66,彌補虧損,,,1.51067066,revivt
2022-09-26,6291,64.2,96.3,彌補虧損,,,1.49999999,revivt
