date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,official_factor,source
2020-09-28,5351,9.41,18.81,彌補虧損,,,1.99919684,revivt
2020-09-28,6244,24.5,37.29,彌補虧損,,,1.52221878,revivt
