date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,official_factor,source
2021-04-19,5205,9.97,24.93,彌補虧損,,,2.50000000,revivt
2021-04-19,5475,5.5,7.86,彌補虧損,,,1.42857143,revivt
