date,stock_id,pre_close,ref_price,value,kind,open_base
2022-08-30,1210,50.70,48.28,2.414286,權,48.30
2022-08-30,1229,58.80,56.00,2.800000,權,56.00
2022-08-30,1235,71.20,54.84,16.356250,權息,54.80
2022-08-30,1409,19.30,17.90,1.400000,息,17.90
2022-08-30,2023,15.95,15.19,0.759524,權,15.20
2022-08-30,2059,463.00,452.12,10.880000,息,452.00
2022-08-30,2328,35.15,34.15,1.000000,息,34.15
2022-08-30,2484,41.30,39.80,1.500000,息,39.80
2022-08-30,2506,10.00,9.90,0.100000,息,9.90
2022-08-30,2630,17.85,16.60,1.244155,權,16.60
2022-08-30,4104,68.50,65.23,3.261905,權,65.20
2022-08-30,6719,300.00,292.50,7.494971,息,292.50
2022-08-30,8488,16.60,16.30,0.300000,息,16.30
