date,stock_id,pre_close,ref_price,value,kind,open_base
2017-07-12,1256,142.00,138.48,3.510415,權,142.00
2017-07-12,1301,93.00,88.40,4.600000,息,88.40
2017-07-12,1463,28.35,25.05,3.300000,息,25.05
2017-07-12,1605,13.00,12.30,0.700000,息,12.30
2017-07-12,2102,13.95,13.85,0.100000,息,13.85
2017-07-12,2313,24.95,24.35,0.600000,息,24.35
2017-07-12,2385,77.10,76.71,0.383583,權,76.70
2017-07-12,2423,23.35,22.15,1.200000,息,22.15
2017-07-12,2427,8.45,8.25,0.200000,息,8.25
2017-07-12,2849,13.40,12.80,0.600000,息,12.80
2017-07-12,3014,36.75,33.81,2.934933,息,33.80
2017-07-12,3060,31.90,30.40,1.500000,息,30.40
2017-07-12,4904,77.60,73.85,3.750000,息,73.90
2017-07-12,5706,36.65,34.65,2.000000,息,34.65
2017-07-12,8374,18.25,18.15,0.100000,息,18.15
2017-07-12,8422,178.50,167.00,11.500000,息,167.00
2017-07-12,8427,56.00,52.00,4.000000,息,52.00
2017-07-12,9939,59.20,56.70,2.500000,息,56.70
