date,stock_id,pre_close,ref_price,value,kind,open_base
2023-07-05,1795,297.00,293.54,3.459921,息,293.50
2023-07-05,2030,23.45,21.95,1.500000,息,21.95
2023-07-05,2107,22.30,21.10,1.200000,息,21.10
2023-07-05,2327,497.50,487.50,9.993836,息,487.50
2023-07-05,2421,108.00,105.40,2.600000,息,105.50
2023-07-05,2425,42.20,41.40,0.800000,息,41.40
2023-07-05,2820,15.55,15.05,0.500000,息,15.05
2023-07-05,2832,23.00,22.00,1.000000,息,22.00
2023-07-05,2887E,51.40,49.02,2.375000,息,49.00
2023-07-05,2887F,48.50,46.60,1.900000,息,46.60
2023-07-05,2887Z1,17.00,16.70,0.293425,息,16.70
2023-07-05,3021,22.65,21.95,0.700000,息,21.95
2023-07-05,3231,105.00,102.40,2.598720,息,102.50
2023-07-05,4439,139.00,132.00,7.000000,息,132.00
2023-07-05,4526,19.80,19.60,0.200000,息,19.60
2023-07-05,4904,76.70,73.45,3.250000,息,73.50
2023-07-05,5234,119.50,116.20,3.300000,息,116.00
2023-07-05,8481,59.00,55.20,3.800000,息,55.20
