date,stock_id,pre_close,ref_price,value,kind,open_base
2026-06-16,00730,29.52,29.41,0.110000,息,29.41
2026-06-16,00896,29.00,27.75,1.250000,息,27.75
2026-06-16,00900,19.51,19.43,0.075000,息,19.43
2026-06-16,00915,31.46,31.01,0.450000,息,31.01
2026-06-16,00916,27.90,25.98,1.920000,息,25.98
2026-06-16,00919,30.69,29.69,1.000000,息,29.69
2026-06-16,00921,23.12,22.80,0.320000,息,22.80
2026-06-16,00934,28.77,28.52,0.250000,息,28.52
2026-06-16,00943,22.30,22.18,0.120000,息,22.18
2026-06-16,00944,21.36,21.30,0.054000,息,21.30
2026-06-16,00945B,14.50,14.41,0.087000,息,14.41
2026-06-16,00952,18.53,18.41,0.120000,息,18.41
2026-06-16,00961,12.94,12.79,0.150000,息,12.79
2026-06-16,00963,12.88,12.79,0.090000,息,12.79
2026-06-16,00964,14.78,14.67,0.106000,息,14.67
2026-06-16,00972,19.84,19.62,0.220000,息,19.62
2026-06-16,009802,19.92,19.72,0.198000,息,19.72
2026-06-16,009809,17.41,17.31,0.100000,息,17.31
2026-06-16,00981A,31.47,30.84,0.630000,息,30.84
2026-06-16,00981T,12.22,12.14,0.071000,息,12.14
2026-06-16,00982D,10.02,9.96,0.052000,息,9.96
2026-06-16,00983D,10.16,10.10,0.060000,息,10.10
2026-06-16,1582,91.70,88.70,3.000000,息,88.70
2026-06-16,2069,20.15,19.15,1.000000,息,19.15
2026-06-16,2459,68.60,64.40,4.200000,息,64.40
2026-06-16,2480,156.50,148.70,7.800000,息,148.50
2026-06-16,2606,67.20,64.40,2.800000,息,64.40
2026-06-16,2816,33.80,32.30,1.500000,息,32.30
2026-06-16,2850,148.00,140.73,7.270000,息,140.50
2026-06-16,2908,21.50,20.95,0.550000,息,20.95
2026-06-16,3015,60.60,58.40,2.200000,息,58.40
2026-06-16,3035,202.00,200.20,1.800000,息,200.00
2026-06-16,3042,243.50,238.70,4.800000,息,238.50
2026-06-16,4133,20.80,20.68,0.112000,息,20.70
2026-06-16,6414,381.50,367.71,13.784207,息,367.50
2026-06-16,6722,39.20,37.20,2.000000,息,37.20
