date,stock_id,pre_close,ref_price,value,kind,open_base
2021-08-13,1446,31.10,30.80,0.300000,息,30.80
2021-08-13,1464,17.20,16.90,0.300000,息,16.90
2021-08-13,1476,567.00,556.00,11.000000,息,556.00
2021-08-13,1773,154.50,135.91,18.590000,權息,136.00
2021-08-13,2425,27.75,27.25,0.500000,息,27.25
2021-08-13,2455,126.00,123.41,2.590000,息,123.50
2021-08-13,2823,26.90,26.50,0.400000,息,26.50
2021-08-13,3591,24.50,24.18,0.319470,息,24.20
2021-08-13,4536,148.00,143.00,5.000000,息,143.00
2021-08-13,6153,28.30,27.80,0.500000,息,27.80
2021-08-13,8039,52.80,50.30,2.500000,息,50.30
2021-08-13,9929,10.90,10.50,0.400000,息,10.50
2021-08-13,9942,96.00,91.80,4.200000,息,91.80
