date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2024-06-28,1341,71.30,66.89,4.400231,息,66.90,73.50,60.30
2024-06-28,1472,70.00,66.38,3.619870,權,70.00,77.00,59.80
2024-06-28,1731,26.20,25.05,1.150000,息,25.05,27.55,22.55
2024-06-28,2012,25.05,24.14,0.910000,息,24.15,26.55,21.75
2024-06-28,2069,16.45,15.95,0.500000,息,15.95,17.50,14.40
2024-06-28,2605,31.45,30.70,0.750000,息,30.70,33.75,27.65
2024-06-28,2637,71.00,68.25,2.750000,息,68.30,75.00,61.50
2024-06-28,3416,155.50,150.39,5.107109,息,150.50,165.00,135.50
2024-06-28,3669,51.30,49.96,1.340000,息,49.95,54.90,45.00
2024-06-28,5306,140.00,139.41,0.582583,息,139.50,153.00,125.50
2024-06-28,6585,206.50,202.59,3.904934,息,202.50,222.50,182.50
2024-06-28,8112,81.70,77.66,4.035254,息,77.70,85.40,69.90
2024-06-28,8112A,43.45,41.42,2.025000,息,41.40,45.55,37.30
2024-06-28,8341,99.10,95.30,3.800000,息,95.30,104.50,85.80
2024-06-28,8422,191.00,181.00,10.000000,息,181.00,199.00,163.00
