date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2024-08-16,00690,34.48,33.48,1.000000,息,33.48,36.82,30.14
2024-08-16,00701,28.92,28.62,0.300000,息,28.62,31.48,25.76
2024-08-16,00771,17.81,17.59,0.220000,息,17.59,9999.95,0.01
2024-08-16,00850,44.11,43.49,0.620000,息,43.49,47.83,39.15
2024-08-16,00878,23.13,22.58,0.550000,息,22.58,24.83,20.33
2024-08-16,00881,23.92,22.92,1.000000,息,22.92,25.21,20.63
2024-08-16,00891,18.26,17.85,0.410000,息,17.85,19.63,16.07
2024-08-16,00894,20.56,19.86,0.700000,息,19.86,21.84,17.88
2024-08-16,00900,15.79,14.99,0.792000,息,14.99,16.48,13.50
2024-08-16,00913,21.22,20.56,0.660000,息,20.56,22.61,18.51
2024-08-16,00932,17.27,16.62,0.650000,息,16.62,18.28,14.96
2024-08-16,00934,19.49,19.35,0.140000,息,19.35,21.28,17.42
2024-08-16,00944,14.87,14.81,0.058000,息,14.81,16.29,13.33
2024-08-16,00945B,15.28,15.17,0.102000,息,15.17,9999.95,0.01
2024-08-16,1609,56.80,52.95,3.847619,權息,53.00,58.20,47.70
2024-08-16,3023,302.00,292.40,9.598566,息,292.50,321.50,263.50
2024-08-16,6799,117.00,114.03,2.969445,息,114.00,125.00,103.00
