date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2024-07-30,1540,31.15,30.05,1.100000,息,30.05,33.05,27.05,30.05
2024-07-30,1617,22.75,22.46,0.281657,息,22.45,24.70,20.25,22.46
2024-07-30,1736,117.00,116.00,0.998753,息,116.00,127.50,104.50,116.00
2024-07-30,2020,36.50,30.41,6.083334,權,30.40,33.45,27.40,30.41
2024-07-30,2348,369.50,279.42,90.071334,權息,279.50,307.00,251.50,279.42
2024-07-30,2348A,34.30,32.70,1.600000,息,32.70,35.95,29.45,32.70
2024-07-30,2497,56.10,55.10,1.000000,息,55.10,60.60,49.60,55.10
2024-07-30,2867,7.73,7.67,0.051672,權,7.73,8.50,6.91,7.73
2024-07-30,3048,43.10,42.10,1.000000,息,42.10,46.30,37.90,42.10
2024-07-30,3376,226.00,219.87,6.125178,權息,222.00,244.00,198.00,222.00
2024-07-30,3454,134.50,130.70,3.800000,息,130.50,143.50,118.00,130.70
2024-07-30,4190,47.75,46.74,1.005338,息,46.75,51.40,42.10,46.74
2024-07-30,4560,36.80,35.80,1.000000,息,35.80,39.35,32.25,35.80
2024-07-30,6177,71.00,64.76,6.238096,權息,64.80,71.20,58.30,64.76
2024-07-30,6288,27.15,26.95,0.191108,息,26.95,29.60,24.30,26.95
2024-07-30,6689,108.00,106.00,2.000000,息,106.00,116.50,95.40,106.00
2024-07-30,8131,37.45,36.55,0.900000,息,36.55,40.20,32.90,36.55
