date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2016-08-09,1440,14.10,13.65,0.450000,息,13.65,15.00,12.30,13.65
2016-08-09,1817,38.45,36.45,2.000000,息,36.45,40.05,32.85,36.45
2016-08-09,2360,90.00,87.62,2.372597,息,87.60,96.30,78.90,87.62
2016-08-09,2459,37.10,34.60,2.500000,息,34.60,38.05,31.15,34.60
2016-08-09,3189,71.90,68.40,3.500000,息,68.40,75.20,61.60,68.40
2016-08-09,3231,23.80,21.94,1.853040,權息,21.95,24.10,19.75,21.94
2016-08-09,3311,16.80,16.21,0.590000,息,16.20,17.80,14.60,16.21
2016-08-09,3703,10.95,10.45,0.500000,息,10.45,11.45,9.41,10.45
2016-08-09,5706,39.90,37.07,2.824187,息,37.05,40.75,33.40,37.07
2016-08-09,9914,148.00,142.50,5.500000,息,142.50,156.50,128.50,142.50
