date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2023-08-24,1419,43.20,41.70,1.500000,息,41.70,45.85,37.55
2023-08-24,1454,17.80,17.55,0.250000,息,17.55,19.30,15.80
2023-08-24,1464,14.45,13.25,1.195283,權息,13.25,14.55,11.95
2023-08-24,1527,40.85,38.45,2.400000,息,38.45,42.25,34.65
2023-08-24,1541,31.70,30.70,1.000000,息,30.70,33.75,27.65
2023-08-24,1709,23.90,22.10,1.800000,息,22.10,24.30,19.90
2023-08-24,2201,74.70,73.76,0.934579,息,73.80,81.10,66.40
2023-08-24,2383,442.00,433.59,8.406830,息,433.50,476.50,390.50
2023-08-24,2402,37.50,36.50,0.991548,息,36.50,40.15,32.85
2023-08-24,2428,158.00,152.60,5.400000,息,152.50,167.50,137.50
2023-08-24,2527,23.20,22.20,1.000000,息,22.20,24.40,20.00
2023-08-24,2539,48.05,41.27,6.770154,權息,41.25,45.35,37.15
2023-08-24,2702,22.35,21.09,1.254762,權息,21.10,23.15,19.00
2023-08-24,3312,21.20,19.20,2.000000,息,19.20,21.10,17.30
2023-08-24,3419,18.50,18.30,0.200000,息,18.30,20.10,16.50
2023-08-24,4572,197.00,178.90,18.097435,權息,179.00,196.50,161.50
2023-08-24,4746,86.80,85.80,1.000000,息,85.80,94.30,77.30
2023-08-24,6108,20.05,19.55,0.500000,息,19.55,21.50,17.60
2023-08-24,6230,149.00,147.93,1.070000,息,148.00,162.50,133.50
2023-08-24,6666,70.50,69.40,1.100000,息,69.40,76.30,62.50
