date,stock_id,pre_close,ref_price,value,kind,open_base
2026-06-22,00713,61.70,60.70,1.000000,息,60.70
2026-06-22,1313,11.60,11.50,0.100000,息,11.50
2026-06-22,1319,99.20,94.20,5.000000,息,94.20
2026-06-22,1735,23.15,22.50,0.650000,息,22.50
2026-06-22,1904,23.10,22.65,0.450000,息,22.65
2026-06-22,2106,17.85,17.20,0.650000,息,17.20
2026-06-22,2313,259.50,257.64,1.855213,權,259.50
2026-06-22,2388,81.40,81.35,0.050000,息,81.40
2026-06-22,2498,46.40,45.90,0.500000,息,45.90
2026-06-22,3026,902.00,896.20,5.800000,息,896.00
2026-06-22,3094,38.25,38.00,0.250000,息,38.00
2026-06-22,3447,40.20,39.10,1.100000,息,39.10
2026-06-22,4739,123.50,122.50,0.999983,息,122.50
2026-06-22,4906,43.80,43.32,0.473163,息,43.30
2026-06-22,6120,15.05,14.80,0.250000,息,14.80
2026-06-22,6531,1025.00,1018.01,6.985647,息,1020.00
2026-06-22,6669,5130.00,4985.60,144.391544,息,4985.00
2026-06-22,6965,82.00,77.00,5.000000,息,77.00
2026-06-22,7780,19.20,18.30,0.893401,息,18.30
2026-06-22,9907,16.70,15.52,1.180000,息,15.50
