date,stock_id,pre_close,ref_price,value,kind,open_base
2020-08-26,1339,43.00,41.00,2.000000,息,41.00
2020-08-26,1453,8.25,8.08,0.161765,權,8.08
2020-08-26,1457,14.00,13.50,0.500000,息,13.50
2020-08-26,1526,43.00,42.20,0.800000,息,42.20
2020-08-26,2101,48.20,47.85,0.350000,息,47.85
2020-08-26,2441,52.90,50.60,2.300000,息,50.60
2020-08-26,2468,14.20,13.70,0.500000,息,13.70
2020-08-26,2812,12.10,11.23,0.864259,權息,11.25
2020-08-26,2901,24.30,23.89,0.404258,息,23.90
2020-08-26,6216,27.45,25.58,1.868528,息,25.60
2020-08-26,6464,122.00,115.66,6.336509,權息,115.50
2020-08-26,6625,36.85,35.00,1.845224,權息,35.00
