date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2021-08-10,2031,75.80,73.88,1.919732,息,73.90,81.20,66.50,73.88
2021-08-10,2115,50.20,44.27,5.927272,權息,44.25,48.65,39.85,44.27
2021-08-10,2206,28.75,27.44,1.308862,息,27.45,30.15,24.70,27.44
2021-08-10,2477,32.70,31.25,1.450000,息,31.25,34.35,28.15,31.25
2021-08-10,2883,14.15,13.60,0.549737,息,13.60,14.95,12.25,13.60
2021-08-10,3008,2820.00,2728.50,91.500000,息,2730.00,3000.00,2460.00,2728.50
2021-08-10,3708,99.50,96.00,3.500000,息,96.00,105.50,86.40,96.00
2021-08-10,6202,131.50,126.94,4.560000,息,127.00,139.50,114.50,126.94
2021-08-10,6525,115.50,111.00,4.500000,息,111.00,122.00,99.90,111.00
2021-08-10,8462,153.00,141.07,11.921513,權息,141.00,155.00,127.00,141.07
