date,stock_id,pre_close,ref_price,value,kind,open_base
2022-07-21,1101,41.60,36.91,4.687849,權息,36.90
2022-07-21,1101B,52.10,50.35,1.750000,息,50.40
2022-07-21,1110,18.25,18.05,0.200000,息,18.05
2022-07-21,1227,44.00,42.10,1.900000,息,42.10
2022-07-21,1417,10.35,10.00,0.350000,息,10.00
2022-07-21,1611,19.90,19.10,0.800000,息,19.10
2022-07-21,1708,46.50,44.50,2.000000,息,44.50
2022-07-21,1734,28.50,28.30,0.200000,息,28.30
2022-07-21,2013,53.60,51.60,2.000000,息,51.60
2022-07-21,2030,24.05,22.05,2.000000,息,22.05
2022-07-21,2204,59.20,53.70,5.500000,息,53.70
2022-07-21,2239,60.20,57.70,2.500000,息,57.70
2022-07-21,2302,16.65,16.04,0.601312,息,16.05
2022-07-21,2329,16.50,15.50,1.000000,息,15.50
2022-07-21,2340,44.40,41.39,3.000280,息,41.40
2022-07-21,2449,40.60,37.60,3.000000,息,37.60
2022-07-21,2471,28.00,25.75,2.243811,息,25.75
2022-07-21,2607,29.55,29.15,0.400000,息,29.15
2022-07-21,3055,25.65,25.45,0.199916,息,25.45
2022-07-21,3209,38.75,33.65,5.092593,權息,33.65
2022-07-21,3673,34.55,33.05,1.500000,息,33.05
2022-07-21,4581,31.85,30.35,1.500000,息,30.35
2022-07-21,4737,73.80,71.80,1.999181,息,71.80
2022-07-21,5471,68.00,61.00,7.000000,息,61.00
2022-07-21,8021,30.10,27.80,2.300000,息,27.80
2022-07-21,8028,67.70,63.11,4.586793,權息,63.10
2022-07-21,9905,26.15,24.65,1.500000,息,24.65
2022-07-21,9918,44.55,42.85,1.700000,息,42.85
