date,stock_id,pre_close,ref_price,value,kind,open_base
2017-06-26,1307,38.05,35.85,2.200000,息,35.85
2017-06-26,2032,9.96,9.56,0.400000,息,9.56
2017-06-26,2107,15.75,15.19,0.553618,息,15.20
2017-06-26,2330,217.00,210.00,7.000000,息,210.00
2017-06-26,2415,27.70,26.80,0.900000,息,26.80
2017-06-26,2421,41.10,39.10,2.000000,息,39.10
2017-06-26,2727,190.50,187.00,3.500000,息,187.00
2017-06-26,4915,66.70,64.19,2.500320,息,64.20
2017-06-26,4977,105.50,98.72,6.774510,權息,98.70
2017-06-26,6164,14.35,13.50,0.850000,息,13.50
