date,stock_id,pre_close,ref_price,value,kind,open_base
2025-10-20,00714,20.05,19.92,0.123000,息,19.92
2025-10-20,00717,14.84,14.69,0.141000,息,14.69
2025-10-20,00730,23.81,23.70,0.110000,息,23.70
2025-10-20,00733,48.30,47.23,1.063000,息,47.23
2025-10-20,00900,13.63,13.53,0.100000,息,13.53
2025-10-20,00905,16.74,16.49,0.250000,息,16.49
2025-10-20,00908,13.49,13.36,0.121000,息,13.36
2025-10-20,00912,20.92,20.62,0.300000,息,20.62
2025-10-20,00922,25.94,24.69,1.250000,息,24.69
2025-10-20,00927,20.47,20.25,0.220000,息,20.25
2025-10-20,00934,20.22,20.12,0.098000,息,20.12
2025-10-20,00943,14.85,14.78,0.069000,息,14.78
2025-10-20,00944,14.23,14.17,0.054000,息,14.17
2025-10-20,00945B,14.20,14.11,0.082000,息,14.11
2025-10-20,00952,11.37,11.34,0.030000,息,11.34
2025-10-20,00956,10.32,10.16,0.160000,息,10.16
2025-10-20,00960,13.68,13.47,0.205000,息,13.47
2025-10-20,00961,9.48,9.44,0.031000,息,9.44
2025-10-20,00963,10.60,10.54,0.059000,息,10.54
2025-10-20,00964,10.94,10.87,0.065000,息,10.87
2025-10-20,00984A,10.60,10.39,0.210000,息,10.39
2025-10-20,2465,75.30,72.07,3.225256,權,75.30
