date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2019-07-15,1104,20.00,19.00,1.000000,息,19.00,20.90,17.10
2019-07-15,1215,69.40,66.40,3.000000,息,66.40,73.00,59.80
2019-07-15,1410,27.25,25.95,1.300000,息,25.95,28.50,23.40
2019-07-15,1614,28.60,27.69,0.908598,息,27.70,30.45,24.95
2019-07-15,2324,20.45,19.25,1.200000,息,19.25,21.15,17.35
2019-07-15,2376,53.50,50.50,3.000000,息,50.50,55.50,45.45
2019-07-15,2401,13.10,12.74,0.360000,息,12.75,14.00,11.50
2019-07-15,2608,37.60,36.04,1.560000,息,36.05,39.60,32.45
2019-07-15,2616,30.85,29.24,1.600002,息,29.25,32.15,26.35
2019-07-15,2891,21.60,20.60,1.000000,息,20.60,22.65,18.55
2019-07-15,2891B,65.00,62.75,2.250000,息,62.80,69.00,56.50
2019-07-15,2903,23.70,22.85,0.850000,息,22.85,25.10,20.60
2019-07-15,6257,31.25,29.19,2.059843,息,29.20,32.10,26.30
2019-07-15,6533,127.50,126.80,0.697086,息,127.00,139.00,114.50
2019-07-15,6670,199.00,188.00,11.000000,息,188.00,206.50,169.50
2019-07-15,8016,145.50,140.50,5.000000,息,140.50,154.50,126.50
2019-07-15,9902,9.90,9.60,0.300000,息,9.60,10.55,8.64
2019-07-15,9907,13.25,12.78,0.470000,息,12.80,14.05,11.55
