date,stock_id,pre_close,ref_price,value,kind,open_base
2019-07-10,1232,130.00,125.00,5.000000,息,125.00
2019-07-10,1233,39.60,37.70,1.900000,息,37.70
2019-07-10,1618,8.50,8.20,0.300000,息,8.20
2019-07-10,1723,135.00,129.70,5.300000,息,129.50
2019-07-10,2369,8.40,8.20,0.199900,息,8.20
2019-07-10,2464,48.95,45.65,3.300000,息,45.65
2019-07-10,3094,18.00,17.20,0.800000,息,17.20
2019-07-10,3532,120.50,111.50,9.000000,息,111.50
2019-07-10,5471,32.20,30.12,2.080000,息,30.10
2019-07-10,5538,35.85,33.85,2.000000,息,33.85
2019-07-10,6213,117.50,113.70,3.800000,息,113.50
2019-07-10,6671,47.45,44.45,3.000000,息,44.45
2019-07-10,9802,74.60,70.97,3.625700,息,71.00
