date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2016-07-28,0050,69.70,68.85,0.850000,息,68.85,75.70,62.00,68.85
2016-07-28,006203,32.54,32.24,0.300000,息,32.24,35.46,29.02,32.24
2016-07-28,1234,33.95,32.45,1.500000,息,32.45,35.65,29.25,32.45
2016-07-28,1304,13.30,12.80,0.500000,息,12.80,14.05,11.55,12.80
2016-07-28,1307,39.40,36.60,2.798059,權息,36.60,40.25,32.95,36.60
2016-07-28,1470,19.00,18.40,0.600000,息,18.40,20.20,16.60,18.40
2016-07-28,1617,6.75,6.45,0.300000,息,6.45,7.09,5.81,6.45
2016-07-28,1810,7.82,7.62,0.200000,息,7.62,8.38,6.86,7.62
2016-07-28,2027,17.55,16.55,0.996631,權息,16.55,18.20,14.90,16.55
2016-07-28,2228,226.00,221.53,4.467882,息,221.50,243.50,199.50,221.53
2016-07-28,2393,55.80,52.80,2.995924,息,52.80,58.00,47.55,52.80
2016-07-28,2442,5.73,5.66,0.062793,權息,5.66,6.22,5.10,5.66
2016-07-28,2462,18.15,16.62,1.529630,權息,16.60,18.25,15.00,16.62
2016-07-28,2495,17.10,16.20,0.900000,息,16.20,17.80,14.60,16.20
2016-07-28,2497,33.35,31.85,1.500000,息,31.85,35.00,28.70,31.85
2016-07-28,2504,8.22,8.11,0.100700,息,8.11,8.92,7.30,8.11
2016-07-28,2884,19.90,17.70,2.200000,權息,17.70,19.45,15.95,17.70
2016-07-28,3037,14.05,13.74,0.302425,息,13.75,15.10,12.40,13.74
2016-07-28,3533,94.20,89.70,4.500000,息,89.70,98.60,80.80,89.70
2016-07-28,4737,50.70,48.70,2.000000,息,48.70,53.50,43.85,48.70
2016-07-28,6197,29.15,27.15,2.000000,息,27.15,29.85,24.45,27.15
2016-07-28,6257,24.65,23.05,1.600000,息,23.05,25.35,20.75,23.05
2016-07-28,6422,67.00,60.47,6.523810,權息,60.50,66.50,54.50,60.47
2016-07-28,9937,37.00,35.60,1.400000,息,35.60,39.15,32.05,35.60
2016-07-28,9942,86.80,82.80,4.000000,息,82.80,91.00,74.60,82.80
2016-07-28,9958,10.00,9.60,0.400000,息,9.60,10.55,8.64,9.60
