date,stock_id,pre_close,ref_price,value,kind,open_base
2024-07-12,2008,25.95,24.95,1.000000,息,24.95
2024-07-12,2302,18.70,18.39,0.310000,息,18.40
2024-07-12,2404,373.00,352.00,21.000000,息,352.00
2024-07-12,2459,77.20,73.20,4.000000,息,73.20
2024-07-12,3380,36.00,34.99,1.010000,息,35.00
2024-07-12,4999,35.25,34.25,1.000000,息,34.25
2024-07-12,6605,252.50,246.00,6.500000,息,246.00
2024-07-12,6790,55.70,52.70,3.000000,息,52.70
2024-07-12,8072,30.40,29.65,0.750000,息,29.65
2024-07-12,8222,42.95,42.65,0.300000,息,42.65
2024-07-12,9907,15.55,15.25,0.300000,息,15.25
2024-07-12,9933,52.80,50.75,2.048627,息,50.80
