date,stock_id,pre_close,ref_price,value,kind,open_base
2021-08-04,1536,97.70,96.60,1.100000,息,96.60
2021-08-04,1618,15.75,15.45,0.300000,息,15.45
2021-08-04,2062,32.00,30.79,1.201886,權,32.00
2021-08-04,2069,41.30,40.75,0.550000,息,40.75
2021-08-04,2415,49.35,48.85,0.500000,息,48.85
2021-08-04,3006,185.50,183.50,2.000000,息,183.50
2021-08-04,3019,88.00,87.00,1.000000,息,87.00
2021-08-04,4557,67.00,63.50,3.500000,息,63.50
2021-08-04,4906,32.85,30.89,1.955680,息,30.90
2021-08-04,6201,49.30,46.30,3.000000,息,46.30
2021-08-04,6641,68.80,64.30,4.500000,息,64.30
2021-08-04,8046,405.50,402.10,3.400000,息,402.00
2021-08-04,9926,48.35,46.55,1.800000,息,46.55
