date,stock_id,pre_close,ref_price,value,kind,open_base
2022-08-29,1453,24.10,23.39,0.701942,權,23.40
2022-08-29,1514,36.20,33.76,2.438095,權息,33.75
2022-08-29,1531,15.10,14.40,0.700000,息,14.40
2022-08-29,1539,48.95,48.15,0.800000,息,48.15
2022-08-29,1597,80.00,72.72,7.272728,權,72.70
2022-08-29,1603,26.70,26.20,0.500000,息,26.20
2022-08-29,1609,23.35,21.69,1.651887,權息,21.70
2022-08-29,2211,64.20,61.20,3.000000,息,61.20
2022-08-29,2420,43.95,40.95,3.000000,息,40.95
2022-08-29,2442,13.10,12.26,0.831212,權息,12.25
2022-08-29,6216,32.50,30.83,1.666821,息,30.85
