date,stock_id,pre_close,ref_price,value,kind,open_base
2025-07-03,00946,9.11,9.08,0.025000,息,9.08
2025-07-03,00953B,9.09,9.02,0.065000,息,9.02
2025-07-03,1452,11.70,11.20,0.500000,息,11.20
2025-07-03,1475,44.45,40.85,3.600000,息,40.85
2025-07-03,1730,56.80,53.80,3.000000,息,53.80
2025-07-03,1752,36.65,35.05,1.600000,息,35.05
2025-07-03,1789,17.30,16.95,0.350000,息,16.95
2025-07-03,1806,11.90,10.90,1.000000,息,10.90
2025-07-03,1906,12.25,12.15,0.100000,息,12.15
2025-07-03,2405,15.80,15.63,0.170000,息,15.65
2025-07-03,2412,134.50,129.50,5.000000,息,129.50
2025-07-03,2415,24.05,22.85,1.200000,息,22.85
2025-07-03,2432,29.30,27.60,1.700000,息,27.60
2025-07-03,2433,51.00,48.00,3.000000,息,48.00
2025-07-03,2454,1295.00,1269.99,25.000217,息,1270.00
2025-07-03,2464,58.10,57.75,0.350000,息,57.80
2025-07-03,2474,216.50,208.17,8.326788,息,208.00
2025-07-03,2534,25.05,24.05,1.000000,息,24.05
2025-07-03,2727,243.50,228.90,14.592578,息,229.00
2025-07-03,3046,49.35,46.65,2.700000,息,46.65
2025-07-03,3090,79.40,75.20,4.200000,息,75.20
2025-07-03,3189,84.00,82.99,1.000171,息,83.00
2025-07-03,3311,31.45,31.15,0.300000,息,31.15
2025-07-03,3591,18.20,17.46,0.738867,息,17.45
2025-07-03,3592,367.00,344.80,22.200000,息,345.00
2025-07-03,3708,72.70,70.35,2.345495,息,70.40
2025-07-03,4137,121.50,111.50,10.000000,息,111.50
2025-07-03,4906,26.10,24.59,1.500515,息,24.60
2025-07-03,5515,27.30,25.15,2.150000,息,25.15
2025-07-03,6213,87.80,86.00,1.800000,息,86.00
2025-07-03,6526,548.00,535.50,12.500000,息,536.00
2025-07-03,6776,61.10,58.10,3.000000,息,58.10
2025-07-03,6957,179.50,166.33,13.162177,息,166.50
2025-07-03,8021,46.75,45.54,1.206858,息,45.55
2025-07-03,8045,66.90,64.93,1.967830,息,64.90
2025-07-03,8046,114.00,113.00,1.000000,息,113.00
2025-07-03,910861,5.78,5.66,0.113550,息,5.66
2025-07-03,9904,35.05,33.35,1.700000,息,33.35
