date,stock_id,pre_close,ref_price,value,kind,open_base
2022-07-01,1710,18.70,18.00,0.700000,息,18.00
2022-07-01,2107,21.10,19.90,1.200000,息,19.90
2022-07-01,2425,28.50,27.90,0.600000,息,27.90
2022-07-01,2497,74.40,73.93,0.469062,權,74.40
2022-07-01,3006,88.80,80.80,8.000000,息,80.80
2022-07-01,5306,165.50,163.25,2.250000,息,163.50
2022-07-01,6515,363.00,352.02,10.979133,息,352.00
2022-07-01,8114,133.00,128.50,4.500000,息,128.50
2022-07-01,8462,130.00,128.70,1.291458,息,128.50
2022-07-01,9933,44.90,42.63,2.260280,息,42.65
