date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2015-07-22,1104,25.90,24.41,1.488236,權息,24.40,26.85,22.00,24.41
2015-07-22,1219,15.15,14.70,0.444696,權息,14.70,16.15,13.25,14.70
2015-07-22,1459,12.65,12.10,0.550000,息,12.10,13.30,10.90,12.10
2015-07-22,1525,68.50,67.10,1.400000,息,67.10,73.80,60.40,67.10
2015-07-22,1535,69.70,65.20,4.500000,息,65.20,71.70,58.70,65.20
2015-07-22,1540,20.15,18.65,1.500000,息,18.65,20.50,16.80,18.65
2015-07-22,2006,22.30,21.00,1.300000,息,21.00,23.10,18.90,21.00
2015-07-22,2201,32.65,31.95,0.700000,息,31.95,35.10,28.80,31.95
2015-07-22,2204,24.55,23.40,1.150000,息,23.40,25.70,21.10,23.40
2015-07-22,2360,64.10,61.49,2.606835,息,61.50,67.60,55.40,61.49
2015-07-22,2420,42.00,38.50,3.500000,息,38.50,42.35,34.65,38.50
2015-07-22,2486,12.15,11.40,0.749391,息,11.40,12.50,10.30,11.40
2015-07-22,2850,23.10,22.03,1.068000,息,22.05,24.20,19.85,22.03
2015-07-22,3044,55.40,52.65,2.750000,息,52.70,57.90,47.40,52.65
2015-07-22,3062,18.90,18.19,0.700403,息,18.20,20.00,16.40,18.19
2015-07-22,3591,20.35,20.04,0.305896,息,20.05,22.00,18.05,20.04
2015-07-22,3605,20.90,19.70,1.200000,息,19.70,21.65,17.75,19.70
2015-07-22,5305,20.30,19.30,0.997334,息,19.30,21.20,17.40,19.30
2015-07-22,6176,102.00,96.50,5.500000,息,96.50,106.00,86.90,96.50
2015-07-22,6205,27.55,25.35,2.200000,息,25.35,27.85,22.85,25.35
2015-07-22,6278,32.15,29.19,2.959524,權息,29.20,32.10,26.30,29.19
2015-07-22,9942,93.00,89.00,4.000000,息,89.00,97.90,80.10,89.00
