date,stock_id,pre_close,ref_price,value,kind,open_base
2019-08-26,1310,24.50,22.50,2.000000,息,22.50
2019-08-26,1313,10.25,9.95,0.296303,權,9.95
2019-08-26,1324,10.55,10.25,0.300000,息,10.25
2019-08-26,1460,10.25,10.04,0.200981,權,10.05
2019-08-26,1533,37.65,36.85,0.800000,息,36.85
2019-08-26,1541,36.30,35.30,1.000000,息,35.30
2019-08-26,1587,18.60,18.13,0.462746,權息,18.15
2019-08-26,1617,13.35,12.35,1.000000,息,12.35
2019-08-26,1726,72.00,68.50,3.500000,息,68.50
2019-08-26,2327,258.00,213.16,44.834894,息,213.00
2019-08-26,2377,88.80,83.80,5.000000,息,83.80
2019-08-26,2904,25.05,23.53,1.514495,息,23.55
2019-08-26,3266,14.50,14.00,0.500000,息,14.00
2019-08-26,3588,23.70,22.94,0.750191,息,22.95
2019-08-26,4807,34.85,30.84,4.003119,息,30.85
2019-08-26,5525,27.95,23.59,4.359091,權息,23.60
2019-08-26,6531,42.25,41.73,0.510234,息,41.75
