date,stock_id,pre_close,ref_price,value,kind,open_base
2016-08-02,0057,43.04,41.35,1.685000,息,41.35
2016-08-02,006208,39.80,39.75,0.043000,息,39.75
2016-08-02,1313,9.16,8.95,0.201765,息,8.95
2016-08-02,1477,169.00,154.09,14.900412,權息,154.00
2016-08-02,1720,34.60,33.10,1.500000,息,33.10
2016-08-02,1725,14.45,13.67,0.780000,息,13.65
2016-08-02,2102,14.25,13.77,0.475491,權息,13.75
2016-08-02,2351,41.20,39.20,2.000000,息,39.20
2016-08-02,2355,70.70,68.10,2.600000,息,68.10
2016-08-02,2426,14.20,13.17,1.023699,息,13.15
2016-08-02,2516,6.69,6.39,0.300000,息,6.39
2016-08-02,2712,26.30,25.45,0.850000,息,25.45
2016-08-02,3380,20.65,20.15,0.500000,息,20.15
2016-08-02,3454,98.30,90.62,7.671980,權息,90.60
2016-08-02,4938,79.40,74.37,5.029742,息,74.40
2016-08-02,5871,57.40,54.30,3.100000,息,54.30
