date,stock_id,pre_close,ref_price,value,kind,open_base
2015-08-11,1319,33.75,33.01,0.740000,息,33.00
2015-08-11,1727,17.25,15.95,1.297620,權息,15.95
2015-08-11,2385,81.00,80.59,0.402985,權,80.60
2015-08-11,2498,57.50,57.12,0.380000,息,57.10
2015-08-11,2520,18.20,16.20,2.000000,息,16.20
2015-08-11,2546,17.00,15.50,1.500000,息,15.50
2015-08-11,2856,9.56,8.92,0.638432,權息,8.92
2015-08-11,2889,8.23,7.70,0.521263,權息,7.70
2015-08-11,2890,13.35,11.96,1.380924,權息,11.95
2015-08-11,3060,63.80,61.60,2.200000,息,61.60
2015-08-11,3189,63.70,59.70,4.000000,息,59.70
2015-08-11,3311,18.90,17.63,1.266895,息,17.65
2015-08-11,3518,48.10,46.10,1.995354,息,46.10
2015-08-11,3598,46.10,41.60,4.500000,息,41.60
2015-08-11,5285,38.95,34.04,4.904546,權息,34.05
2015-08-11,6202,44.90,41.40,3.500000,息,41.40
2015-08-11,9914,197.00,190.20,6.800000,息,190.00
