date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2018-07-19,1110,14.10,14.00,0.100000,息,14.00,15.40,12.60
2018-07-19,1315,27.25,26.15,1.100000,息,26.15,28.75,23.55
2018-07-19,1402,33.25,32.05,1.200000,息,32.05,35.25,28.85
2018-07-19,1414,7.66,7.34,0.320000,息,7.34,8.07,6.61
2018-07-19,1519,22.15,21.75,0.400000,息,21.75,23.90,19.60
2018-07-19,1723,149.00,144.40,4.600000,息,144.50,158.50,130.00
2018-07-19,1724,14.00,13.40,0.600000,息,13.40,14.70,12.10
2018-07-19,1905,10.60,10.10,0.500000,息,10.10,11.10,9.09
2018-07-19,2013,28.80,28.56,0.240000,息,28.55,31.40,25.75
2018-07-19,2204,28.55,26.75,1.800000,息,26.75,29.40,24.10
2018-07-19,2385,68.80,68.45,0.342289,權,68.50,75.20,61.70
2018-07-19,2616,33.40,30.88,2.512062,息,30.90,33.95,27.80
2018-07-19,3432,20.00,18.00,2.000000,息,18.00,19.80,16.20
2018-07-19,3708,78.10,76.10,1.990486,息,76.10,83.70,68.50
2018-07-19,4555,70.40,68.40,2.000000,息,68.40,75.20,61.60
2018-07-19,4935,38.30,37.30,1.000000,息,37.30,41.00,33.60
2018-07-19,4989,35.30,32.09,3.200836,息,32.10,35.25,28.90
2018-07-19,6189,28.50,26.70,1.800000,息,26.70,29.35,24.05
2018-07-19,8249,24.60,23.00,1.600000,息,23.00,25.30,20.70
2018-07-19,8411,16.00,15.65,0.350000,息,15.65,17.20,14.10
2018-07-19,9919,12.30,11.95,0.350000,息,11.95,13.10,10.80
