date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2021-09-16,01009T,9.08,8.92,0.151651,息,8.92,9.81,8.03,8.92
2021-09-16,1503,51.80,50.20,1.600000,息,50.20,55.20,45.20,50.20
2021-09-16,1617,17.95,17.35,0.600000,息,17.35,19.05,15.65,17.35
2021-09-16,1732,28.00,27.50,0.500000,息,27.50,30.25,24.75,27.50
2021-09-16,2049,332.50,322.81,9.684467,權,323.00,355.00,291.00,322.81
2021-09-16,2330,607.00,604.25,2.750000,息,604.00,664.00,544.00,604.25
2021-09-16,2351,129.50,127.70,1.800000,息,127.50,140.00,115.00,127.70
2021-09-16,2748,41.00,40.00,1.000000,息,40.00,44.00,36.00,40.00
2021-09-16,2880,21.10,20.29,0.800897,權息,20.30,22.30,18.30,20.29
2021-09-16,4438,112.50,109.30,3.200000,息,109.50,120.00,98.40,109.30
2021-09-16,6172,43.55,43.35,0.200000,息,43.35,47.65,39.05,43.35
2021-09-16,6504,136.50,124.50,12.000000,息,124.50,136.50,112.50,124.50
2021-09-16,6666,72.00,70.00,2.000000,息,70.00,77.00,63.00,70.00
2021-09-16,9905,27.70,26.20,1.500000,息,26.20,28.80,23.60,26.20
2021-09-16,9943,60.80,56.80,4.000000,息,56.80,62.40,51.20,56.80
